ID,InChIKey,Solubility,SD,Ocurrences,Group,MolWt,MolLogP,PredictedSolubility,Residual,AbsoluteResidual,Name,SMILES,abs_residual,MolWt_diff,MolLogP_diff,TPSA_diff,HBA_diff,HBD_diff,Rotatable_diff,rdkit_valid,has_metal,formal_charge,is_charged,atom_count,heavy_atom_count_rdkit,component_count,is_multicomponent,carbon_count,high_mw_95,high_mw_99,high_logp_95,high_logp_99,large_structure_95,large_structure_99,multicomponent_record,extreme_residual_95,extreme_residual_99,id_occurrences,repeated_id,smiles_occurrences,repeated_smiles,single_component,multicomponent,metal_free,neutral,high_mw,very_high_mw,high_logp,very_high_logp,candidate_single_component,candidate_single_neutral,candidate_standard_domain,candidate_conservative_domain,excluded_multicomponent,excluded_metal,excluded_charged,excluded_high_mw,excluded_high_logp
A-2778,RVIBUAHWQKVQEF-UHFFFAOYSA-N,-7.861382650099999,0.0,1,G1,726.7460000000002,7.019400000000005,-6.038268298509024,-1.8231143515909745,1.8231143515909745,"N-(10-benzamido-6,13-diacetamido-2,9-diethoxy-5,12-dioxa-7,14-diazapentacen-3-yl)benzamide",CCOc1cc2N=C3C(=C4Oc5cc(NC(=O)c6ccccc6)c(OCC)cc5N=C4C(=C3Oc2cc1NC(=O)c7ccccc7)NC(C)=O)NC(C)=O,1.8231143515909745,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,54,54,1,False,40,True,False,True,False,True,False,False,False,False,1,False,1.0,False,True,False,True,True,True,False,True,False,True,True,True,False,False,False,False,True,True
A-5094,FFGHLLOLFQHABK-UHFFFAOYSA-L,-6.295424349,0.0,1,G1,635.7409999999999,13.336999999999977,-8.118490936967378,1.8230665879673773,1.8230665879673773,dibutylbis(dodecylsulfanyl)stannane,CCCCCCCCCCCCS[Sn](CCCC)(CCCC)SCCCCCCCCCCCC,1.8230665879673773,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,True,True,0,False,35,35,1,False,32,True,False,True,True,False,False,False,False,False,1,False,1.0,False,True,False,False,True,True,False,True,True,True,False,False,False,False,True,False,True,True
A-3379,STNJBCKSHOAVAJ-UHFFFAOYSA-N,-0.0675110058,0.0507715266596918,4,G5,70.09100000000001,0.7614000000000001,-1.8905180683564475,1.823007062556448,1.823007062556448,2-methylprop-2-enal,CC(=C)C=O,1.823007062556448,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,5,5,1,False,4,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
C-2235,FFBDFADSZUINTG-UHFFFAOYSA-N,-4.96,0.0,1,G1,304.3940000000001,2.3639,-3.137522271775788,-1.822477728224212,1.822477728224212,"1,3-dipropyl-8-cyclopentylxanthine",CCCN1C(=O)N(CCC)C2=C([NH]C(=N2)C3CCCC3)C1=O,1.822477728224212,0.0,0.0,0.0,2.0,0.0,0.0,True,False,0,False,22,22,1,False,16,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
B-2695,ZIEWAMOXCOLNSJ-UHFFFAOYSA-N,-5.0261,0.0,1,G1,318.54300000000006,2.4359,-3.203672122036477,-1.8224278779635223,1.8224278779635223,quinonamid,ClC(Cl)C(=O)NC1=C(Cl)C(=O)c2ccccc2C1=O,1.8224278779635223,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,19,19,1,False,12,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
B-1971,VWHGTYCRDRBSFI-ZETCQYMHSA-N,0.2124,0.0,1,G1,245.279,-1.3231999999999968,-1.6098027961460133,1.8222027961460128,1.8222027961460128,"glycine, n-(n-leucylglycyl)-",CC(C)C[C@H](N)C(=O)NCC(=O)NCC(O)=O,1.8222027961460128,2.8421709430404014e-14,0.0,1.4210854715202004e-14,0.0,0.0,0.0,True,False,0,False,17,17,1,False,10,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
A-2009,LVGFPWDANALGOY-UHFFFAOYSA-N,-5.1999126975,0.0,1,G1,212.333,3.712200000000003,-3.378472718819703,-1.8214399786802973,1.8214399786802973,2-methyloctyl prop-2-enoate,CC(C)CCCCCCCOC(=O)C=C,1.8214399786802973,2.8421709430404014e-14,0.0,0.0,0.0,0.0,0.0,True,False,0,False,15,15,1,False,13,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
C-2508,DYKFCLLONBREIL-UHFFFAOYSA-N,-0.94,0.0,1,G1,457.4830000000002,0.1866000000000018,-2.7607892432306547,1.8207892432306547,1.8207892432306547,minocycline,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=O)C3=C(O)C2(O)C(=O)C(=C1O)C(N)=O)O)N(C)C,1.8207892432306547,5.684341886080804e-14,8.326672684688674e-17,0.0,0.0,0.0,0.0,True,False,0,False,33,33,1,False,23,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
A-5351,WXRGTYANXHSUOX-UHFFFAOYSA-N,0.7322652276999999,0.0,1,G1,185.24,-2.28,-1.0884371919555065,1.8207024196555064,1.8207024196555064,dipotassium adipate,[K+].OC(=O)CCCCC(O)=O,1.8207024196555064,2.8421709430404014e-14,4.440892098500626e-16,0.0,0.0,0.0,0.0,True,True,1,True,11,11,2,True,6,False,False,False,False,False,False,True,False,False,1,False,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False
B-389,QWVCIORZLNBIIC-UHFFFAOYSA-N,-0.6222,0.0,1,G1,217.888,1.1371,-2.442413053147732,1.820213053147732,1.820213053147732,"2,3-dibromo-1-propanol",OCC(Br)CBr,1.820213053147732,2.8421709430404014e-14,0.0,0.0,0.0,0.0,0.0,True,False,0,False,6,6,1,False,3,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
A-3508,ZTQSAGDEMFDKMZ-UHFFFAOYSA-N,-0.1590074228,0.0761537113999999,2,G3,72.107,0.9854,-1.9789277796330056,1.8199203568330056,1.8199203568330056,butyraldehyde,CCCC=O,1.8199203568330056,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,5,5,1,False,4,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
B-291,AUNGANRZJHBGPY-UHFFFAOYSA-N,-3.6478,0.0416782383931417,3,G5,376.36900000000014,-1.7235599999999989,-1.8282253780461333,-1.8195746219538664,1.8195746219538664,riboflavin,Cc1cc2N=C3C(=O)NC(=O)N=C3N(CC(O)C(O)C(O)CO)c2cc1C,1.8195746219538664,0.0,0.0,0.0,1.0,0.0,0.0,True,False,0,False,27,27,1,False,17,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
B-2378,JVFYCULORCKYMD-WSSBEIOBSA-N,-1.94,0.0,1,G1,696.8310000000002,1.0785000000000022,-3.759302926416926,1.8193029264169265,1.8193029264169265,periplocin,COC1[C@H](O)C(CO[C@@H]2C(O)C[C@@H](O)OC2C)O[C@@H](O[C@H]3CC[C@]4(C)C5CC[C@]6(C)[C@H](CC[C@]6(O)C5CC[C@]4(O)C3)C7=CC(=O)OC7)C1O,1.8193029264169265,0.0,0.0,2.8421709430404014e-14,0.0,0.0,0.0,True,False,0,False,49,49,1,False,36,True,False,False,False,True,False,False,False,False,1,False,1.0,False,True,False,True,True,True,False,False,False,True,True,True,False,False,False,False,True,False
B-1365,OKVJCVWFVRATSG-UHFFFAOYSA-N,-0.2678,0.0,1,G1,124.13899999999995,0.8844999999999998,-2.0870603374330394,1.81926033743304,1.81926033743304,m-hydroxybenzyl alcohol,OCc1cccc(O)c1,1.81926033743304,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,True,False,0,False,9,9,1,False,7,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
A-6036,KJYSXRBJOSZLEL-UHFFFAOYSA-N,-7.3410901182,0.0,1,G1,438.6520000000002,7.801400000000009,-5.522081318891154,-1.819008799308846,1.819008799308846,"2,4-di-tert-butylphenyl 3,5-di-tert-butyl-4-hydroxybenzoate",CC(C)(C)c1ccc(OC(=O)c2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)c(c1)C(C)(C)C,1.819008799308846,5.684341886080804e-14,0.0,0.0,0.0,0.0,0.0,True,False,0,False,32,32,1,False,29,False,False,True,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,True,False,True,True,True,False,False,False,False,False,True
C-1103,HORNXRXVQWOLPJ-UHFFFAOYSA-N,-0.71,0.0079499999999999,2,G3,128.558,2.0456,-2.528475405550453,1.8184754055504533,1.8184754055504533,3-chlorophenol,OC1=CC(=CC=C1)Cl,1.8184754055504533,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,8,8,1,False,6,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
A-94,JOBBTVPTPXRUBP-UHFFFAOYSA-N,-5.1231687481,0.0182445359681366,3,G5,488.67100000000033,1.4251999999999998,-3.3056568278919416,-1.8175119202080587,1.8175119202080587,"3-[(3-sulfanylpropanoyl)oxy]-2,2-bis({[(3-sulfanylpropanoyl)oxy]methyl})propyl 3-sulfanylpropanoate",SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,1.8175119202080587,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,29,29,1,False,17,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
B-3716,MNOJRWOWILAHAV-UHFFFAOYSA-N,-0.8764,0.0,1,G1,173.009,2.1547,-2.693022623315153,1.816622623315153,1.816622623315153,m-bromophenol,Oc1cccc(Br)c1,1.816622623315153,2.8421709430404014e-14,0.0,0.0,0.0,0.0,0.0,True,False,0,False,8,8,1,False,6,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
A-520,XQXPVVBIMDBYFF-UHFFFAOYSA-N,-0.3990804112,0.3954831551890782,3,G5,152.149,1.0193,-2.215155434158907,1.8160750229589069,1.8160750229589069,2-(4-hydroxyphenyl)acetic acid,OC(=O)Cc1ccc(O)cc1,1.8160750229589069,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,True,False,0,False,11,11,1,False,8,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
C-1672,FAQJJMHZNSSFSM-UHFFFAOYSA-N,-0.37,0.0,1,G1,150.13299999999998,0.9539,-2.185353674478136,1.815353674478136,1.815353674478136,benzoylformic  acid;  phenylglyoxylic  acid,OC(=O)C(=O)C1=CC=CC=C1,1.815353674478136,0.0,1.1102230246251563e-16,0.0,0.0,0.0,0.0,True,False,0,False,11,11,1,False,8,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
A-3488,RWNUSVWFHDHRCJ-UHFFFAOYSA-N,-0.4052379668,0.0,1,G1,132.203,1.1839,-2.2202357277974896,1.8149977609974888,1.8149977609974888,1-butoxypropan-2-ol,CCCCOCC(C)O,1.8149977609974888,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,9,9,1,False,7,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
B-1398,YWMLORGQOFONNT-UHFFFAOYSA-N,-0.2328,0.0,1,G1,138.166,0.6712,-2.047441426552643,1.814641426552643,1.814641426552643,"1,3-benzenedimethanol",OCc1cccc(CO)c1,1.814641426552643,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,10,10,1,False,8,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
B-539,FERIUCNNQQJTOY-UHFFFAOYSA-N,-0.1669,0.5815303775384395,3,G4,88.10599999999998,0.8711,-1.9814039702979924,1.8145039702979924,1.8145039702979924,butyric acid,CCCC(O)=O,1.8145039702979924,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,6,6,1,False,4,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
A-3433,GELKGHVAFRCJNA-UHFFFAOYSA-N,-0.0945494336,0.0,1,G1,72.107,0.7952,-1.908642581691525,1.8140931480915248,1.8140931480915248,"2,2-dimethyloxirane",CC1(C)CO1,1.8140931480915248,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,5,5,1,False,4,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
F-167,IQJONTHXEYNKMB-UHFFFAOYSA-N,-0.71,0.0,1,G1,206.263,1.446,-2.524072412159318,1.814072412159318,1.814072412159318,2-(1-hydroxy-1-oxobutan-2-yl)sulfanylbutanoic acid,CCC(SC(CC)C(=O)O)C(=O)O,1.814072412159318,2.8421709430404014e-14,0.0,0.0,0.0,0.0,0.0,True,False,0,False,13,13,1,False,8,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
B-4642,JUIKUQOUMZUFQT-UHFFFAOYSA-N,0.0643,0.0,1,G1,137.964,-0.1333999999999999,-1.7495505371423634,1.813850537142364,1.813850537142364,bromoacetamide,NC(=O)CBr,1.813850537142364,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,5,5,1,False,2,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
A-5808,MRCCXHYDYMQBJW-MAKDUZDQSA-L,-7.6228592843,0.0,1,G1,839.2460000000001,5.548440000000005,-5.8091136074116845,-1.8137456768883151,1.8137456768883151,strontium bis{5-chloro-2-[(2-hydroxy-1-naphthyl)diazenyl]-4-methylbenzenesulfonate},[Sr++].Cc1cc(N\N=C\2C(=O)C=Cc3ccccc23)c(cc1Cl)[S]([O-])(=O)=O.Cc4cc(N\N=C\5C(=O)C=Cc6ccccc56)c(cc4Cl)[S]([O-])(=O)=O,1.8137456768883151,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0,False,51,51,3,True,34,True,False,False,False,True,False,True,False,False,1,False,1.0,False,False,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,False
A-3875,NUNQKTCKURIZQX-UHFFFAOYSA-N,-0.6879152253,0.0455402347,2,G3,146.23,1.838,-2.50114983844412,1.8132346131441195,1.8132346131441195,2-(2-ethoxyethoxy)-2-methylpropane,CCOCCOC(C)(C)C,1.8132346131441195,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,10,10,1,False,8,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
B-3180,UKFXMSBXHCEXIK-UHFFFAOYSA-N,-1.3593,0.0,1,G1,308.751,2.4248000000000003,-3.17220373294155,1.8129037329415496,1.8129037329415496,"2-propenoic acid, 2,3,3-tribromo-",OC(=O)C(Br)=C(Br)Br,1.8129037329415496,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,8,8,1,False,3,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
B-8,XZIDTOHMJBOSOX-UHFFFAOYSA-N,-1.4666,0.0182999999999999,2,G3,225.458,3.3450000000000006,-3.2794617625083022,1.8128617625083023,1.8128617625083023,"2,3,6-trichlorobenzoic acid",OC(=O)c1c(Cl)ccc(Cl)c1Cl,1.8128617625083023,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,12,12,1,False,7,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
F-916,ZRQOUZWNXZFZQK-UHFFFAOYSA-N,-0.92,0.0,1,G1,304.39300000000003,1.2678,-2.73247423269861,1.81247423269861,1.81247423269861,"5-[(2-ethoxyethylamino)methyl]thieno[3,2-d]furan-2-sulfonamide",CCOCCNCC1=CC2=C(OC(S(N)(=O)=O)=C2)S1,1.81247423269861,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,19,19,1,False,11,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
F-714,QGLBQYVHYYPKGD-UHFFFAOYSA-N,-1.58,0.0,1,G1,228.682,3.6236000000000015,-3.391424086534782,1.8114240865347817,1.8114240865347817,1-chloroacridin-9-amine,NC1=C2C(Cl)=CC=CC2=NC2=C1C=CC=C2,1.8114240865347817,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,16,16,1,False,13,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
B-2577,ITJPTURSPJESQC-UHFFFAOYSA-N,-1.4757,0.0,1,G1,224.237,3.3743000000000025,-3.286876645618526,1.811176645618526,1.811176645618526,diethyl pentyl phosphate,CCCCCO[P](=O)(OCC)OCC,1.811176645618526,2.8421709430404014e-14,0.0,0.0,0.0,0.0,0.0,True,False,0,False,14,14,1,False,9,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
B-7,MRUDNSFOFOQZDA-UHFFFAOYSA-N,-1.1309,0.0,1,G1,191.013,2.691600000000001,-2.941742328114503,1.8108423281145032,1.8108423281145032,"2,6-dichlorobenzoic acid",OC(=O)c1c(Cl)cccc1Cl,1.8108423281145032,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,11,11,1,False,7,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
B-4369,HBEQAYDPEJTYND-UHFFFAOYSA-N,-0.2162,0.0,1,G1,115.157,0.78968,-2.026918415080824,1.810718415080824,1.810718415080824,"thiocyanic acid, 2-oxopropyl ester",CC(=O)CSC#N,1.810718415080824,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,7,7,1,False,4,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
A-5326,GPLRAVKSCUXZTP-UHFFFAOYSA-N,0.7794395395,0.0,1,G1,166.173,-2.290599999999999,-1.0312319036567654,1.8106714431567648,1.8106714431567648,"3-(2,3-dihydroxypropoxy)propane-1,2-diol",OCC(O)COCC(O)CO,1.8106714431567648,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,11,11,1,False,6,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
D-1774,IKECULIHBUCAKR-UHFFFAOYSA-N,-0.411,0.0201,2,G3,102.17699999999998,1.4133,-2.2210902963943218,1.8100902963943213,1.8100902963943213,"2,3-dimethyl-2-butanol",CC(C)C(C)(C)O,1.8100902963943213,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,7,7,1,False,6,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
G-495,RENMDAKOXSCIGH-UHFFFAOYSA-N,-0.092,0.10705,2,G3,75.498,0.74878,-1.9009659833120989,1.8089659833120983,1.8089659833120983,Chloroacetonitrile,ClCC#N,1.8089659833120983,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,4,4,1,False,2,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
B-1203,XTDQDBVBDLYELW-UHFFFAOYSA-N,-4.6776,0.0,1,G1,114.232,3.0786000000000016,-2.870164966666083,-1.8074350333339169,1.8074350333339169,"2,2,3-trimethylpentane",CCC(C)C(C)(C)C,1.8074350333339169,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,True,False,0,False,8,8,1,False,8,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
B-1813,XOHIHZHSDMWWMS-UHFFFAOYSA-N,-5.2117,0.5838694118500003,2,G2,200.281,3.874600000000002,-3.404802102092165,-1.806897897907836,1.806897897907836,"naphthalene, 2-(2-methylpropoxy)-",CC(C)COc1ccc2ccccc2c1,1.806897897907836,0.0,4.440892098500626e-16,0.0,0.0,0.0,0.0,True,False,0,False,15,15,1,False,14,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
B-1520,FOEMIZSFFWGXHX-UHFFFAOYSA-N,-0.402,0.0,1,G1,126.18399999999998,1.1985,-2.2088090776821647,1.8068090776821648,1.8068090776821648,"pyrimidine, 2-(methylthio)-",CSc1ncccn1,1.8068090776821648,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,8,8,1,False,5,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
F-1053,URNAYRDBUUZOIU-UHFFFAOYSA-N,-5.24,0.0449999999999999,2,G3,258.31699999999995,3.5150000000000023,-3.43411635548675,-1.80588364451325,1.80588364451325,ethyl 2-(6-methoxynaphthalen-2-yl)propanoate,CCOC(=O)C(C)C1=CC2=CC=C(OC)C=C2C=C1,1.80588364451325,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,19,19,1,False,16,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
A-3172,KVCGISUBCHHTDD-UHFFFAOYSA-M,0.6245331513,0.0,1,G1,194.18699999999995,-2.096879999999998,-1.1811110705088244,1.805644221808824,1.805644221808824,sodium 4-methylbenzene-1-sulfonate,[Na+].Cc1ccc(cc1)[S]([O-])(=O)=O,1.805644221808824,0.0,0.0,7.105427357601002e-15,0.0,0.0,0.0,True,True,0,False,12,12,2,True,7,False,False,False,False,False,False,True,False,False,1,False,1.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
D-1542,FAGUFWYHJQFNRV-UHFFFAOYSA-N,0.723,0.40755,2,G3,189.307,-2.327399999999997,-1.0822877283286756,1.805287728328676,1.805287728328676,"1,2-ethanediamine, n-(2-aminoethyl)-n'- 2-",NCCNCCNCCNCCN,1.805287728328676,0.0,4.440892098500626e-16,0.0,0.0,0.0,0.0,True,False,0,False,13,13,1,False,8,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
A-2892,CMXOFNZFIJEFDA-UHFFFAOYSA-M,0.2378897232,0.0,1,G1,202.385,-1.1151,-1.5668229676740408,1.8047126908740407,1.8047126908740407,potassium {[(3-methylbutyl)sulfanyl]carbonyl}sulfanide,[K+].CC(C)CCOC([S-])=S,1.8047126908740407,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0,False,10,10,2,True,6,False,False,False,False,False,False,True,False,False,1,False,1.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
F-856,NDDWQZYCAZDNEH-UHFFFAOYSA-N,-1.15,0.0,1,G1,239.322,2.3606,-2.954440318238195,1.804440318238195,1.804440318238195,"N,N-dimethyl-1,3-dihydrobenzo[de]isoquinoline-2-carboximidamide",CN=C(NC)N1CC2=CC=CC3=CC=CC(=C32)C1,1.804440318238195,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,18,18,1,False,15,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
B-549,WFDIJRYMOXRFFG-UHFFFAOYSA-N,0.0702,0.0,1,G1,102.089,0.096,-1.734058386275071,1.804258386275071,1.804258386275071,acetic anhydride,CC(=O)OC(C)=O,1.804258386275071,0.0,8.326672684688674e-17,0.0,0.0,0.0,0.0,True,False,0,False,7,7,1,False,4,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
B-2488,UHXUZOCRWCRNSJ-QPJJXVBHSA-N,-0.4466,0.0,1,G1,162.214,1.0388,-2.250490878728161,1.803890878728161,1.803890878728161,methomyl,CNC(=O)O\N=C(/C)SC,1.803890878728161,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,10,10,1,False,5,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
B-4116,MVXIJRBBCDLNLX-UHFFFAOYSA-N,-5.9003,0.0,1,G1,257.547,5.313800000000001,-4.096680530375846,-1.803619469624154,1.803619469624154,"2,2',6-pcb",Clc1ccccc1c2c(Cl)cccc2Cl,1.803619469624154,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,15,15,1,False,12,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
A-2150,INTLMJZQCBRQAT-UHFFFAOYSA-K,-6.0107803553,0.0,1,G1,338.294,5.002200000000004,-4.207204820711387,-1.8035755345886129,1.8035755345886129,trichloro(octyl)stannane,CCCCCCCC[Sn](Cl)(Cl)Cl,1.8035755345886129,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0,False,12,12,1,False,8,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
B-3569,YNPNZTXNASCQKK-UHFFFAOYSA-N,-5.1903,0.0492027325347779,3,G5,178.23399999999998,3.993000000000002,-3.3869381147596216,-1.803361885240378,1.803361885240378,phenanthrene,c1ccc2c(c1)ccc3ccccc23,1.803361885240378,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,14,14,1,False,14,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
B-3966,KAESVJOAVNADME-UHFFFAOYSA-N,-0.1734,0.0,1,G1,67.09100000000001,1.0147,-1.9757364393945616,1.8023364393945616,1.8023364393945616,pyrrole,[nH]1cccc1,1.8023364393945616,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,5,5,1,False,4,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False
B-3255,WOWBFOBYOAGEEA-UHFFFAOYSA-N,-6.8068,0.0,1,G1,384.58900000000006,6.810600000000006,-5.004853246522456,-1.8019467534775444,1.8019467534775444,diafenthiuron,CC(C)c1cc(Oc2ccccc2)cc(C(C)C)c1NC(=S)NC(C)(C)C,1.8019467534775444,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,27,27,1,False,23,False,False,True,False,False,False,False,False,False,1,False,1.0,False,True,False,True,True,False,False,True,False,True,True,True,False,False,False,False,False,True
