ID,observed_solubility,mean_prediction,mean_residual,mean_absolute_error,median_absolute_error,prediction_count,prediction_sd,prediction_range,failure_mode,error_direction,solubility_region,rdkit_molwt,rdkit_mollogp,rdkit_ring_count,rdkit_aromatic_rings,rdkit_rotatable_bonds,rdkit_fraction_csp3
A-781,-1.8384616763,-1.6898381882580458,-0.14862348804195416,0.14945066700932444,0.14945066700932444,2,0.211355160190292,0.298901334018649,Low-error + high-uncertainty,Overprediction,-2 to < 0,300.296,-1.523199999999998,3,1,3,0.6
A-784,-1.4947809467,-1.6356826130300075,0.1409016663300075,0.1409016663300075,0.1625797864621869,3,0.1148015903072748,0.2265122466245963,Low-error + stable,Underprediction,-2 to < 0,135.16599999999997,1.2792,1,1,2,0.125
A-787,-1.7700930025000001,-2.1963603044943207,0.42626730199432084,0.42626730199432084,0.4264690305502121,3,0.0163167201761129,0.0326315697751655,Low-error + stable,Underprediction,-2 to < 0,253.257,-0.2377999999999998,1,1,2,0.0
A-789,-2.5604043774000003,-2.3199855309377666,-0.24041884646223405,0.24041884646223405,0.24041884646223405,2,0.0056384408555091,0.0079739595284995,Low-error + stable,Overprediction,-4 to < -2,156.269,2.439500000000001,1,0,1,1.0
A-79,-2.6229591952,-2.2973961145552537,-0.3255630806447461,0.3255630806447461,0.3282555069770705,3,0.0726629445562699,0.145251046700825,Low-error + stable,Overprediction,-4 to < -2,148.16099999999997,1.9869,1,1,2,0.0
A-790,-2.6613195143,-2.4339469232426594,-0.22737259105734073,0.22737259105734073,0.2777870935046187,3,0.1082010641677726,0.1980025630569817,Low-error + stable,Overprediction,-4 to < -2,197.146,1.3016,1,1,3,0.125
A-791,-2.8204596094,-4.314782330279044,1.494322720879044,1.494322720879044,1.494322720879044,2,0.0511019477647736,0.0722690675926243,High-error + stable,Underprediction,-4 to < -2,284.39900000000006,3.863400000000003,4,0,0,0.6842105263157895
A-792,-3.6752800895000006,-3.258106564460915,-0.41717352503908495,0.41717352503908495,0.4366182023586695,3,0.0778535462830626,0.1520210914551252,Low-error + stable,Overprediction,-4 to < -2,206.285,2.8184000000000013,1,1,3,0.4615384615384615
A-793,-3.5976237668,-2.449819165978061,-1.147804600821939,1.147804600821939,1.147804600821939,2,0.236793561634443,0.3348766663460587,High-error + high-uncertainty,Overprediction,-4 to < -2,170.25199999999992,2.518300000000001,1,0,2,0.9
A-794,-3.6550445763,-4.3132913414347085,0.6582467651347089,0.6582467651347089,0.631540636460155,3,0.1592331742923571,0.3150891354117675,Low-error + high-uncertainty,Underprediction,-4 to < -2,194.318,3.882200000000004,1,0,3,0.7692307692307693
A-80,-3.7398163758,-3.08334839060995,-0.6564679851900498,0.6564679851900498,0.708494249733596,3,0.1055207132082525,0.1908357593766116,Low-error + stable,Overprediction,-4 to < -2,192.258,2.770700000000001,1,1,1,0.4166666666666667
A-803,-1.382910122,-0.6338310474276035,-0.7490790745723963,0.7490790745723963,0.786035934109536,3,0.1756797342063435,0.3454794460495478,Low-error + high-uncertainty,Overprediction,-2 to < 0,102.177,1.559,0,0,4,1.0
A-808,-2.5706235426,-2.3199855309377666,-0.25063801166223376,0.25063801166223376,0.25063801166223376,2,0.0056384408555091,0.0079739595284995,Low-error + stable,Overprediction,-4 to < -2,156.269,2.439500000000001,1,0,1,1.0
A-81,-2.8265354685,-2.6255908047880143,-0.20094466371198616,0.20094466371198616,0.2175067771737722,3,0.0364351997150584,0.0669864486753968,Low-error + stable,Overprediction,-4 to < -2,178.275,2.556020000000001,1,1,3,0.5
A-811,-3.5896411422,-4.257236992311898,0.6675958501118978,0.6675958501118978,0.6044347077870884,3,0.1512256741335386,0.2819730986623519,Low-error + high-uncertainty,Underprediction,-4 to < -2,163.26399999999998,3.592780000000002,0,0,4,0.5454545454545454
A-812,-2.6432618239,-3.2692762684162133,0.626014444516213,0.626014444516213,0.6313070804541869,4,0.125716740010514,0.2414623063146246,Low-error + stable,Underprediction,-4 to < -2,184.279,3.052500000000002,1,0,5,0.9090909090909092
A-813,-0.3235268543,-0.573095851428082,0.2495689971280819,0.2495689971280819,0.1698953766970737,3,0.1944725115236555,0.363640720458422,Low-error + high-uncertainty,Underprediction,-2 to < 0,88.14999999999999,1.4313,0,0,0,1.0
A-818,-3.7259038203,-4.240938661285687,0.5150348409856871,0.5150348409856871,0.48033182624482235,4,0.190849964371867,0.4570507998447377,Low-error + high-uncertainty,Underprediction,-4 to < -2,222.372,3.6098000000000026,4,0,0,1.0
A-824,-2.6876302374,-3.5178571395381586,0.8302269021381585,0.8302269021381585,0.8302269021381585,1,0.0,0.0,Low-error + stable,Underprediction,-4 to < -2,197.281,2.9764000000000017,2,2,4,0.1428571428571428
A-825,-1.5169635388,-1.5052559205115825,-0.01170761828841745,0.06355796507408025,0.06355796507408025,2,0.0898845362045998,0.1271159301481605,Low-error + stable,Overprediction,-2 to < 0,133.15400000000002,1.26632,2,2,0,0.1428571428571428
A-826,-1.7662055678,-2.195154924170557,0.42894935637055726,0.42894935637055726,0.4267403242789214,3,0.0164275592704541,0.0326315697751655,Low-error + stable,Underprediction,-2 to < 0,234.189,0.1292999999999999,1,1,2,0.0
A-83,-3.7549532157,-3.3538672503725255,-0.4010859653274747,0.4010859653274747,0.3978379303304344,3,0.1062442670551096,0.2124140483449337,Low-error + stable,Overprediction,-4 to < -2,196.29,3.242200000000002,0,0,5,0.5833333333333334
A-830,-1.6861579246,-1.6716018998270419,-0.014556024772958134,0.04835801063751367,0.0507029787968333,3,0.0578630119652529,0.1103012002071137,Low-error + stable,Overprediction,-2 to < 0,194.18599999999995,1.2597999999999998,1,1,2,0.2
A-832,-1.6290322311,-2.5967601040093222,0.9677278729093222,0.9677278729093222,0.9677278729093222,1,0.0,0.0,Low-error + stable,Underprediction,-2 to < 0,170.25199999999998,2.6624000000000008,1,0,4,0.9
A-833,-1.6630244633000002,-1.5571525794109968,-0.10587188388900333,0.11288807065550648,0.1413136242217092,3,0.103338769777677,0.1973505877448103,Low-error + stable,Overprediction,-2 to < 0,184.113,1.0710000000000002,0,0,3,0.6666666666666666
A-834,-1.6904508209,-0.9133760384937292,-0.7770747824062708,0.7770747824062708,0.7788919044447766,3,0.0284228301554088,0.0567584645552045,Low-error + stable,Overprediction,-2 to < 0,196.115,-0.5804,0,0,8,1.0
A-841,-2.7330206215,-2.257034644911,-0.4759859765889997,0.4759859765889997,0.5252394428840952,3,0.1095803294267485,0.2018754134679423,Low-error + stable,Overprediction,-4 to < -2,216.312,0.2275999999999995,2,2,2,0.0
A-842,-3.6244813037,-2.800189392810667,-0.824291910889333,0.824291910889333,0.8192921311916606,3,0.0541324465513638,0.1079179951976003,Low-error + stable,Overprediction,-4 to < -2,172.26799999999994,2.910000000000001,0,0,7,0.9
A-843,-3.9003349932,-3.1509743887412904,-0.7493606044587096,0.7493606044587096,0.7493606044587096,1,0.0,0.0,Low-error + stable,Overprediction,-4 to < -2,324.33600000000007,1.3168,3,1,4,0.2222222222222222
A-848,-3.7048974167,-3.584696906732114,-0.12020050996788618,0.12020050996788618,0.0590247794224043,3,0.1453098200614996,0.270614791173545,Low-error + stable,Overprediction,-4 to < -2,204.26900000000003,3.1997000000000018,1,1,5,0.3076923076923077
A-851,-3.7185037648,-1.8488450901967888,-1.8696586746032111,1.8696586746032111,1.8339177217396985,3,0.0834543636752317,0.1550041164968718,High-error + stable,Overprediction,-4 to < -2,209.201,0.8420000000000001,1,1,2,0.2
A-853,-3.6976259568,-4.505461308601748,0.8078353518017477,0.8078353518017477,0.8161670194494648,3,0.0414549279227889,0.0816443147987566,Low-error + stable,Underprediction,-4 to < -2,199.38199999999995,4.112000000000003,0,0,10,1.0
A-855,-3.7602414897,-2.859639235829659,-0.9006022538703413,0.9006022538703413,0.7956664487472955,3,0.2384825638064368,0.4409775089143428,Low-error + high-uncertainty,Overprediction,-4 to < -2,230.30399999999997,3.0566000000000013,0,0,11,0.8333333333333334
A-857,-4.6529288002,-4.398816117602491,-0.2541126825975086,0.2541126825975086,0.23638421056159004,4,0.1865310440835734,0.3872225911882605,Low-error + high-uncertainty,Overprediction,-6 to < -4,220.35599999999997,3.7703000000000033,4,0,0,1.0
A-861,-4.7309406924,-4.791517340657188,0.060576648257188004,0.4287853028010706,0.4835140104705031,3,0.6190030387284847,1.217556937057891,Low-error + high-uncertainty,Underprediction,-6 to < -4,260.4869999999999,4.877200000000005,0,0,10,1.0
A-862,-4.6195835711,-4.199943065037704,-0.4196405060622954,0.4196405060622954,0.4336743580605988,3,0.0835463595211991,0.1653152435537963,Low-error + stable,Overprediction,-6 to < -4,200.322,3.991900000000002,0,0,10,0.9166666666666666
A-863,-4.9450169862,-5.999378707361508,1.0543617211615084,1.0543617211615084,1.0543617211615084,2,0.3582796205715171,0.506683898534126,Low-error + high-uncertainty,Underprediction,-6 to < -4,422.9200000000001,4.266800000000004,4,4,8,0.2727272727272727
A-865,-4.635481621399999,-2.59265822216141,-2.0428233992385896,2.0428233992385896,2.020472670897067,3,0.0876942848267895,0.1710628106659619,High-error + stable,Overprediction,-6 to < -4,204.335,2.675800000000001,0,0,7,0.9
A-867,-4.5007459195,-3.572781519490372,-0.9279644000096283,0.9279644000096283,0.9188871508266448,3,0.0233859458138643,0.0440502041793915,Low-error + stable,Overprediction,-6 to < -4,148.24899999999997,3.374200000000002,1,1,2,0.4545454545454545
A-868,-4.6532020914,-4.348189646878617,-0.30501244452138315,0.30501244452138315,0.2942654119422698,3,0.0781170143638452,0.1551211642707572,Low-error + stable,Overprediction,-6 to < -4,208.34499999999997,3.9841000000000033,1,0,4,0.7857142857142857
A-870,-4.4715404278,-3.1294707106009767,-1.3420697171990232,1.3420697171990232,1.3420697171990232,1,0.0,0.0,High-error + stable,Overprediction,-6 to < -4,136.238,2.9987000000000013,2,0,0,0.8
A-871,-4.6803670486,-4.657912596270631,-0.0224544523293692,0.0224544523293692,0.0224544523293692,1,0.0,0.0,Low-error + stable,Overprediction,-6 to < -4,220.356,4.128200000000004,2,0,3,0.8
A-874,-4.6267485225,-3.3544177667971127,-1.2723307557028876,1.2723307557028876,1.2876762778935502,3,0.132912904818533,0.2644936784032641,High-error + stable,Overprediction,-6 to < -4,186.295,3.3001000000000023,0,0,8,0.9090909090909092
A-876,-4.8205954965,-4.9523798252603095,0.13178432876030965,0.28429180660979575,0.165866520838108,3,0.4294674935583569,0.7899807238932661,Low-error + high-uncertainty,Underprediction,-6 to < -4,284.48799999999994,4.910800000000005,0,0,12,0.9411764705882352
A-877,-4.7401771795,-4.421277629072358,-0.3188995504276422,0.3188995504276422,0.32677054386282656,4,0.0607763496033045,0.1447827081579422,Low-error + stable,Overprediction,-6 to < -4,236.399,4.263900000000004,3,0,1,1.0
A-883,-4.6835903829,-5.034313931934385,0.3507235490343845,0.3507235490343845,0.3507235490343845,1,0.0,0.0,Low-error + stable,Underprediction,-6 to < -4,198.34999999999997,4.306100000000004,1,0,1,1.0
A-884,-4.7342962454,-4.5009014740784785,-0.23339477132152225,0.23339477132152225,0.23339477132152225,2,0.0450298058909365,0.0636817622019902,Low-error + stable,Overprediction,-6 to < -4,222.372,4.184000000000004,2,0,2,0.8666666666666667
A-885,-4.8603775493,-4.1885770162930385,-0.6718005330069611,0.6718005330069611,0.6424527727102873,3,0.0530994949409399,0.09324351102698,Low-error + stable,Overprediction,-6 to < -4,296.5520000000001,3.621200000000002,0,0,4,0.8
A-886,-4.8916555333,-4.80942061012219,-0.0822349231778094,0.0822349231778094,0.0822349231778094,1,0.0,0.0,Low-error + stable,Overprediction,-6 to < -4,316.3600000000001,3.8394400000000015,4,3,1,0.1
A-887,-4.7018118295,-3.9618090777854333,-0.7400027517145672,0.7400027517145672,0.7156497156609785,3,0.0616329617186485,0.1158243358960775,Low-error + stable,Overprediction,-6 to < -4,201.313,3.6670200000000026,1,1,1,0.5
A-889,-4.6928315029,-2.6996608269453897,-1.9931706759546104,1.9931706759546104,1.9931706759546104,2,0.036257785710702,0.0512762522936922,High-error + stable,Overprediction,-6 to < -4,197.193,1.7234,3,2,0,0.0
A-89,-1.6471414632,-2.0708542267297156,0.4237127635297158,0.4237127635297158,0.47985335741915813,4,0.2327017214659529,0.4846558080849055,Low-error + high-uncertainty,Underprediction,-2 to < 0,140.22599999999997,2.401700000000001,1,0,0,0.8888888888888888
A-893,-0.5865603256,-1.5396135751463476,0.9530532495463474,0.9530532495463474,1.015757903017139,3,0.2161780721533672,0.4184927894469743,Low-error + high-uncertainty,Underprediction,-2 to < 0,154.209,1.8822,2,0,0,0.8888888888888888
A-895,-2.5767203524,-1.7219962554462667,-0.8547240969537335,0.8547240969537335,0.8959014316790648,3,0.0802261634872411,0.1437297135121344,Low-error + stable,Overprediction,-4 to < -2,150.177,1.78162,1,1,1,0.2222222222222222
A-896,-2.7446854432,-3.6969620158413248,0.9522765726413248,0.9522765726413248,0.9522765726413248,1,0.0,0.0,Low-error + stable,Underprediction,-4 to < -2,220.312,3.159200000000002,2,1,2,0.5714285714285714
A-898,-0.43960987869999996,-0.33115753533360254,-0.10845234336639735,0.14654248158028685,0.1651966370751858,3,0.1457497965706663,0.2744308076656749,Low-error + stable,Overprediction,-2 to < 0,108.144,0.851,1,1,0,0.0
A-9,-4.6620645831,-4.275959740167737,-0.38610484293226277,0.38610484293226277,0.3844622642885671,5,0.135099848812341,0.3669240173290635,Low-error + stable,Overprediction,-6 to < -4,422.5250000000002,2.4854000000000003,6,2,12,0.52
A-901,-1.6718324141,-2.0596330986961493,0.3878006845961492,0.3878006845961492,0.3878006845961492,1,0.0,0.0,Low-error + stable,Underprediction,-2 to < 0,183.188,0.1186999999999999,2,1,0,0.0
A-906,-3.5877591378999996,-3.7008951108570844,0.1131359729570847,0.1131359729570847,0.1224250634649863,3,0.0380093557250972,0.0742965872914496,Low-error + stable,Underprediction,-4 to < -2,153.269,3.3624800000000024,0,0,5,0.9
A-908,-3.9583461947,-4.056708280768955,0.09836208606895575,0.09836208606895575,0.09836208606895575,2,0.0212257168784753,0.0300176966806313,Low-error + stable,Underprediction,-4 to < -2,356.42200000000025,2.7722000000000016,3,1,2,0.5
A-909,-3.6974484249000006,-4.405297624882242,0.7078491999822415,0.7078491999822415,0.7218620107539513,3,0.0413844950057406,0.0791304562753776,Low-error + stable,Underprediction,-4 to < -2,194.318,4.048300000000003,0,0,6,0.6153846153846154
A-914,-2.6105517594,-2.1291395424516586,-0.4814122169483411,0.4814122169483411,0.4382408585382573,3,0.0791623319951322,0.1395542928996254,Low-error + stable,Overprediction,-4 to < -2,156.22499999999997,2.2959000000000005,0,0,6,0.6666666666666666
A-917,-2.7226339225,-3.41480184374153,0.6921679212415303,0.6921679212415303,0.7231818191587283,3,0.1179353158901147,0.2296723086145768,Low-error + stable,Underprediction,-4 to < -2,200.64,3.027400000000002,1,1,4,0.3
A-922,-4.9437379631,-4.280570440629192,-0.6631675224708085,0.6631675224708085,0.6561810328145352,3,0.0464630944839535,0.0921349199975098,Low-error + stable,Overprediction,-6 to < -4,228.408,3.8911000000000033,0,0,5,0.75
A-924,-1.7293168462,-1.913396601858387,0.18407975565838738,0.18407975565838738,0.1766181978888752,3,0.0309186925419391,0.0604717922751472,Low-error + stable,Underprediction,-2 to < 0,202.25,1.6698,0,0,5,0.8
A-929,-1.4850227408,-0.035797218498749166,-1.4492255223012507,1.4492255223012507,1.4650750654333249,3,0.162523811668357,0.3238862969999811,High-error + high-uncertainty,Overprediction,-2 to < 0,113.038,0.0340000000000001,0,0,0,0.5
A-930,-2.6568927779,-3.342259737909668,0.6853669600096677,0.6853669600096677,0.7111812888669613,4,0.193103901091426,0.4389960809301936,Low-error + high-uncertainty,Underprediction,-4 to < -2,168.27999999999994,3.181900000000001,1,0,2,0.9090909090909092
A-932,-2.7647010816,-2.2903335750195573,-0.4743675065804431,0.4743675065804431,0.4737302933286558,3,0.0956759853491961,0.1913487877358348,Low-error + stable,Overprediction,-4 to < -2,215.23,1.30672,1,1,2,0.25
A-935,-3.6518876662,-2.0373949259625155,-1.6144927402374847,1.6144927402374847,1.6520011848572398,3,0.1341418218422076,0.2602987960310352,High-error + stable,Overprediction,-4 to < -2,168.236,2.1332000000000004,0,0,4,0.7
A-936,-3.6312380364999997,-3.32913258810713,-0.30210544839287057,0.30210544839287057,0.3556219470953041,3,0.1607061788318686,0.3077561644530608,Low-error + high-uncertainty,Overprediction,-4 to < -2,158.285,3.119400000000002,0,0,8,1.0
A-939,-2.8774727952,-4.40219754508974,1.5247247498897396,1.5247247498897396,1.5247247498897396,2,0.1806649641003803,0.2554988424764062,High-error + high-uncertainty,Underprediction,-4 to < -2,278.291,3.3260000000000014,3,3,3,0.0
A-94,-5.1231687481,-3.2132793329328515,-1.9098894151671484,1.9098894151671484,1.9418912373855333,3,0.0677273804066586,0.1235946695901635,High-error + stable,Overprediction,-6 to < -4,488.67100000000033,1.4251999999999998,0,0,16,0.7647058823529411
A-940,-2.6724024043,-2.407813071822868,-0.2645893324771318,0.2645893324771318,0.2376114612367827,3,0.0865344900398005,0.1666416972303475,Low-error + stable,Overprediction,-4 to < -2,172.611,2.3572,1,1,2,0.25
A-944,-2.7142946902,-2.6968285065959843,-0.017466183604015847,0.0795452752906985,0.07334463653929064,4,0.0956268495608258,0.2084379356229493,Low-error + stable,Overprediction,-4 to < -2,188.226,2.2109,2,2,3,0.1666666666666666
A-950,-3.6132495633,-3.2015369569368475,-0.4117126063631525,0.4117126063631525,0.401101964824464,3,0.0748738483228316,0.1486156637407174,Low-error + stable,Overprediction,-4 to < -2,150.22099999999998,2.8655000000000017,1,1,4,0.4
A-951,-3.937488879,-3.9458828735473293,0.008393994547329134,0.04314313481402066,0.0405532547754261,3,0.0614134953173123,0.1178589488174508,Low-error + stable,Underprediction,-4 to < -2,314.33700000000005,2.7170000000000005,2,2,8,0.2222222222222222
A-953,-3.9550420008999994,-5.413791820353926,1.4587498194539268,1.4587498194539268,1.5613457085419,3,0.3946281630114205,0.7689914165930709,High-error + high-uncertainty,Underprediction,-4 to < -2,324.59700000000004,5.962300000000004,0,0,19,0.9047619047619048
A-954,-3.7024520783,-4.486941450666609,0.7844893723666083,0.7844893723666083,0.7875978402749291,3,0.0104815877240447,0.0202599853567617,Low-error + stable,Underprediction,-4 to < -2,181.449,3.6468000000000007,1,1,0,0.0
A-959,-1.7920737105000002,-2.2104967685076993,0.41842305800769863,0.41842305800769863,0.41842305800769863,2,0.0894515406504352,0.1265035819630138,Low-error + stable,Underprediction,-2 to < 0,221.17799999999997,1.82342,1,1,3,0.4444444444444444
A-960,0.8843659201,0.9293920181043561,-0.045026098004356065,0.045026098004356065,0.0323705487564788,3,0.0325338470246667,0.0612643128468876,Low-error + stable,Overprediction,>= 0,46.069,0.2626,0,0,0,1.0
A-961,-2.830470194,-2.662415213325328,-0.1680549806746721,0.1680549806746721,0.1852820749212353,3,0.0794454807004035,0.1560641511889673,Low-error + stable,Overprediction,-4 to < -2,238.23899999999995,1.8102,1,1,5,0.25
A-967,-2.7902167817000003,-2.8998760109123354,0.10965922921233473,0.10965922921233473,0.0983112153677501,3,0.0462288990141092,0.0903444085794809,Low-error + stable,Underprediction,-4 to < -2,215.916,2.556400000000001,0,0,3,1.0
A-969,-3.5673681388999996,-2.7369220204387124,-0.8304461184612876,0.8304461184612876,0.7941373289485796,3,0.0792492236667586,0.1454880518101102,Low-error + stable,Overprediction,-4 to < -2,132.20599999999996,2.5654000000000003,2,1,0,0.4
A-971,-3.8681538696,-3.074488583439036,-0.7936652861609644,0.7936652861609644,0.7603604621623057,3,0.1351023738734875,0.2639753242260751,Low-error + stable,Overprediction,-4 to < -2,258.3579999999999,3.2334000000000023,0,0,11,0.8571428571428571
A-972,-3.9560819473,-5.040113161847345,1.0840312145473454,1.0840312145473454,1.0999537426611723,3,0.1055273952545531,0.2092451765088885,Low-error + stable,Underprediction,-4 to < -2,316.337,4.392160000000003,2,2,5,0.2777777777777778
A-973,-2.672674663,-3.359199910801254,0.6865252478012537,0.6865252478012537,0.6549565581640202,3,0.0614002510875727,0.1099555220906709,Low-error + stable,Underprediction,-4 to < -2,164.248,2.998120000000001,1,1,0,0.4545454545454545
A-974,-2.8359048818,-2.4677879471122703,-0.3681169346877298,0.3681169346877298,0.3830436848272649,3,0.0384474091782424,0.0724181571216258,Low-error + stable,Overprediction,-4 to < -2,239.183,1.168,1,1,3,0.2
A-976,-2.8193366955,-2.723285775862024,-0.09605091963797564,0.1292322617729705,0.0648910094301626,3,0.1636432010194849,0.322805775888749,Low-error + high-uncertainty,Overprediction,-4 to < -2,226.272,2.0052,0,0,9,0.5
A-978,-2.7681111795,-3.261664685117747,0.4935535056177474,0.4935535056177474,0.5022591615149614,3,0.1736741466801814,0.3470208517748676,Low-error + high-uncertainty,Underprediction,-4 to < -2,199.338,3.215300000000002,0,0,8,0.9166666666666666
A-982,-3.7597030757,-4.490609562217428,0.7309064865174282,0.7309064865174282,0.7309064865174282,1,0.0,0.0,Low-error + stable,Underprediction,-4 to < -2,197.24100000000004,3.6842000000000015,2,2,2,0.0
A-986,-2.6475372328,-3.1689088322871966,0.5213715994871966,0.5213715994871966,0.5213715994871966,2,0.0608665729905565,0.0860783330184169,Low-error + stable,Underprediction,-4 to < -2,149.237,2.8924800000000017,1,0,1,0.7
A-988,-2.6917536232,-3.359199910801254,0.6674462876012538,0.6674462876012538,0.6358775979640203,3,0.0614002510875727,0.1099555220906709,Low-error + stable,Underprediction,-4 to < -2,164.248,2.998120000000001,1,1,0,0.4545454545454545
A-991,-2.8742257802,-2.5433081541163123,-0.3309176260836881,0.3309176260836881,0.3309176260836881,2,0.1440800281839963,0.2037599299249053,Low-error + stable,Overprediction,-4 to < -2,249.27,1.5659999999999998,1,1,9,0.25
A-993,-0.490652149,-0.36578112448881345,-0.12487102451118648,0.12487102451118648,0.113419788758824,3,0.107555841179991,0.2141953395547468,Low-error + stable,Overprediction,-2 to < 0,102.13299999999998,1.2612,0,0,3,0.8
A-994,-1.6969729899,-2.1712629480688377,0.4742899581688378,0.4742899581688378,0.5023576744329312,3,0.0570842808595072,0.1033008731625413,Low-error + stable,Underprediction,-2 to < 0,164.24800000000002,2.2460000000000004,1,1,3,0.4545454545454545
A-995,-2.8164963969,-1.9447381777992279,-0.8717582191007721,0.8717582191007721,0.8827053214852998,3,0.08242394611733,0.1637538104056151,Low-error + stable,Overprediction,-4 to < -2,216.27699999999996,1.919,0,0,7,0.8181818181818182
A-996,-3.8986556211,-4.08988388248891,0.1912282613889098,0.1912282613889098,0.1912282613889098,2,0.059117919174383,0.083605363075689,Low-error + stable,Underprediction,-4 to < -2,268.44499999999994,3.613700000000003,1,0,12,0.9375
A-997,-3.7276952246,-3.869425362363112,0.1417301377631122,0.1417301377631122,0.1520616761774609,3,0.0697214842480626,0.1382899830247654,Low-error + stable,Underprediction,-4 to < -2,180.556,3.3588000000000013,1,1,0,0.1428571428571428
A-999,-3.9037320907,-3.6977156333872334,-0.2060164573127667,0.2060164573127667,0.2060164573127667,2,0.0978541642591501,0.1383866862299747,Low-error + stable,Overprediction,-4 to < -2,196.29,3.3980000000000024,1,0,4,0.6666666666666666
B-1,-2.4522,-0.8546386280218209,-1.597561371978179,1.597561371978179,1.6454932900987191,3,0.1371328212504457,0.2613986157811175,High-error + stable,Overprediction,-4 to < -2,133.147,1.3833,0,0,4,1.0
B-100,-4.2155,-5.063454283588422,0.8479542835884222,0.8479542835884222,0.8479542835884222,2,0.1711338932833356,0.2420198728630032,Low-error + high-uncertainty,Underprediction,-6 to < -4,328.4810000000001,4.495600000000004,3,2,5,0.3684210526315789
B-1000,-3.0585,-4.34726176333786,1.28876176333786,1.28876176333786,1.28876176333786,1,0.0,0.0,High-error + stable,Underprediction,-4 to < -2,240.258,3.4182200000000016,3,3,0,0.0666666666666666
B-1001,-5.1655,-3.3844589070341358,-1.781041092965864,1.781041092965864,1.781041092965864,2,0.2816706642553591,0.3983424735125673,High-error + high-uncertainty,Overprediction,-6 to < -4,195.138,-2.1181000000000005,2,2,0,0.0
B-1002,-2.0568,-2.1299479656960454,0.0731479656960454,0.0731479656960454,0.0860186910158216,3,0.0475713597209692,0.09249416388095,Low-error + stable,Underprediction,-4 to < -2,148.161,1.7844,1,1,2,0.0
B-1003,-0.8786,-1.181128937615166,0.30252893761516575,0.30252893761516575,0.3065137468676364,3,0.0302721482011291,0.060149611075291,Low-error + stable,Underprediction,-2 to < 0,151.20899999999995,1.0672,1,1,2,0.3333333333333333
B-1005,-2.5113,-2.871153285893463,0.35985328589346377,0.35985328589346377,0.35985328589346377,2,0.1064623507392801,0.1505605002976113,Low-error + stable,Underprediction,-4 to < -2,188.22600000000003,2.575000000000001,2,1,1,0.25
B-1006,0.7898,-1.1428737604185062,1.9326737604185065,1.9326737604185065,1.9326737604185065,1,0.0,0.0,High-error + stable,Underprediction,>= 0,162.236,1.8962,2,1,1,0.5
B-1007,0.8534,-0.8202523941786182,1.6736523941786183,1.6736523941786183,1.6765800591122255,3,0.0884038171833215,0.1767349029038636,High-error + stable,Underprediction,>= 0,140.13799999999998,0.5900999999999998,1,1,1,0.1428571428571428
B-1008,-4.6835,-3.6655079168525075,-1.0179920831474931,1.0179920831474931,1.0179920831474931,2,0.1177053831154208,0.1664605491661492,Low-error + stable,Overprediction,-6 to < -4,241.25000000000003,2.841400000000001,2,2,4,0.0
B-1010,-1.0427,-1.3537826148521064,0.3110826148521064,0.3110826148521064,0.37343289542709956,4,0.1504451286526804,0.3171654599261735,Low-error + high-uncertainty,Underprediction,-2 to < 0,119.16699999999996,1.6545999999999998,2,1,0,0.25
B-1011,-0.527,-0.5168906332553654,-0.010109366744634633,0.01952677129009477,0.0141261068181902,3,0.0263521552883274,0.0522879978931611,Low-error + stable,Overprediction,-2 to < 0,84.11799999999998,1.1515,0,0,1,0.4
B-1012,0.8789000000000001,0.6550863062916954,0.22381369370830462,0.22381369370830462,0.2257918338909776,3,0.0139754525195873,0.0277401149377943,Low-error + stable,Underprediction,>= 0,88.106,0.3792,1,0,0,1.0
B-1013,-1.7565,-0.9161815347186001,-0.8403184652813999,0.8403184652813999,0.7230553939405431,4,0.3643196600189384,0.8085876522678945,Low-error + high-uncertainty,Overprediction,-2 to < 0,110.156,1.3755,2,0,0,0.8571428571428571
B-1014,-1.3769999999999998,-1.8321862336445973,0.4551862336445976,0.4551862336445976,0.4218749791902623,3,0.0711535218745639,0.1300860318429759,Low-error + stable,Underprediction,-2 to < 0,200.102,-0.5915999999999999,1,0,1,0.0
B-1015,-1.5216,-1.8416194718788983,0.32001947187889807,0.32001947187889807,0.3470543983828309,3,0.082344133104706,0.1578909854103236,Low-error + stable,Underprediction,-2 to < 0,166.17599999999996,1.6034,1,1,2,0.2222222222222222
B-1016,-0.0687,0.2242880869753466,-0.29298808697534656,0.29298808697534656,0.2506752976216928,3,0.1249317153644766,0.2388736435586445,Low-error + stable,Overprediction,-2 to < 0,117.14799999999998,0.1983999999999999,0,0,3,0.8
B-1017,0.7795,-0.516398841943945,1.295898841943945,1.295898841943945,1.3091344513797445,3,0.030440134364628,0.05639914049997,High-error + stable,Underprediction,>= 0,130.099,0.1018999999999999,0,0,2,0.2
B-1018,-2.0798,-3.071334094688639,0.9915340946886388,0.9915340946886388,0.9667828770517146,3,0.0523585051620832,0.0955394365050392,Low-error + stable,Underprediction,-4 to < -2,150.22099999999998,2.824020000000001,1,1,1,0.4
B-1019,-1.922,-3.575867711663598,1.653867711663598,1.653867711663598,1.653867711663598,1,0.0,0.0,High-error + stable,Underprediction,-2 to < 0,247.338,2.762500000000001,2,1,2,0.5333333333333333
