ID,observed_solubility,mean_prediction,mean_residual,mean_absolute_error,median_absolute_error,prediction_count,mean_squared_error,prediction_sd,prediction_range,rdkit_molwt,rdkit_mollogp,rdkit_ring_count,rdkit_aromatic_rings,rdkit_rotatable_bonds,rdkit_fraction_csp3,recomputed_absolute_error,recomputed_residual,failure_mode,error_direction,solubility_region,failure_priority_score
B-2020,-3.5738,-5.776385835244955,2.2025858352449554,2.2025858352449554,2.1583174360703916,4,4.851384361621718,0.182623639869928,0.3885081260666156,374.8230000000001,4.736400000000003,4,3,4,0.0869565217391304,2.2025858352449554,2.2025858352449554,High-error + high-uncertainty,Underprediction,-4 to < -2,5.628960157658032
B-476,-7.959,-5.764123601767394,-2.1948763982326063,2.1948763982326063,2.281087268889224,3,4.817482403518539,0.1794962665413995,0.3264639277946166,218.384,5.369800000000005,1,1,9,0.625,2.194876398232606,-2.194876398232606,High-error + high-uncertainty,Overprediction,< -6,5.580496079492113
F-691,-3.09,-5.276594951109076,2.1865949511090763,2.1865949511090763,2.1865949511090763,2,4.781197480215704,0.3756892572624279,0.5313048428584004,287.4060000000001,4.697900000000004,4,2,0,0.238095238095238,2.1865949511090763,2.1865949511090763,High-error + high-uncertainty,Underprediction,-4 to < -2,7.835151013789053
F-963,-0.82,-3.00441031125372,2.18441031125372,2.18441031125372,2.111409700442152,3,4.771648407911574,0.2468696199548863,0.4772747316693961,313.39700000000005,1.8912,5,1,2,0.5789473684210527,2.1844103112537203,2.1844103112537203,High-error + high-uncertainty,Underprediction,-2 to < 0,6.34257834086301
B-2910,-3.4791000000000003,-5.6620692833522,2.1829692833522003,2.1829692833522003,2.1439603023136526,6,4.765354892059219,0.1507012335509668,0.3857483229909819,361.6590000000001,4.757500000000002,2,2,4,0.0714285714285714,2.1829692833522,2.1829692833522,High-error + high-uncertainty,Underprediction,-4 to < -2,5.228623663637248
A-2633,-6.327740788400001,-4.148858389049398,-2.178882399350603,2.178882399350603,2.283225287054412,3,4.747528510199841,0.3940836761288525,0.7671671659565549,276.493,4.395300000000004,0,0,13,1.0,2.178882399350603,-2.178882399350603,High-error + high-uncertainty,Overprediction,< -6,8.03546191580084
A-4559,-1.4489346424,-3.60664478237918,2.15771013997918,2.15771013997918,2.2100237746817317,4,4.655713048168972,0.1515522346424993,0.3333099599108977,302.515,2.3814,2,2,2,0.0,2.15771013997918,2.15771013997918,High-error + high-uncertainty,Underprediction,-2 to < 0,5.198117291833168
A-5785,-7.304443806799999,-5.149252610116117,-2.155191196683882,2.155191196683882,2.1945214959879262,3,4.644849094263703,0.2789299689610396,0.5536850124469588,501.9300000000002,3.8183000000000016,4,3,6,0.0384615384615384,2.155191196683882,-2.155191196683882,High-error + high-uncertainty,Overprediction,< -6,6.666509885190562
B-4203,-2.2797,-4.429574628378945,2.1498746283789445,2.1498746283789445,2.042340547714258,3,4.621960917747504,0.2069650053404671,0.3696583804394544,380.784,3.651200000000001,0,0,5,1.0,2.149874628378945,2.149874628378945,High-error + high-uncertainty,Underprediction,-4 to < -2,5.826143375204012
A-5930,-8.6670954079,-6.518537569713167,-2.148557838186833,2.148557838186833,2.3114250962108285,3,4.6163007840340775,0.3434383812533753,0.6262766606404799,696.926,6.172000000000007,2,2,12,0.6,2.148557838186833,-2.148557838186833,High-error + high-uncertainty,Overprediction,< -6,7.401596587984407
A-2177,-5.923156849500001,-3.7847729767738976,-2.138383872726103,2.138383872726103,2.138383872726103,2,4.572685587135086,0.4979121257041491,0.7041540810408251,184.323,3.916000000000003,1,0,9,1.0,2.138383872726103,-2.138383872726103,High-error + high-uncertainty,Overprediction,-6 to < -4,9.170977526933074
A-139,-4.909505216,-2.773356630987815,-2.136148585012185,2.136148585012185,2.209781043710455,3,4.56313077724956,0.2232347310206552,0.4278665254651264,162.38099999999997,2.6728000000000005,0,0,2,1.0,2.1361485850121853,-2.1361485850121853,High-error + high-uncertainty,Overprediction,-6 to < -4,5.992289359127598
A-1327,-3.1795029693,-5.312446402429332,2.132943433129332,2.132943433129332,2.132943433129332,2,4.549447688929541,0.1704366382036118,0.2410338052728242,336.231,4.5085000000000015,2,2,2,0.2,2.132943433129332,2.132943433129332,High-error + high-uncertainty,Underprediction,-4 to < -2,5.376853539989092
B-2815,-6.7697,-4.644917778906315,-2.124782221093685,2.124782221093685,1.8197094607155728,3,4.514699487075813,0.5355064111820582,0.9315901986894168,242.44699999999992,5.460000000000006,0,0,14,1.0,2.1247822210936853,-2.1247822210936853,High-error + high-uncertainty,Overprediction,< -6,9.583822245320853
A-1503,-3.6533405182,-1.5345991865852355,-2.118741331614764,2.118741331614764,2.252218200686484,3,4.489064830292704,0.265889815934103,0.478895973190752,88.22599999999998,1.9544,0,0,0,1.0,2.118741331614764,-2.118741331614764,High-error + high-uncertainty,Overprediction,-4 to < -2,6.457555863978037
F-906,-1.42,-3.530577245160972,2.110577245160972,2.110577245160972,2.1330292429515008,3,4.454536307791278,0.161365788855986,0.3203800784039186,382.5070000000001,2.4199,2,2,7,0.3529411764705882,2.110577245160972,2.110577245160972,High-error + high-uncertainty,Underprediction,-2 to < 0,5.236276670966908
C-334,-2.32,-4.426174027560722,2.106174027560723,2.106174027560723,2.080774440364884,3,4.4359690343713565,0.1619687853888405,0.3209363374131824,350.50300000000016,3.7680000000000025,4,0,9,0.9,2.1061740275607224,2.1061740275607224,High-error + high-uncertainty,Underprediction,-4 to < -2,5.23621423193941
D-1648,0.363,-1.7401712276067314,2.103171227606731,2.103171227606731,2.103171227606731,2,4.423329212632804,0.256152854606112,0.3622548410245472,190.246,0.5549999999999999,3,1,0,0.5454545454545454,2.1031712276067314,2.1031712276067314,High-error + high-uncertainty,Underprediction,>= 0,6.320133699680641
B-4428,-10.9486,-8.845634106106058,-2.102965893893942,2.102965893893942,2.050757114893722,4,4.422465550881148,0.7367777369918813,1.6400857956810508,390.86400000000015,7.505000000000001,3,2,0,0.0,2.102965893893943,-2.102965893893943,High-error + high-uncertainty,Overprediction,< -6,11.875562231716629
F-544,-3.84,-1.7377422526646942,-2.102257747335306,2.102257747335306,2.102246956252355,3,4.419487636231315,0.1782539212715211,0.3565078420530918,173.17100000000002,0.7516,2,1,0,0.0,2.1022577473353055,-2.1022577473353055,High-error + high-uncertainty,Overprediction,-4 to < -2,5.418206334999401
E-866,-0.17,-2.271496445387329,2.1014964453873293,2.1014964453873293,2.1014964453873293,2,4.41628730997558,0.8012599483713563,1.133152685973138,254.246,-2.213099999999999,2,2,3,0.5,2.1014964453873293,2.1014964453873293,High-error + high-uncertainty,Underprediction,-2 to < 0,12.618593775159962
C-1094,-3.81,-5.910997683357057,2.100997683357057,2.100997683357057,2.121834355080487,3,4.414191265471721,0.1617446379260438,0.3214697667367465,286.459,5.510300000000005,1,0,5,0.5,2.100997683357057,2.100997683357057,High-error + high-uncertainty,Underprediction,-4 to < -2,5.225355643509656
E-886,0.36,-1.7401712276067314,2.1001712276067313,2.1001712276067313,2.1001712276067313,2,4.4107191852671646,0.256152854606112,0.3622548410245472,190.246,0.5549999999999997,3,1,0,0.5454545454545454,2.1001712276067313,2.1001712276067313,High-error + high-uncertainty,Underprediction,>= 0,6.315342151036034
B-2832,-11.4795,-9.38044863165818,-2.099051368341821,2.099051368341821,1.9900375674006012,4,4.406016646937671,0.984110333522699,2.1220486855347787,425.3090000000002,8.1584,3,2,0,0.0,2.0990513683418204,-2.0990513683418204,High-error + high-uncertainty,Overprediction,< -6,14.728337355868483
C-2502,-1.27,-3.350750740430286,2.080750740430286,2.080750740430286,2.141451992955273,3,4.329523643801184,0.2879435797787221,0.5662085255176175,370.39400000000006,1.5149,3,3,5,0.0,2.080750740430286,2.080750740430286,High-error + high-uncertainty,Underprediction,-2 to < 0,6.651807193652113
A-5712,-5.968106766699999,-3.892700300994686,-2.075406465705313,2.075406465705313,2.075406465705313,2,4.307311997891419,0.184223558496144,0.2605314549338802,349.656,2.4972000000000003,2,2,4,0.1818181818181818,2.075406465705313,-2.075406465705313,High-error + high-uncertainty,Overprediction,-6 to < -4,5.4443256157573785
A-2145,-5.9980085438,-3.9254467823614196,-2.0725617614385805,2.0725617614385805,2.104665143327249,4,4.295512254977392,0.1952192484049157,0.468170928180291,358.3530000000001,2.1362,4,2,4,0.0476190476190476,2.0725617614385805,-2.0725617614385805,High-error + high-uncertainty,Overprediction,-6 to < -4,5.566886166247617
B-4424,-12.0605,-9.98878443404161,-2.0717155659583883,2.0717155659583883,1.6368026194759595,4,4.292005386234285,1.1644847819540602,2.487200867633936,459.75400000000025,8.8118,3,2,0,0.0,2.071715565958389,-2.071715565958389,High-error + high-uncertainty,Overprediction,< -6,16.769705443911885
A-1490,1.5823133383,-0.487803350401436,2.0701166887014364,2.0701166887014364,2.0701166887014364,2,4.2853831048402,0.4616059152593053,0.6528093458313552,500.65800000000047,0.7696000000000052,1,0,27,1.0,2.070116688701436,2.070116688701436,High-error + high-uncertainty,Underprediction,>= 0,8.642262737114931
F-711,-2.12,-4.188342628306263,2.068342628306262,2.068342628306262,2.0546110596349956,4,4.278041228068856,0.2014631602872165,0.4590101804555364,212.227,3.109300000000001,3,3,0,0.0,2.0683426283062625,2.0683426283062625,High-error + high-uncertainty,Underprediction,-4 to < -2,5.632323589747063
C-991,-1.27,-3.3351406430192156,2.065140643019216,2.065140643019216,2.021380074370845,3,4.264805875449821,0.1814077611017725,0.3548100069706952,733.9370000000001,1.785600000000004,3,0,7,0.945945945945946,2.0651406430192156,2.0651406430192156,High-error + high-uncertainty,Underprediction,-2 to < 0,5.395380166765731
F-707,-2.39,-4.443270127046764,2.0532701270467637,2.0532701270467637,2.0843187243241026,4,4.215918214622633,0.2098135336536866,0.4419050007170177,208.26400000000004,3.27862,3,3,0,0.0714285714285714,2.053270127046764,2.053270127046764,High-error + high-uncertainty,Underprediction,-4 to < -2,5.704775723358059
B-1425,-8.3339,-6.281185456536559,-2.052714543463441,2.052714543463441,2.263927285626531,3,4.213636996946322,0.4174592054210219,0.7505040209131781,366.7180000000002,10.388599999999991,0,0,23,1.0,2.0527145434634413,-2.0527145434634413,High-error + high-uncertainty,Overprediction,< -6,8.104156901628343
C-2291,-5.0,-2.9508849646091613,-2.0491150353908387,2.0491150353908387,2.0296161670323185,3,4.1988724282647985,0.2350541306088124,0.4688935483276242,256.26500000000004,0.6273,3,3,1,0.1538461538461538,2.0491150353908387,-2.0491150353908387,High-error + high-uncertainty,Overprediction,-6 to < -4,5.989906553040123
A-5354,0.6303241084000001,-1.4129335719146516,2.043257680314652,2.043257680314652,2.032585660078327,3,4.174901948164812,0.1915165318035579,0.3825867898509818,234.248,0.1457999999999994,0,0,9,0.8,2.043257680314652,2.043257680314652,High-error + high-uncertainty,Underprediction,>= 0,5.477280843741499
B-1810,-4.5916,-2.5503503834710695,-2.0412496165289307,2.0412496165289307,2.1181295709312797,3,4.166699996979506,0.1865573577715144,0.348544127461694,234.29899999999995,1.5305,3,1,1,0.6923076923076923,2.04124961652893,-2.04124961652893,High-error + high-uncertainty,Overprediction,-6 to < -4,5.4167483033587
C-183,-3.46,-1.4210469075654575,-2.038953092434542,2.038953092434542,2.038953092434542,2,4.157329713148382,0.1514476086061529,0.2141792620797937,212.27399999999997,0.4677999999999995,2,0,0,0.6666666666666666,2.0389530924345425,-2.0389530924345425,High-error + high-uncertainty,Overprediction,-4 to < -2,5.007231149608822
A-2644,-6.3846168146,-4.349103914923075,-2.035512899676925,2.035512899676925,2.039500970947067,3,4.143312764751164,0.381571844951529,0.7631124276942995,242.44699999999992,5.724000000000006,0,0,14,1.0,2.0355128996769256,-2.0355128996769256,High-error + high-uncertainty,Overprediction,< -6,7.661844791414418
A-2802,-9.1518109699,-7.122521682012563,-2.0292892878874373,2.0292892878874373,2.0292892878874373,2,4.118015013934703,0.181628548774857,0.256861556991546,425.5320000000001,6.537300000000006,4,4,9,0.2222222222222222,2.029289287887437,-2.029289287887437,High-error + high-uncertainty,Overprediction,< -6,5.340671178846568
A-1553,-4.3767049743,-6.399596247255857,2.022891272955857,2.022891272955857,1.7694121807715604,3,4.092089102200967,1.2760086513930715,2.513968449125035,430.907,4.682900000000003,0,0,12,1.0,2.0228912729558575,2.0228912729558575,High-error + high-uncertainty,Underprediction,-6 to < -4,17.980878059674716
B-2383,-2.5094,-4.523832842183146,2.0144328421831457,2.0144328421831457,2.0603204714032297,3,4.057939675666066,0.2595984363428801,0.5130773519269329,242.34599999999995,4.417400000000004,0,0,8,1.0,2.014432842183146,2.014432842183146,High-error + high-uncertainty,Underprediction,-4 to < -2,6.21823127921524
A-542,-4.788985440799999,-6.794313206822475,2.005327766022475,2.005327766022475,1.9418512042127127,3,4.02133944918069,0.340217840685303,0.6714945232723162,393.7000000000002,8.452700000000007,0,0,21,0.8846153846153846,2.005327766022476,2.005327766022476,High-error + high-uncertainty,Underprediction,-6 to < -4,7.13560430975625
A-2016,-5.517335043099999,-7.519898875048105,2.0025638319481054,2.0025638319481054,2.0152725425659397,4,4.01026190102668,0.3109041239970756,0.647413720149677,424.5460000000001,6.764400000000005,5,4,4,0.0,2.0025638319481054,2.0025638319481054,High-error + high-uncertainty,Underprediction,-6 to < -4,6.792339530528714
B-2362,-3.6693,-5.670318109162329,2.001018109162329,2.001018109162329,1.9108756208787807,4,4.004073473195583,0.2125306078796812,0.4537863951472198,420.32200000000006,4.534700000000004,3,2,6,0.3809523809523809,2.001018109162329,2.001018109162329,High-error + high-uncertainty,Underprediction,-4 to < -2,5.652727562648197
H-245,-10.66,-8.65934801706546,-2.000651982934541,2.000651982934541,2.083841867209136,3,4.00260835681991,0.7534283243334035,1.499951762255873,374.86500000000007,7.5064,3,3,0,0.0,2.0006519829345404,-2.0006519829345404,High-error + high-uncertainty,Overprediction,< -6,11.904619739114532
A-2274,-7.060548154299998,-5.069397060290245,-1.9911510940097548,1.9911510940097548,1.9285072795192288,3,3.964682679176243,0.1789910388421948,0.3411428226732349,310.39300000000003,4.448400000000004,2,2,5,0.3,1.9911510940097532,-1.9911510940097532,High-error + high-uncertainty,Overprediction,< -6,5.249269359677108
B-2577,-1.4757,-3.462258370929405,1.986558370929405,1.986558370929405,2.261167442969028,3,3.9464141611096917,0.5357214320954936,0.9600830088520458,224.237,3.3743000000000025,0,0,9,1.0,1.9865583709294048,1.9865583709294048,High-error + high-uncertainty,Underprediction,-2 to < 0,9.365539000259556
F-849,-1.21,-3.1950096639213132,1.9850096639213133,1.9850096639213133,2.002069321917924,3,3.940263365861005,0.1652014815256833,0.3290790515973918,257.293,1.8679,3,2,1,0.2142857142857142,1.9850096639213133,1.9850096639213133,High-error + high-uncertainty,Underprediction,-2 to < 0,5.080060754946866
G-882,-3.931,-5.915836462785634,1.9848364627856339,1.9848364627856339,1.9848364627856339,2,3.9395757840033867,0.2300494903223329,0.3253391092308613,511.5810000000002,4.289400000000002,7,4,5,0.1515151515151515,1.9848364627856343,1.9848364627856343,High-error + high-uncertainty,Underprediction,-4 to < -2,5.829391057317227
H-517,-10.55,-8.56830875901081,-1.9816912409891911,1.9816912409891911,2.025814511370168,6,3.9271001746132805,0.2397807674557057,0.6162843773394968,480.2160000000002,9.3595,2,2,2,0.0,1.981691240989191,-1.981691240989191,High-error + high-uncertainty,Overprediction,< -6,5.936855717487094
B-3256,-8.5758,-6.59869885458964,-1.9771011454103593,1.9771011454103593,2.011745286670957,3,3.908928939182955,0.2186029047089515,0.4330684359517684,376.496,6.372000000000007,3,3,9,0.28,1.9771011454103595,-1.9771011454103595,High-error + high-uncertainty,Overprediction,< -6,5.684720173656851
B-4405,-3.0647,-1.0988597587185385,-1.9658402412814617,1.9658402412814617,2.0428732043719577,3,3.8645278542415555,0.1881447390749675,0.3518402182224844,104.458,1.745,0,0,0,1.0,1.9658402412814617,-1.9658402412814617,High-error + high-uncertainty,Overprediction,-4 to < -2,5.314654985636377
B-2294,-1.4995,-3.462258370929405,1.9627583709294047,1.9627583709294047,2.237367442969028,3,3.852420422653451,0.5357214320954936,0.9600830088520458,224.23699999999997,3.3743000000000025,0,0,9,1.0,1.9627583709294047,1.9627583709294047,High-error + high-uncertainty,Underprediction,-2 to < 0,9.327526047679005
C-1001,-2.2,-4.160611162905603,1.9606111629056029,1.9606111629056029,1.923490783660436,3,3.8439961321100604,0.291248185485562,0.5789371766682585,747.964,2.4397000000000046,3,0,8,0.9473684210526316,1.9606111629056029,1.9606111629056029,High-error + high-uncertainty,Underprediction,-4 to < -2,6.498121722157849
A-1556,-4.037430925,-2.079734242666942,-1.9576966823330577,1.9576966823330577,1.9269084835882253,3,3.832576300017861,0.1493820087417782,0.2939663222157616,196.202,1.5012399999999997,1,1,1,0.3,1.957696682333058,-1.957696682333058,High-error + high-uncertainty,Overprediction,-6 to < -4,4.853572616100502
B-1266,-5.756800000000001,-3.806354403068601,-1.9504455969313994,1.9504455969313994,1.8386354515593228,3,3.804238026589083,0.3819613585102648,0.738967788036565,114.232,3.2227000000000023,0,0,2,1.0,1.9504455969314,-1.9504455969314,High-error + high-uncertainty,Overprediction,-6 to < -4,7.530479311920736
B-965,-1.6135,0.33631046057414515,-1.9498104605741453,1.9498104605741453,1.922888902349194,3,3.801760832164361,0.2102693321799277,0.4179455195713824,73.099,-1.1103999999999996,0,0,0,0.5,1.949810460574145,-1.949810460574145,High-error + high-uncertainty,Overprediction,-2 to < 0,5.544800492748692
B-4427,-7.8292,-5.894004155983254,-1.9351958440167467,1.9351958440167467,2.034495202483543,4,3.744982954699689,0.2962581743375898,0.6585414345808314,253.084,4.891400000000002,3,2,0,0.0,1.9351958440167465,-1.9351958440167465,High-error + high-uncertainty,Overprediction,< -6,6.5154414962528735
F-758,-1.3,-3.22917455530688,1.92917455530688,1.92917455530688,1.8032698677466863,3,3.7217144648434983,0.2220073863487741,0.3867727334298085,341.4070000000001,2.0719,5,1,2,0.55,1.92917455530688,1.92917455530688,High-error + high-uncertainty,Underprediction,-2 to < 0,5.6475265597660504
A-5929,-8.4645677849,-6.540013528854234,-1.9245542560457656,1.9245542560457656,1.861869641100232,3,3.70390908446387,0.2610863812207154,0.5107605221462457,466.3240000000001,5.423000000000003,4,3,5,0.0416666666666666,1.9245542560457656,-1.9245542560457656,High-error + high-uncertainty,Overprediction,< -6,6.0918785557413
C-2345,-5.849999999999999,-3.926453350360594,-1.9235466496394065,1.9235466496394065,1.9164488168124008,3,3.7000317133389857,0.2755920251866843,0.5510469305725891,356.4700000000002,2.7840000000000007,6,2,5,0.75,1.923546649639405,-1.923546649639405,High-error + high-uncertainty,Overprediction,-6 to < -4,6.2579464053972425
B-1047,-1.5412,-3.462258370929405,1.921058370929405,1.921058370929405,2.195667442969028,3,3.690465264517939,0.5357214320954936,0.9600830088520458,224.23699999999997,3.3743000000000025,0,0,9,1.0,1.921058370929405,1.921058370929405,High-error + high-uncertainty,Underprediction,-2 to < 0,9.260923521518965
A-3195,-1.4062217243,-3.3227852387580525,1.9165635144580528,1.9165635144580528,2.104159749741446,3,3.673215704951803,0.3668970333927407,0.6579336516489098,218.11999999999995,-0.5045999999999998,3,3,0,0.0,1.9165635144580526,1.9165635144580526,High-error + high-uncertainty,Underprediction,-2 to < 0,7.302228204872067
A-6081,-8.5296561698,-6.613766505803425,-1.9158896639965761,1.9158896639965761,1.8262754334226687,3,3.6706332046089134,0.1574373828815663,0.2739598276213639,338.576,7.367200000000008,0,0,18,0.8636363636363636,1.915889663996576,-1.915889663996576,High-error + high-uncertainty,Overprediction,< -6,4.879914809603364
B-2700,-5.2239,-7.137222713536509,1.9133227135365085,1.9133227135365085,1.9133227135365085,2,3.6608038061347083,0.6012611609973594,0.8503116884106587,368.369,6.454900000000006,3,3,7,0.1428571428571428,1.913322713536509,1.913322713536509,High-error + high-uncertainty,Underprediction,-6 to < -4,10.006171098140195
A-4285,-1.0872511921,-2.9963104659498114,1.9090592738498113,1.9090592738498113,1.9632237519184468,3,3.644507311071969,0.1495829782058979,0.284075513591794,210.20999999999995,2.720200000000001,0,0,8,1.0,1.9090592738498113,1.9090592738498113,High-error + high-uncertainty,Underprediction,-2 to < 0,4.7782128751661865
C-1690,-4.59,-2.682645682592561,-1.9073543174074392,1.9073543174074392,1.9073543174074392,2,3.6380004921327984,0.4663309996850363,0.6594916243095819,252.31399999999996,1.8633,2,0,0,0.7692307692307693,1.9073543174074388,-1.9073543174074388,High-error + high-uncertainty,Overprediction,-6 to < -4,8.43692081347373
B-3179,-0.0384,-1.945642137391723,1.9072421373917228,1.9072421373917228,1.678077561834226,3,3.637572570642547,0.5669231071160965,1.0621007623843104,131.091,-2.2128,0,0,2,0.0,1.907242137391723,1.907242137391723,High-error + high-uncertainty,Underprediction,-2 to < 0,9.599530489773935
A-1942,-4.5666142382,-6.471093081801473,1.904478843601473,1.904478843601473,1.9976901193879453,3,3.627039665725604,0.3377309388313842,0.6558839244671937,368.6500000000001,6.315800000000007,0,0,20,0.9565217391304348,1.9044788436014732,1.9044788436014732,High-error + high-uncertainty,Underprediction,-6 to < -4,6.945782934144317
C-2244,-7.75,-5.848230521733554,-1.9017694782664458,1.9017694782664458,1.8844878766020399,4,3.6167271484658294,0.1583525081231039,0.320466795975884,402.5340000000001,5.357200000000005,5,1,2,0.5555555555555556,1.9017694782664458,-1.9017694782664458,High-error + high-uncertainty,Overprediction,< -6,4.867940629795641
B-2293,-1.8456,-3.742269687962835,1.8966696879628346,1.8966696879628346,1.9529564209945915,3,3.5973559052370363,0.4366657596477446,0.8678728902603208,238.26399999999992,3.764400000000003,0,0,10,1.0,1.896669687962835,1.896669687962835,High-error + high-uncertainty,Underprediction,-2 to < 0,8.076941820668246
A-2262,-6.806908840999999,-4.911004434413555,-1.8959044065864459,1.8959044065864459,2.0601124564046644,3,3.5944535189139035,0.5065754161974402,0.9724102829089842,256.42999999999995,5.552300000000005,0,0,14,0.9375,1.8959044065864443,-1.8959044065864443,High-error + high-uncertainty,Overprediction,< -6,8.883836297148164
A-3146,0.7924026819,-1.1029749073483635,1.8953775892483637,1.8953775892483637,1.5762142165540394,3,3.592456205824939,0.9445890389922288,1.806487762186116,140.19,-1.0197999999999992,4,0,0,1.0,1.8953775892483633,1.8953775892483633,High-error + high-uncertainty,Underprediction,>= 0,13.946188885417428
A-2658,-6.6281415672,-8.053615474726216,1.425473907526218,1.87596086714352,1.8609797863864816,3,2.0319758610380645,1.9208431045736492,3.7669028150440766,424.7580000000002,7.876200000000009,0,0,24,0.9629629629629628,1.4254739075262162,1.4254739075262162,High-error + high-uncertainty,Underprediction,< -6,25.200131181609457
B-655,-8.1724,-6.299993566017889,-1.8724064339821105,1.8724064339821105,1.5261096704545922,3,3.5059058540176036,0.743313444992449,1.3602555512613312,282.5559999999999,8.048000000000007,0,0,17,1.0,1.8724064339821105,-1.8724064339821105,High-error + high-uncertainty,Overprediction,< -6,11.582865760816432
F-1128,-3.02,-1.1491430199485015,-1.8708569800514987,1.8708569800514987,1.9212022191501414,4,3.500105839807414,0.2038761340630966,0.4579955770992691,220.181,1.1042999999999998,1,0,4,1.0,1.8708569800514985,-1.8708569800514985,High-error + high-uncertainty,Overprediction,-4 to < -2,5.34479552861576
B-2382,-6.663700000000001,-4.795662366213143,-1.8680376337868578,1.8680376337868578,1.7359511690637603,3,3.4895646012440027,0.2538608398277414,0.4532557793377227,461.02200000000016,3.4106000000000014,2,1,5,0.0,1.8680376337868587,-1.8680376337868587,High-error + high-uncertainty,Overprediction,< -6,5.918087931924144
B-1559,-1.6533,-3.5173639281309512,1.8640639281309512,1.8640639281309512,1.9022735972811284,3,3.474734328158992,0.1931400246212899,0.3805684432439871,225.041,2.5555000000000003,2,2,0,0.0,1.8640639281309512,1.8640639281309512,High-error + high-uncertainty,Underprediction,-2 to < 0,5.209842324838439
A-5901,-7.484220297999999,-5.623962143136732,-1.860258154863267,1.860258154863267,1.7438014782005151,3,3.460560402735287,0.5696070467570261,1.1212146441440396,338.48800000000006,5.126000000000005,0,0,15,0.7,1.860258154863267,-1.860258154863267,High-error + high-uncertainty,Overprediction,< -6,9.555513327568304
A-1232,-4.1492593891,-6.00931217354302,1.860052784443021,1.860052784443021,1.6868308597761024,3,3.4597963609142357,0.3838542117073198,0.7066531807229461,366.63400000000007,6.091800000000006,0,0,19,0.8695652173913043,1.8600527844430204,1.8600527844430204,High-error + high-uncertainty,Underprediction,-6 to < -4,7.407985790025735
F-1057,-6.5,-4.643745050789912,-1.856254949210088,1.856254949210088,1.91647013403727,4,3.4456824364669463,0.1643293108428094,0.3491921619889115,286.371,4.293600000000003,2,2,3,0.3888888888888889,1.8562549492100882,-1.8562549492100882,High-error + high-uncertainty,Overprediction,< -6,4.864334120390614
A-6088,-8.848512616699999,-6.996893456148895,-1.8516191605511039,1.8516191605511039,1.8516191605511039,2,3.4284935157199747,0.6149091001168298,0.8696127890118559,570.7700000000002,8.852300000000003,4,3,3,0.4594594594594595,1.8516191605511043,-1.8516191605511043,High-error + high-uncertainty,Overprediction,< -6,10.065381829666753
A-6042,-7.214642713,-5.370398420772217,-1.8442442922277829,1.8442442922277829,1.8442442922277829,2,3.4012370094147557,0.9992975948400006,1.4132202114695431,306.5379999999999,6.823600000000007,1,1,16,0.85,1.844244292227783,-1.844244292227783,High-error + high-uncertainty,Overprediction,< -6,14.496920154872399
C-2507,-1.23,-3.0728926501241887,1.8428926501241882,1.8428926501241882,1.9305549175574384,3,3.3962533198817537,0.1615108410806458,0.2851122371132017,434.2830000000001,-1.6983999999999997,1,1,6,0.2,1.8428926501241887,1.8428926501241887,High-error + high-uncertainty,Underprediction,-2 to < 0,4.8104121412138685
F-240,-4.57,-6.403654042237892,1.8336540422378917,1.8336540422378917,1.8019358057444768,3,3.36228714661536,0.2162954083669411,0.4290881904034771,370.5740000000002,6.354200000000008,0,0,19,0.9090909090909092,1.8336540422378915,1.8336540422378915,High-error + high-uncertainty,Underprediction,-6 to < -4,5.42893554096015
F-1138,-1.24,-3.073322387370841,1.8333223873708406,1.8333223873708406,1.8333223873708406,2,3.3610709760351187,0.2290063657872384,0.3238639083660866,362.4700000000002,2.078,2,1,10,0.6,1.8333223873708409,1.8333223873708409,High-error + high-uncertainty,Underprediction,-2 to < 0,5.575337429942683
A-4534,1.3463919758000003,-0.48604722713069454,1.8324392029306946,1.8324392029306946,1.5520111152401384,3,3.3578334324372796,0.7345260261121638,1.386432181914125,45.041,-0.8985000000000001,0,0,0,0.0,1.8324392029306948,1.8324392029306948,High-error + high-uncertainty,Underprediction,>= 0,11.417453105743919
C-1524,-6.33,-4.499482611901632,-1.830517388098368,1.830517388098368,1.830517388098368,2,3.3507939081304716,0.2883017581498188,0.4077202564314817,853.9180000000001,3.735700000000003,7,3,10,0.4468085106382978,1.830517388098368,-1.830517388098368,High-error + high-uncertainty,Overprediction,< -6,6.256279109796556
A-5310,0.8470942954,-0.9828398458477572,1.8299341412477572,1.8299341412477572,1.8299341412477572,2,3.348658961304167,0.6232691034266463,0.8814356190740825,142.202,-1.0214999999999987,3,0,1,1.0,1.8299341412477572,1.8299341412477572,High-error + high-uncertainty,Underprediction,>= 0,10.127383879446601
C-1604,-2.93,-1.1004287436937545,-1.8295712563062454,1.8295712563062454,1.8044408582792335,3,3.347330981902013,0.1622336867520946,0.3215345483050288,170.16400000000002,0.8821000000000001,1,0,2,0.5,1.8295712563062456,-1.8295712563062456,High-error + high-uncertainty,Overprediction,-4 to < -2,4.797491133221579
F-742,-4.63,-6.45870433890843,1.8287043389084303,1.8287043389084303,1.8287043389084303,2,3.3441595591425193,0.4453003722974489,0.6297498258328407,390.9580000000002,5.555620000000006,4,3,5,0.28,1.8287043389084303,1.8287043389084303,High-error + high-uncertainty,Underprediction,-6 to < -4,8.068200051346796
