ID,repetition,seed,training_reference_count,nearest_training_distance,nearest_training_ID,Solubility,predicted_solubility,absolute_error,novelty_region
A-1678,3,102,6103,0.6857253542233885,B-3472,-3.2211356868000003,-3.083127349025595,0.1380083377744054,Moderate-high novelty
A-1741,3,102,6103,0.45067488423446816,D-1837,-2.2076497234,-2.0453566550169016,0.1622930683830983,Moderate-high novelty
E-794,3,102,6103,0.2388414967986576,B-424,-2.33,-1.0273740422344948,1.3026259577655053,Low-moderate novelty
B-2187,3,102,6103,0.03650617891643692,F-874,-3.0832,-3.171885996149676,0.0886859961496755,Lowest novelty
B-982,3,102,6103,0.28400059524004956,A-728,-2.0496,-1.3393071717948493,0.7102928282051506,Low-moderate novelty
A-496,3,102,6103,0.31050376448168565,B-1614,-2.3403675905,-2.029718948821516,0.3106486416784841,Low-moderate novelty
B-3654,3,102,6103,0.2656462925554408,A-1158,-3.5,-4.106004873402275,0.6060048734022754,Low-moderate novelty
B-4539,3,102,6103,0.3522976027215537,B-1914,-2.0496,-1.6758255017593318,0.3737744982406681,Low-moderate novelty
B-1812,3,102,6103,0.5052672177071852,A-2350,-3.1727,-4.091483116142138,0.918783116142138,Moderate-high novelty
C-1983,3,102,6103,0.25295890492543827,D-1837,-1.86,-1.99868162625804,0.1386816262580399,Low-moderate novelty
B-4650,3,102,6103,0.4099759103655158,B-1932,-3.0827,-3.460621187557588,0.3779211875575878,Moderate-high novelty
I-76,3,102,6103,0.4663054236563284,A-2217,-3.13,-4.414950337083363,1.2849503370833633,Moderate-high novelty
C-1430,3,102,6103,0.49360406520972755,B-1932,-3.58,-3.3905544805935803,0.1894455194064197,Moderate-high novelty
B-3779,3,102,6103,0.43322032424695095,B-2743,-3.0364,-2.62586631442227,0.4105336855777302,Moderate-high novelty
C-685,3,102,6103,0.31439405794545955,B-2781,-3.31,-3.951467459619986,0.6414674596199861,Low-moderate novelty
A-2465,3,102,6103,0.37779934441675506,B-3158,-2.5939062498,-2.7540923944468143,0.1601861446468144,Moderate-high novelty
B-2850,3,102,6103,0.5870627345128189,B-2323,-2.5234,-2.511411155250983,0.011988844749017,Moderate-high novelty
B-1082,3,102,6103,0.27118699804581864,A-728,-2.0216,-1.3287196116945912,0.6928803883054087,Low-moderate novelty
I-28,3,102,6103,0.10198346635628082,B-2280,-2.51,-2.131814707304562,0.3781852926954379,Lowest novelty
A-4695,3,102,6103,0.1575108419894397,A-539,-2.3456971252,-2.1521762039923797,0.1935209212076207,Lowest novelty
B-2264,3,102,6103,0.251282384996736,B-2743,-2.7896,-1.5456553902400358,1.2439446097599642,Low-moderate novelty
A-1619,3,102,6103,0.2083874741467105,B-2280,-3.0797644375,-2.4804261675873325,0.5993382699126677,Lowest novelty
F-1201,3,102,6103,0.25057345344416254,C-1926,-2.28,-2.1969233668425163,0.0830766331574834,Low-moderate novelty
F-680,3,102,6103,0.2225105397258418,C-2335,-3.1,-3.2926717709895112,0.1926717709895111,Low-moderate novelty
B-1327,3,102,6103,0.09343980950678007,E-549,-2.4423,-1.4969347464512612,0.9453652535487388,Lowest novelty
A-1792,3,102,6103,0.45547540310308504,B-2592,-3.1309552762,-3.0465828770517147,0.0843723991482852,Moderate-high novelty
C-2306,3,102,6103,0.45299347559600217,F-1154,-2.89,-2.7586594746562234,0.1313405253437767,Moderate-high novelty
B-2243,3,102,6103,0.5471730131095338,B-1932,-3.5932,-3.755463996876929,0.1622639968769288,Moderate-high novelty
A-1043,3,102,6103,0.30913323723933306,B-3153,-2.8772524161,-3.0173309601270684,0.1400785440270682,Low-moderate novelty
C-1967,3,102,6103,0.32334189378435413,C-1902,-3.56,-3.2757470091152365,0.2842529908847635,Low-moderate novelty
E-1026,3,102,6103,0.2839773535488026,D-1707,-2.77,-1.6304120629974543,1.1395879370025457,Low-moderate novelty
A-4934,3,102,6103,0.24765828403993728,A-388,-3.2679824907,-4.739657861461065,1.4716753707610652,Low-moderate novelty
B-2599,3,102,6103,0.2988617000373218,B-3501,-2.6468,-2.6812665916372964,0.0344665916372965,Low-moderate novelty
B-2615,3,102,6103,0.28077109328736394,C-1810,-2.1058,-1.6888473080244863,0.4169526919755135,Low-moderate novelty
B-2171,3,102,6103,0.13370140079794052,A-4185,-2.8871,-1.906309994606591,0.9807900053934092,Lowest novelty
A-4835,3,102,6103,0.20024586271523245,B-2904,-2.6600258381,-2.548058371394184,0.1119674667058165,Lowest novelty
F-449,3,102,6103,0.34129988943269174,B-2635,-3.35,-3.2293335555423406,0.1206664444576595,Low-moderate novelty
B-1488,3,102,6103,0.7724920758888019,B-2597,-3.875,-6.090242469162512,2.2152424691625123,Moderate-high novelty
B-4515,3,102,6103,0.30117113667678147,C-1729,-2.4862,-1.83325006973775,0.6529499302622501,Low-moderate novelty
B-919,3,102,6103,0.5151956946509793,B-3158,-2.541,-2.5778146747760777,0.0368146747760778,Moderate-high novelty
A-1629,3,102,6103,0.559123074600348,B-1941,-4.365622838,-5.992520360449747,1.626897522449747,Moderate-high novelty
B-4520,3,102,6103,0.2524751622522319,E-549,-2.5976,-1.6043429624102852,0.9932570375897148,Low-moderate novelty
B-423,3,102,6103,0.5782208614480526,B-3158,-2.809,-3.4936902295569814,0.6846902295569812,Moderate-high novelty
G-707,3,102,6103,0.8240740131777269,B-984,-2.943,-2.781320498084572,0.1616795019154282,Moderate-high novelty
B-950,3,102,6103,0.5151956946509784,B-3158,-2.5436,-2.5778146747760777,0.0342146747760776,Moderate-high novelty
B-373,3,102,6103,0.27901773761731496,B-80,-2.9437,-2.2132354952470963,0.7304645047529039,Low-moderate novelty
B-3649,3,102,6103,0.5151956946509784,B-3158,-2.5442,-2.5778146747760777,0.0336146747760777,Moderate-high novelty
A-463,3,102,6103,0.5338509180947124,B-2904,-3.4598629014,-3.882618209571589,0.4227553081715891,Moderate-high novelty
B-377,3,102,6103,0.5513091772628895,A-2350,-3.78,-4.104946901743749,0.3249469017437492,Moderate-high novelty
E-793,3,102,6103,0.1729184845461887,B-424,-1.76,-0.8131667890612008,0.9468332109387992,Lowest novelty
F-957,3,102,6103,0.15197373147271995,C-2041,-2.8,-3.36973598707439,0.5697359870743903,Lowest novelty
B-2147,3,102,6103,0.16455294252440775,B-2323,-2.3527,-1.88935828033664,0.46334171966336,Lowest novelty
F-540,3,102,6103,0.14586911532495542,B-4242,-3.92,-4.676197973230767,0.7561979732307673,Lowest novelty
B-3228,3,102,6103,0.39815677197487415,A-1085,-2.6404,-2.7642641196833764,0.1238641196833763,Moderate-high novelty
B-3632,3,102,6103,0.561970023305043,B-2595,-2.5295,-2.722716339323985,0.1932163393239849,Moderate-high novelty
A-790,3,102,6103,0.28733245630903115,B-128,-2.6613195143,-2.3835324207953814,0.2777870935046187,Low-moderate novelty
B-1504,3,102,6103,0.4914434157869849,B-1745,-2.4639,-2.335167238518609,0.1287327614813906,Moderate-high novelty
A-706,3,102,6103,0.25060297891826144,F-344,-2.6570018481,-2.608250361801368,0.0487514862986322,Low-moderate novelty
C-442,3,102,6103,0.44498797210360963,B-2995,-3.08,-4.329018089956321,1.249018089956321,Moderate-high novelty
C-2190,3,102,6103,0.18597168239983913,B-3259,-3.17,-2.6950825136492917,0.4749174863507086,Lowest novelty
A-1511,3,102,6103,0.5187812134456228,B-2323,-2.9682045412,-2.5675353454678715,0.4006691957321284,Moderate-high novelty
A-587,3,102,6103,0.2913006882003611,A-4402,-2.5886676064,-2.573115114570846,0.0155524918291538,Low-moderate novelty
A-772,3,102,6103,0.3605217186225156,A-959,-2.738284824,-2.7115515052408807,0.0267333187591192,Low-moderate novelty
A-1538,3,102,6103,0.1855810386085786,C-1729,-2.005111367,-1.3997449323915272,0.6053664346084728,Lowest novelty
E-742,3,102,6103,0.11008637276952443,A-3534,-1.25,-1.8501811384686808,0.6001811384686806,Lowest novelty
A-578,3,102,6103,0.06808156908580563,A-388,-3.591642752,-4.369257856448072,0.7776151044480719,Lowest novelty
A-1913,3,102,6103,0.5542476653896492,B-3158,-3.2069094899,-3.4936902295569814,0.2867807396569812,Moderate-high novelty
C-212,3,102,6103,0.24123895132914389,B-1745,-2.13,-1.4368376022575975,0.6931623977424022,Low-moderate novelty
C-1986,3,102,6103,0.5837519924823144,B-2172,-3.41,-4.759671840638882,1.349671840638882,Moderate-high novelty
C-571,3,102,6103,0.24938618860391173,A-1085,-2.38,-2.5444107916876035,0.1644107916876036,Low-moderate novelty
B-4230,3,102,6103,0.20681416567999897,C-1818,-2.6841,-2.5909854484311925,0.0931145515688074,Lowest novelty
F-872,3,102,6103,0.12955025080783894,C-1342,-2.5,-2.462290779469783,0.0377092205302171,Lowest novelty
B-2584,3,102,6103,0.23278998818386254,B-2280,-3.0557,-2.4983875919327723,0.5573124080672276,Low-moderate novelty
B-311,3,102,6103,0.30553522188080456,B-2904,-3.1572,-2.7335602434608046,0.4236397565391954,Low-moderate novelty
F-12,3,102,6103,0.14574855239214005,B-2257,-2.51,-2.393950958573505,0.1160490414264949,Lowest novelty
C-2042,3,102,6103,0.552223781503601,B-2172,-3.75,-5.667167635771376,1.917167635771376,Moderate-high novelty
A-588,3,102,6103,0.25350281822285914,B-3974,-2.2062982993,-1.449590988821797,0.7567073104782032,Low-moderate novelty
F-855,3,102,6103,0.3247502657787661,C-2457,-3.37,-4.717367054188296,1.3473670541882958,Low-moderate novelty
F-630,3,102,6103,0.5151270503908335,B-3547,-2.8,-2.4618081972246624,0.3381918027753374,Moderate-high novelty
B-1362,3,102,6103,0.07140920501854268,B-4384,-2.0885,-1.2883005844664916,0.8001994155335082,Lowest novelty
E-1188,3,102,6103,0.35958939693142283,B-1914,-2.69,-1.9785416413428445,0.7114583586571557,Low-moderate novelty
D-1431,3,102,6103,0.4477818867938699,B-2995,-2.669,-3.0083576532152603,0.3393576532152602,Moderate-high novelty
F-745,3,102,6103,0.6089178810310488,F-961,-4.22,-4.921172509142922,0.7011725091429222,Moderate-high novelty
B-807,3,102,6103,0.522987873029768,B-2323,-2.9209,-2.672958021273834,0.2479419787261654,Moderate-high novelty
C-1626,3,102,6103,0.1272699152499857,B-1399,-1.44,-0.5626646770290101,0.8773353229709898,Lowest novelty
B-3454,3,102,6103,0.4842278104444206,B-3472,-2.2845,-1.8588395825020805,0.4256604174979195,Moderate-high novelty
F-1127,3,102,6103,0.09560331242633616,C-545,-2.63,-2.515107712526167,0.1148922874738329,Lowest novelty
F-825,3,102,6103,0.3068120654571161,B-936,-2.03,-2.177343324875721,0.1473433248757207,Low-moderate novelty
B-3447,3,102,6103,0.09068048789594575,A-4402,-2.7321,-2.141303000191088,0.5907969998089122,Lowest novelty
A-4889,3,102,6103,0.17905633233469198,B-2904,-3.0263435366,-2.373101985502719,0.6532415510972811,Lowest novelty
B-2256,3,102,6103,0.22421900633455794,B-4337,-1.9937,-0.974643530353646,1.0190564696463538,Low-moderate novelty
A-1256,3,102,6103,0.22500626904198834,D-1707,-2.6890833932,-1.458345854245093,1.230737538954907,Low-moderate novelty
A-1185,3,102,6103,0.2637299693447737,B-428,-1.8297447369,-1.0639574288945328,0.7657873080054671,Low-moderate novelty
B-921,3,102,6103,0.2998993936454134,B-1748,-3.1257,-2.9746849766614103,0.1510150233385898,Low-moderate novelty
A-601,3,102,6103,0.35270579418989517,D-1707,-2.3318416428,-1.805595637101244,0.5262460056987563,Low-moderate novelty
B-3662,3,102,6103,0.2853870971974389,B-3158,-2.6656,-2.870983970234584,0.2053839702345836,Low-moderate novelty
A-4795,3,102,6103,0.4710009798179918,C-1638,-2.4747186153,-2.6242947804283765,0.1495761651283764,Moderate-high novelty
B-780,3,102,6103,0.42021770150599225,A-388,-2.9801,-3.666801357237336,0.6867013572373359,Moderate-high novelty
A-4639,3,102,6103,0.35828112184253175,D-1837,-2.178419855,-1.8071359145254764,0.3712839404745236,Low-moderate novelty
B-1784,3,102,6103,0.11943158344273562,B-2280,-2.9086,-2.087032882696857,0.8215671173031427,Lowest novelty
C-2325,3,102,6103,1.2485060602896272,F-436,-4.58,-4.935510617937824,0.3555106179378242,Highest novelty
C-554,3,102,6103,0.29529169625882423,B-2574,-3.18,-2.197519221475998,0.982480778524002,Low-moderate novelty
A-4817,3,102,6103,0.26367261594391644,B-2595,-2.568561457,-2.676640039711369,0.1080785827113692,Low-moderate novelty
B-3499,3,102,6103,0.11901786027481633,B-2348,-3.3466,-3.524892793295737,0.178292793295737,Lowest novelty
A-470,3,102,6103,0.0653199942101751,A-141,-2.3496052546,-2.4828636612548403,0.1332584066548401,Lowest novelty
B-369,3,102,6103,0.412023459492839,B-2172,-3.8294,-4.174463732920221,0.3450637329202206,Moderate-high novelty
A-991,3,102,6103,0.8038288597590719,B-2574,-2.8742257802,-2.6451881190787647,0.2290376611212354,Moderate-high novelty
F-262,3,102,6103,0.31962220798630875,B-2138,-3.77,-4.927568773060928,1.157568773060928,Low-moderate novelty
A-4138,3,102,6103,0.38974171019145476,A-3904,-1.8422414993,-1.189903761210073,0.6523377380899271,Moderate-high novelty
A-359,3,102,6103,0.2240563270946642,B-1338,-2.2455315279,-1.6145924668524494,0.6309390610475505,Low-moderate novelty
C-1208,3,102,6103,0.17992972846986527,D-2028,-2.73,-1.789295713831044,0.940704286168956,Lowest novelty
B-3149,3,102,6103,0.1481625284108433,F-255,-2.4003,-1.9303963184120765,0.4699036815879238,Lowest novelty
B-2645,3,102,6103,0.47862869176449885,B-4287,-3.6822,-3.863282310357925,0.1810823103579246,Moderate-high novelty
B-2438,3,102,6103,0.44256986729379627,B-128,-2.2273,-1.7994323069363949,0.4278676930636051,Moderate-high novelty
A-597,3,102,6103,0.4930226424493371,C-1818,-3.3513392636000003,-3.6850352204638552,0.3336959568638549,Moderate-high novelty
G-743,3,102,6103,0.2816574485062245,B-1709,-3.01,-2.7193214193936552,0.2906785806063445,Low-moderate novelty
E-674,3,102,6103,0.41777729883765363,B-1709,-3.08,-2.7860853370752507,0.2939146629247493,Moderate-high novelty
A-1677,3,102,6103,0.4319927839462184,B-1614,-2.9887953027,-2.636957280188786,0.3518380225112136,Moderate-high novelty
A-1782,3,102,6103,0.19672598946905367,B-2752,-3.2005181203,-3.3472609093900902,0.1467427890900903,Lowest novelty
C-494,3,102,6103,0.2706740849077733,B-2995,-3.1,-4.053132062798268,0.9531320627982676,Low-moderate novelty
B-2186,3,102,6103,0.5078153876865013,B-2323,-2.5648,-2.497506324336818,0.0672936756631821,Moderate-high novelty
A-1144,3,102,6103,0.38703997196102546,B-1743,-2.7343475301,-2.350258737253619,0.3840887928463812,Moderate-high novelty
B-4019,3,102,6103,0.2940529936475408,B-1745,-2.3243,-1.7254786536102904,0.5988213463897096,Low-moderate novelty
B-3754,3,102,6103,0.5330790233381189,B-1114,-2.3984,-2.333785517381796,0.0646144826182042,Moderate-high novelty
A-34,3,102,6103,0.39891914626064257,A-388,-3.5129421932,-4.44755182017987,0.9346096269798698,Moderate-high novelty
B-4516,3,102,6103,0.06134681472791583,B-4384,-2.0611,-1.0737854103613795,0.9873145896386206,Lowest novelty
A-645,3,102,6103,0.40697195700888533,B-3158,-2.4948513605,-2.553958171039622,0.0591068105396224,Moderate-high novelty
F-395,3,102,6103,0.2634417610998917,B-3501,-2.67,-2.6355458776555207,0.0344541223444792,Low-moderate novelty
C-1333,3,102,6103,0.18239712616653564,B-2158,-2.48,-2.141738998725997,0.3382610012740028,Lowest novelty
A-4722,3,102,6103,0.1575108419894397,A-539,-2.4061778726,-2.1521762039923797,0.2540016686076205,Lowest novelty
B-3757,3,102,6103,0.1976810420521618,B-3158,-3.1137,-3.009737940694272,0.1039620593057284,Lowest novelty
B-2182,3,102,6103,0.23882449613623258,C-2300,-2.8741,-2.9091381108717598,0.0350381108717594,Low-moderate novelty
G-156,3,102,6103,0.1855810386085786,A-1158,-3.37,-4.902660566663656,1.5326605666636557,Lowest novelty
B-1361,3,102,6103,0.29721290036136355,A-728,-2.4142,-1.4173665979291412,0.9968334020708588,Low-moderate novelty
C-1160,3,102,6103,0.29842111711372254,B-1946,-2.49,-1.857127653941788,0.6328723460582124,Low-moderate novelty
C-239,3,102,6103,0.24848686017581728,A-4718,-2.26,-1.0273740422344948,1.232625957765505,Low-moderate novelty
G-1060,3,102,6103,0.37292265336656527,B-3361,-3.84,-4.069871378133742,0.2298713781337422,Low-moderate novelty
C-1358,3,102,6103,0.2326360675751473,B-1932,-2.85,-2.418656851314819,0.4313431486851811,Low-moderate novelty
C-1316,3,102,6103,0.36640426531196807,B-803,-2.3,-1.8808061107721408,0.4191938892278586,Low-moderate novelty
F-854,3,102,6103,0.07542529214526429,B-428,-2.16,-1.3410829211340918,0.8189170788659084,Lowest novelty
B-1335,3,102,6103,0.39516429499908223,B-1338,-2.7993,-2.0639536951039887,0.7353463048960114,Moderate-high novelty
C-1129,3,102,6103,0.35134713798267847,B-1946,-2.67,-2.4538721998427624,0.2161278001572375,Low-moderate novelty
F-43,3,102,6103,0.03771616642931327,B-2323,-2.68,-1.7328391187524268,0.9471608812475734,Lowest novelty
B-1593,3,102,6103,0.2853870971974389,B-3158,-2.6958,-2.870983970234584,0.1751839702345834,Low-moderate novelty
A-1773,3,102,6103,0.2777759755960345,F-1010,-2.1798872233,-0.9081061624796092,1.2717810608203912,Low-moderate novelty
B-718,3,102,6103,0.2041729777977981,B-4061,-2.9210000000000003,-3.6860064679266538,0.7650064679266535,Lowest novelty
A-1357,3,102,6103,0.2722128056312869,C-1818,-3.045838317,-2.6003786371812088,0.4454596798187911,Low-moderate novelty
C-1155,3,102,6103,0.31934879373336555,B-2280,-3.08,-2.9175048815559057,0.1624951184440943,Low-moderate novelty
C-1922,3,102,6103,0.32623761722243316,A-2350,-3.37,-3.254996100157358,0.1150038998426419,Low-moderate novelty
B-3110,3,102,6103,0.17610889732554086,F-1054,-3.5903,-4.341040611313763,0.7507406113137627,Lowest novelty
G-1045,3,102,6103,0.15134939021738636,G-1036,-3.324,-3.8948888677365767,0.5708888677365769,Lowest novelty
A-1397,3,102,6103,0.3282994735320156,B-99,-4.2250037793,-5.351214423182644,1.1262106438826445,Low-moderate novelty
B-4233,3,102,6103,0.332243576351154,B-2995,-2.895,-3.068203213677029,0.1732032136770289,Low-moderate novelty
B-1587,3,102,6103,0.6443648502775282,F-369,-2.3922,-2.3439093493856222,0.0482906506143776,Moderate-high novelty
B-1095,3,102,6103,0.4071855763829708,A-2350,-3.3503,-3.4247881154929467,0.0744881154929468,Moderate-high novelty
A-4822,3,102,6103,0.493322654900565,B-2280,-2.7015911491000004,-2.6888380989358067,0.0127530501641937,Moderate-high novelty
B-3420,3,102,6103,0.14342777995401237,F-345,-2.2472,-1.8451984186981405,0.4020015813018596,Lowest novelty
B-973,3,102,6103,0.2079223838794191,B-768,-3.6174,-4.034722646288413,0.4173226462884134,Lowest novelty
A-117,3,102,6103,0.5381276426102992,A-4402,-2.9526471698,-2.4499231587301864,0.5027240110698137,Moderate-high novelty
A-4775,3,102,6103,0.22500626904198834,D-1707,-2.3395421013,-1.458345854245093,0.8811962470549071,Low-moderate novelty
B-4187,3,102,6103,0.4835291949456649,B-2291,-3.3804,-3.734723748901975,0.354323748901975,Moderate-high novelty
A-6054,3,102,6103,1.2320855390038037,A-2430,-6.757182205,-7.184731867248819,0.4275496622488184,Highest novelty
A-4923,3,102,6103,0.2519980862919167,B-2752,-3.2102979357,-3.4387804344478723,0.2284824987478724,Low-moderate novelty
B-4548,3,102,6103,0.21128077138810766,B-2280,-2.9723,-2.4753806578903688,0.4969193421096314,Lowest novelty
C-422,3,102,6103,0.5645166038440603,B-2995,-3.13,-3.2352848236183225,0.1052848236183225,Moderate-high novelty
C-2551,3,102,6103,0.35569662381568173,C-2525,-3.8,-4.798315873175869,0.9983158731758692,Low-moderate novelty
B-1527,3,102,6103,0.25047960044552425,C-919,-3.6036,-4.690926711687346,1.0873267116873455,Low-moderate novelty
B-3408,3,102,6103,0.20586697555769493,A-959,-2.8665,-2.537427042079026,0.3290729579209737,Lowest novelty
A-3706,3,102,6103,0.1968604613312819,B-2589,-1.5082784056999998,-1.5822656377103574,0.0739872320103576,Lowest novelty
B-2649,3,102,6103,0.25350306802408634,A-1703,-2.9076,-2.951944581535074,0.044344581535074,Low-moderate novelty
B-4529,3,102,6103,0.19040500011216216,B-4384,-2.0734,-1.1423757989853052,0.9310242010146949,Lowest novelty
D-1418,3,102,6103,0.22625278215902042,E-549,-2.149,-1.5147466891423376,0.6342533108576625,Low-moderate novelty
A-1148,3,102,6103,0.5188696377049189,B-2323,-2.7782267945,-2.9866204938294563,0.2083936993294561,Moderate-high novelty
F-673,3,102,6103,0.5626975063921742,F-1151,-1.4,-1.6163229601918911,0.2163229601918912,Moderate-high novelty
B-1227,3,102,6103,0.0653199942101751,A-141,-2.3925,-2.4828636612548403,0.0903636612548401,Lowest novelty
C-287,3,102,6103,0.4068165779164613,C-1818,-2.88,-3.319863681897852,0.4398636818978523,Moderate-high novelty
A-4830,3,102,6103,0.2660919036937286,A-1385,-2.4493202347,-2.346951178321669,0.1023690563783308,Low-moderate novelty
C-1037,3,102,6103,0.15247603658646489,C-2463,-4.08,-5.353197467379644,1.273197467379644,Lowest novelty
B-1529,3,102,6103,0.23003871830617856,A-628,-3.2676,-4.348463064580777,1.080863064580777,Low-moderate novelty
A-1775,3,102,6103,0.4889980476767399,B-3158,-3.0721598007,-3.647330453722408,0.5751706530224072,Moderate-high novelty
G-1027,3,102,6103,0.17069270003369288,B-2323,-2.452,-1.88935828033664,0.56264171966336,Lowest novelty
A-249,3,102,6103,0.10008089832091847,B-1338,-2.2114017234,-1.4803614605481288,0.7310402628518711,Lowest novelty
F-589,3,102,6103,0.2591639714877349,F-369,-2.7,-2.4681135555262044,0.2318864444737958,Low-moderate novelty
A-1315,3,102,6103,0.44284266499844493,B-4618,-2.8473301434,-2.1777641083296637,0.6695660350703365,Moderate-high novelty
F-37,3,102,6103,0.4603943116907464,B-2756,-3.28,-3.180448908938363,0.0995510910616368,Moderate-high novelty
B-4456,3,102,6103,0.13289319928722468,B-2302,-3.8124,-4.260891677244511,0.4484916772445113,Lowest novelty
A-626,3,102,6103,0.22669006697527014,A-3279,-2.1049144818000003,-1.301247515786862,0.8036669660131384,Low-moderate novelty
A-1263,3,102,6103,0.18637715021707538,B-2595,-2.749354496,-2.272395475432376,0.4769590205676239,Lowest novelty
B-1173,3,102,6103,0.4019124354046828,E-549,-2.2815,-1.7148464879812453,0.5666535120187546,Moderate-high novelty
H-341,3,102,6103,0.17675136577448491,H-11,-3.97,-4.743247051569863,0.7732470515698631,Lowest novelty
B-4532,3,102,6103,0.2484868601758164,A-4718,-1.9572,-1.0273740422344948,0.9298259577655053,Low-moderate novelty
B-2391,3,102,6103,0.14427966661639965,B-4480,-1.4598,-1.6258130241995343,0.1660130241995343,Lowest novelty
A-1013,3,102,6103,0.20728753008971956,C-1818,-2.7764329492,-2.5909854484311925,0.1854475007688076,Lowest novelty
B-1949,3,102,6103,0.30154152055122824,B-2995,-2.8097,-3.204839538202908,0.3951395382029075,Low-moderate novelty
B-143,3,102,6103,0.25429389039740574,C-1686,-2.6677,-2.0832873480924152,0.5844126519075847,Low-moderate novelty
A-1268,3,102,6103,0.1967259894690548,B-3158,-2.8118286729000004,-2.160363041626668,0.6514656312733322,Lowest novelty
C-486,3,102,6103,0.33978369994848123,A-1290,-3.24,-3.670448278490876,0.4304482784908758,Low-moderate novelty
C-1777,3,102,6103,0.30871285455358033,B-1914,-2.49,-1.8063639011080423,0.6836360988919579,Low-moderate novelty
B-4566,3,102,6103,0.33978369994848123,A-1290,-3.2408,-3.670448278490876,0.4296482784908759,Low-moderate novelty
B-3977,3,102,6103,0.10815523770448947,F-319,-3.1614,-3.7239560195054127,0.5625560195054127,Lowest novelty
A-2417,3,102,6103,0.13503919847131915,A-432,-3.4270444492000003,-3.713489358146052,0.2864449089460517,Lowest novelty
A-17,3,102,6103,0.15625168652657997,B-1338,-2.2827688499,-1.6430397907726697,0.6397290591273306,Lowest novelty
B-3412,3,102,6103,0.15676218283557722,C-1929,-3.5614,-3.6880100709035895,0.1266100709035895,Lowest novelty
C-591,3,102,6103,0.13485828684671922,B-2723,-2.46,-2.876694025551051,0.4166940255510512,Lowest novelty
B-2520,3,102,6103,0.30117113667678147,C-1729,-2.3853,-1.83325006973775,0.5520499302622499,Low-moderate novelty
A-3047,3,102,6103,0.48899804767673893,B-3158,-3.0533857998,-3.647330453722408,0.5939446539224074,Moderate-high novelty
A-2000,3,102,6103,0.0,A-5479,-5.647161854,-5.198032621045695,0.4491292329543048,Lowest novelty
B-4489,3,102,6103,0.06897511216238533,B-2302,-3.7329,-4.225180613021226,0.4922806130212258,Lowest novelty
A-563,3,102,6103,0.2770495023705169,B-1338,-2.3999022404,-2.04539010732108,0.35451213307892,Low-moderate novelty
A-5005,3,102,6103,0.45151104928327235,B-99,-4.1007061575,-5.546534762698658,1.445828605198658,Moderate-high novelty
A-4815,3,102,6103,0.19672598946905367,B-3158,-2.5639664909,-2.160363041626668,0.4036034492733318,Lowest novelty
B-269,3,102,6103,0.2909885171519413,A-5074,-3.8202,-4.381892968773047,0.5616929687730474,Low-moderate novelty
B-1869,3,102,6103,0.07743025309034114,A-655,-3.2286,-3.6766132791766375,0.4480132791766373,Lowest novelty
A-756,3,102,6103,0.34878234109800066,B-1914,-2.5992568252,-1.9785416413428445,0.6207151838571556,Low-moderate novelty
C-433,3,102,6103,0.2909885171519413,A-5074,-3.82,-4.381892968773047,0.5618929687730474,Low-moderate novelty
H-268,3,102,6103,0.29098851715194285,A-5074,-3.82,-4.381892968773047,0.5618929687730474,Low-moderate novelty
B-362,3,102,6103,0.30583739537426624,B-1746,-2.3202,-1.7086828878227474,0.6115171121772525,Low-moderate novelty
B-1989,3,102,6103,0.2236608183619103,A-215,-2.7939,-2.54304141662696,0.2508585833730397,Low-moderate novelty
A-1145,3,102,6103,0.26294388078764747,B-3501,-2.8569254583,-2.812800758217992,0.0441247000820079,Low-moderate novelty
B-3100,3,102,6103,0.17270016287294845,B-2168,-2.2373,-1.6930304814065165,0.5442695185934834,Lowest novelty
B-3642,3,102,6103,0.32652589004321875,B-2752,-3.2102,-3.716970287890199,0.5067702878901992,Low-moderate novelty
B-2603,3,102,6103,0.09520232802003636,C-666,-3.2803,-4.407317203201637,1.1270172032016368,Lowest novelty
B-4572,3,102,6103,0.1767513657744824,H-11,-3.9505,-4.743247051569863,0.7927470515698634,Lowest novelty
C-1862,3,102,6103,0.150579365917058,B-3501,-3.01,-2.6438244568012195,0.3661755431987803,Lowest novelty
C-1261,3,102,6103,0.2678555752775312,C-1929,-3.4,-3.767762473885608,0.3677624738856084,Low-moderate novelty
B-3765,3,102,6103,0.15626640219339252,B-1748,-2.7308,-2.564183233515124,0.1666167664848763,Lowest novelty
B-1705,3,102,6103,0.2835855920118769,B-2756,-3.3284,-3.886396861835266,0.557996861835266,Low-moderate novelty
C-137,3,102,6103,0.22906053103868063,B-1745,-2.53,-1.6880888919586312,0.8419111080413686,Low-moderate novelty
B-4195,3,102,6103,0.42419181017194607,C-1818,-3.0005,-2.62586631442227,0.3746336855777303,Moderate-high novelty
I-84,3,102,6103,0.10933970043388083,C-1902,-3.01,-2.809316190462477,0.2006838095375229,Lowest novelty
B-4453,3,102,6103,0.0,E-562,-1.2714,-0.6895234415572921,0.581876558442708,Lowest novelty
D-1360,3,102,6103,0.2766592281494846,B-1338,-2.627,-2.04539010732108,0.5816098926789199,Low-moderate novelty
C-1484,3,102,6103,0.675901982620186,F-435,-3.53,-4.24893803821317,0.7189380382131705,Moderate-high novelty
B-3421,3,102,6103,0.22940457636447156,B-2574,-2.6618,-2.27569204898023,0.38610795101977,Low-moderate novelty
