ID,observed_solubility,mean_prediction,mean_residual,mean_absolute_error,prediction_sd,prediction_range,failure_mode,rdkit_molwt,rdkit_mollogp,rdkit_ring_count,rdkit_aromatic_rings,rdkit_rotatable_bonds,rdkit_fraction_csp3
F-1019,-1.71,-1.0272810578680382,-0.6827189421319617,0.6827189421319617,0.3124388844318567,0.6969428045003894,Low-error + high-uncertainty,196.206,0.1807999999999999,1,0,2,0.4444444444444444
G-346,-2.58,-2.915314379945666,0.33531437994566565,0.3561165655657749,0.3572526685218443,0.7137218252223763,Low-error + high-uncertainty,142.242,2.935900000000001,0,0,6,0.8888888888888888
C-1855,0.3,-0.026960241193257,0.3269602411932569,0.3269602411932569,0.3607298957135931,0.6299432749706975,Low-error + high-uncertainty,504.4380000000001,-7.571399999999989,3,0,8,1.0
A-5702,-5.8571242399,-5.6319563927282745,-0.22516784717172467,0.2613680331948401,0.369737828955118,0.6987182657461011,Low-error + high-uncertainty,283.5439999999999,6.5967000000000064,0,0,17,1.0
B-4018,-5.8359,-5.031136530715555,-0.8047634692844454,0.8047634692844454,0.2942001910462023,0.6230090682675531,Low-error + high-uncertainty,218.639,4.238000000000001,3,2,0,0.0
A-61,-1.445031941,-1.0767683967843438,-0.3682635442156563,0.3682635442156563,0.3537281441506305,0.5002471388508868,Low-error + high-uncertainty,128.17100000000002,1.6513,1,0,1,0.8571428571428571
A-5649,-7.966789170299999,-7.176281349140578,-0.7905078211594212,0.7905078211594212,0.2943409389701273,0.4162609478531855,Low-error + high-uncertainty,555.8280000000001,10.58209999999999,5,5,17,0.5
A-1997,-5.4964129822,-6.105047454692986,0.6086344724929864,0.6086344724929864,0.3192596684594136,0.581281287701251,Low-error + high-uncertainty,470.4400000000002,4.627800000000002,7,5,1,0.0
F-67,-5.59,-4.7136982593304975,-0.8763017406695028,0.8763017406695028,0.2820539823636694,0.3988845671800431,Low-error + high-uncertainty,199.278,3.894800000000002,3,2,0,0.0
D-2004,-1.843,-1.065956937987988,-0.7770430620120119,0.7770430620120119,0.2953803979009501,0.4177309647706849,Low-error + high-uncertainty,309.529,-0.4628999999999993,2,0,2,1.0
E-817,-1.84,-1.065956937987988,-0.774043062012012,0.774043062012012,0.2953803979009501,0.4177309647706849,Low-error + high-uncertainty,309.529,-0.4628999999999994,2,0,2,1.0
A-189,-5.676541808600001,-5.394111873741353,-0.28242993485864726,0.3076785278205894,0.3591202558355384,0.7085374092418197,Low-error + high-uncertainty,474.8340000000004,5.244800000000006,0,0,21,1.0
C-1446,-3.11,-4.112045321408264,1.002045321408264,1.002045321408264,0.2631129580308353,0.4641824585794523,Low-error + high-uncertainty,259.29,2.774300000000001,3,3,1,0.0833333333333333
C-1701,-2.42,-1.7556041688070014,-0.6643958311929985,0.6643958311929985,0.3092336600691254,0.6179445979434042,Low-error + high-uncertainty,298.33900000000006,1.0957999999999997,1,0,5,0.6428571428571429
B-2035,-0.121,-0.29791621852563194,0.17691621852563197,0.33189105128314883,0.3551603647220548,0.635182561913771,Low-error + high-uncertainty,132.123,-2.6437,0,0,2,0.3333333333333333
B-3022,-1.6365,-2.130259911026235,0.49375991102623484,0.49375991102623484,0.3326650199076373,0.4704593828804964,Low-error + high-uncertainty,173.21499999999995,1.5219,3,1,0,0.3636363636363636
A-1177,-6.6925825623,-7.257056760479724,0.5644741981797239,0.5644741981797239,0.3226121141753639,0.7429932894971794,Low-error + high-uncertainty,492.7000000000005,8.090400000000008,3,2,6,0.5625
C-609,-4.61,-3.8005313383732453,-0.809468661626755,0.809468661626755,0.2883861161377735,0.4078395566421418,Low-error + high-uncertainty,404.5030000000002,2.3524000000000003,4,0,3,0.782608695652174
A-4325,-1.1028619258,-1.193382297392899,0.0905203715928988,0.2565108863277821,0.3627611743410927,0.5130217726555641,Low-error + high-uncertainty,200.238,0.5108999999999999,1,0,3,0.7777777777777778
A-2760,-7.315402454199999,-6.306402224206551,-1.0090002299934477,1.0090002299934477,0.2586622254315471,0.587940586066777,Low-error + high-uncertainty,413.4590000000001,5.009300000000004,3,3,8,0.2631578947368421
B-1447,-3.8126,-4.7625778763469695,0.9499778763469694,0.9499778763469694,0.2665873685316668,0.5288504569673798,Low-error + high-uncertainty,214.349,4.382000000000003,0,0,11,0.9230769230769232
F-221,-3.39,-3.009665706990465,-0.3803342930095351,0.3803342930095351,0.3443736583698925,0.6883200192226013,Low-error + high-uncertainty,244.331,2.841700000000001,0,0,9,0.8461538461538461
A-2694,-6.97376589,-5.93369137287403,-1.04007451712597,1.04007451712597,0.253156116407134,0.4649962538669747,Low-error + high-uncertainty,470.6910000000005,6.923600000000008,0,0,22,0.8888888888888888
A-3905,-1.5592150485,-1.5420143999076765,-0.01720064859232351,0.2555880397589727,0.361456072207493,0.5111760795179454,Low-error + high-uncertainty,126.12300000000002,-1.3818,1,1,0,0.0
A-2635,-6.7352071916,-6.394699196291256,-0.34050799530874354,0.34050799530874354,0.3495484983517904,0.6929371564803928,Low-error + high-uncertainty,625.0360000000002,9.6834,0,0,35,0.9473684210526316
A-1712,-4.2253369782,-3.2598645914694298,-0.9654723867305699,0.9654723867305699,0.2626915534085266,0.51187115619283,Low-error + high-uncertainty,235.215,-1.871000000000001,2,2,2,0.0
B-3861,-3.9957,-3.659220327010526,-0.33647967298947395,0.3390985493827472,0.3485758353411369,0.6966144396267206,Low-error + high-uncertainty,134.65,3.1956000000000016,0,0,5,1.0
A-5737,-7.1886381337000005,-6.292359372423007,-0.8962787612769935,0.8962787612769935,0.2714339113024265,0.5363067359397338,Low-error + high-uncertainty,473.9980000000001,5.550300000000001,0,0,6,1.0
B-1269,-1.8738,-1.2833805033522951,-0.5904194966477048,0.5904194966477048,0.3133559539322784,0.5880662582803806,Low-error + high-uncertainty,112.172,1.7656,1,0,0,0.8571428571428571
C-1509,-2.75,-3.428213847818761,0.678213847818761,0.678213847818761,0.3005844553504367,0.5586934513579433,Low-error + high-uncertainty,428.4490000000002,0.3651000000000005,4,3,8,0.4
A-1759,-3.2553454425,-2.5328838730594363,-0.7224615694405635,0.7224615694405635,0.2937543575054337,0.5457312936504537,Low-error + high-uncertainty,232.239,1.3424,2,1,3,0.25
A-5048,-3.9441703352000004,-2.870612614237602,-1.0735577209623983,1.0735577209623983,0.2448371045526863,0.4675772425556577,Low-error + high-uncertainty,86.178,2.5866000000000007,0,0,3,1.0
B-570,1.0263,-0.011676693264889206,1.037976693264889,1.037976693264889,0.2483930712883992,0.579025356000556,Low-error + high-uncertainty,94.117,0.7850199999999998,1,1,0,0.2
A-1643,-2.8328690378,-2.0465663680841684,-0.7863026697158317,0.7863026697158317,0.2831619322505215,0.5650222839680039,Low-error + high-uncertainty,106.168,2.30344,1,1,0,0.25
C-1853,-5.28,-5.396359588405329,0.116359588405329,0.2522738440115324,0.3567690916331038,0.5045476880230648,Low-error + high-uncertainty,344.4950000000001,4.840100000000005,4,0,1,0.8181818181818182
A-4093,-1.076302279,-0.8161772830401978,-0.2601249959598024,0.3462201733136458,0.3437322094360075,0.6510193672462916,Low-error + high-uncertainty,250.33499999999992,-0.2350000000000002,0,0,10,1.0
C-1488,-8.89,-8.014272351604768,-0.8757276483952322,0.8757276483952322,0.2704384948868762,0.6071127691822991,Low-error + high-uncertainty,411.326,8.0527,2,2,2,0.0
C-2537,-4.2,-5.252596180105579,1.0525961801055792,1.0525961801055792,0.2459297032021976,0.3477971216589379,Low-error + high-uncertainty,435.5280000000001,4.161700000000002,3,3,10,0.375
A-1600,-2.9303113788999995,-2.915314379945666,-0.014996998954334243,0.23934610593244154,0.3572526685218443,0.7137218252223763,Low-error + high-uncertainty,142.242,2.935900000000002,0,0,6,0.8888888888888888
A-2734,-7.0575200469,-6.124886410365339,-0.9326336365346611,0.9326336365346611,0.2613305482334229,0.4573838538119696,Low-error + high-uncertainty,570.8080000000001,7.3473000000000095,0,0,24,0.875
B-1578,0.9621,-0.05609037454596186,1.0181903745459617,1.0181903745459617,0.2492634046253536,0.4638650369414494,Low-error + high-uncertainty,109.128,0.62842,1,1,0,0.1666666666666666
A-1612,-2.8191677600999996,-2.0465663680841684,-0.7726013920158316,0.7726013920158316,0.2831619322505215,0.5650222839680039,Low-error + high-uncertainty,106.168,2.30344,1,1,0,0.25
A-1614,-2.8191677600999996,-2.0465663680841684,-0.7726013920158316,0.7726013920158316,0.2831619322505215,0.5650222839680039,Low-error + high-uncertainty,106.168,2.30344,1,1,0,0.25
B-4282,-3.3574,-4.216002409458289,0.8586024094582885,0.8586024094582885,0.2710691047310158,0.3833496042509354,Low-error + high-uncertainty,179.22199999999998,3.388000000000001,3,3,0,0.0
A-5819,-8.5265601286,-7.684482145038052,-0.8420779835619485,0.8420779835619485,0.2730864418330642,0.6182735939591906,Low-error + high-uncertainty,739.5760000000002,7.496800000000007,6,4,11,0.1666666666666666
A-50,-4.0571851475,-3.4214986067003132,-0.6356865407996867,0.6356865407996867,0.3015925933763873,0.5654521795345677,Low-error + high-uncertainty,570.3679999999999,2.2511,0,0,14,0.9333333333333332
B-4017,-5.7196,-5.031136530715555,-0.6884634692844456,0.6884634692844456,0.2942001910462023,0.6230090682675531,Low-error + high-uncertainty,218.639,4.238000000000001,3,2,0,0.0
F-320,-1.47,-1.0011981258890337,-0.4688018741109661,0.4688018741109661,0.3241964858346612,0.5865090023334866,Low-error + high-uncertainty,216.262,-0.7039000000000004,1,0,3,0.625
I-76,-3.13,-4.237601691688697,1.1076016916886973,1.1076016916886973,0.2351159896299726,0.495490063715581,Low-error + high-uncertainty,385.37000000000006,2.3767000000000005,4,3,3,0.2
A-1113,-5.010576791,-5.565775719298405,0.555198928298406,0.555198928298406,0.3105889388360062,0.6062476419839138,Low-error + high-uncertainty,348.382,4.766160000000004,3,3,4,0.1363636363636363
A-2740,-7.2923086931,-7.31051156120436,0.018202868104360437,0.2748807658693195,0.3491840747544891,0.833082954592963,Low-error + high-uncertainty,784.095,9.218400000000004,4,4,6,0.5625
A-1401,-3.9301744515,-3.0851802873027756,-0.8449941641972247,0.8449941641972247,0.2703094295000922,0.3822752612363644,Low-error + high-uncertainty,170.296,3.093600000000002,1,0,2,1.0
A-5233,0.5714408419,0.07681063129998635,0.49463021060001366,0.49463021060001366,0.3182336447459424,0.4500503364031333,Low-error + high-uncertainty,134.131,-0.2447,1,0,0,1.0
A-1881,-3.1487064763000006,-2.923430840053385,-0.22527563624661529,0.30115034990809014,0.3448225950848833,0.6893724448992193,Low-error + high-uncertainty,142.242,2.935900000000001,0,0,7,0.8888888888888888
C-194,-2.31,-1.545562946713694,-0.764437053286306,0.764437053286306,0.280809569604408,0.6302913184235348,Low-error + high-uncertainty,224.26,1.1050999999999995,1,0,3,0.5454545454545454
F-374,-2.31,-1.545562946713694,-0.764437053286306,0.764437053286306,0.280809569604408,0.6302913184235348,Low-error + high-uncertainty,224.26,1.1050999999999995,1,0,3,0.5454545454545454
E-742,-1.25,-2.0456751313774615,0.7956751313774613,0.7956751313774613,0.2764702561340671,0.3909879858175611,Low-error + high-uncertainty,142.07,-2.0785,1,0,0,0.0
E-333,-1.84,-2.1253416437482677,0.28534164374826754,0.28534164374826754,0.3469433037008199,0.618732625233378,Low-error + high-uncertainty,346.379,1.0270999999999997,5,0,1,0.6842105263157895
B-3722,-1.8406,-2.1253416437482677,0.2847416437482676,0.2847416437482676,0.3469433037008199,0.618732625233378,Low-error + high-uncertainty,346.3790000000001,1.0270999999999997,5,0,1,0.6842105263157895
B-3372,0.2893,-0.6252158703423731,0.9145158703423731,0.9145158703423731,0.2595274784976218,0.5135284150857584,Low-error + high-uncertainty,171.2,-1.532299999999999,1,0,2,0.7142857142857143
A-3806,-0.6921365673000001,-1.6128672702581046,0.9207307029581046,0.9207307029581046,0.2571368844528001,0.4771592330937424,Low-error + high-uncertainty,172.268,2.1527000000000003,0,0,6,0.9
F-1102,-2.36,-1.537330478987808,-0.822669521012192,0.822669521012192,0.2705400820567473,0.6083833915370571,Low-error + high-uncertainty,224.26,0.961,1,0,4,0.5454545454545454
F-1120,-0.62,-0.3716726240340006,-0.24832737596599938,0.3611648395179942,0.3335157881531659,0.7616983113034922,Low-error + high-uncertainty,176.16799999999998,-0.9068999999999996,2,0,1,1.0
G-68,-1.9400000000000002,-0.9321803591449341,-1.0078196408550657,1.0078196408550657,0.2435343169920004,0.438265775929017,Low-error + high-uncertainty,56.108,1.5824,0,0,1,0.5
A-4933,-3.1520232011,-4.178780594159281,1.0267573930592806,1.0267573930592806,0.2402104708557913,0.4791071331120773,Low-error + high-uncertainty,170.296,3.716100000000002,0,0,9,0.9090909090909092
A-2625,-6.553787584599999,-5.682753580879393,-0.8710340037206068,0.8710340037206068,0.2611460652923007,0.4719873467136617,Low-error + high-uncertainty,536.8820000000005,10.811399999999992,0,0,30,0.8823529411764706
A-476,-1.9394650737,-0.929578927841013,-1.009886145858987,1.009886145858987,0.2416024673664082,0.438265775929017,Low-error + high-uncertainty,56.108,1.5824,0,0,0,0.5
B-3954,-1.9302,-0.929578927841013,-1.000621072158987,1.000621072158987,0.2416024673664082,0.438265775929017,Low-error + high-uncertainty,56.108,1.5824,0,0,0,0.5
F-1017,-2.06,-1.1290054468452342,-0.9309945531547659,0.9309945531547659,0.2511201825359599,0.5412090924040891,Low-error + high-uncertainty,180.163,-0.2892,1,0,2,0.125
B-4564,-4.4577,-3.8005313383732453,-0.6571686616267547,0.6571686616267547,0.2883861161377735,0.4078395566421418,Low-error + high-uncertainty,404.5030000000002,2.3524000000000003,4,0,3,0.782608695652174
B-56,0.8351000000000001,-0.212097305846198,1.0471973058461979,1.0471973058461979,0.2344176396950979,0.4444835384411419,Low-error + high-uncertainty,146.19,-0.4726999999999995,0,0,5,0.8333333333333334
C-564,-5.489999999999999,-4.617410241565241,-0.8725897584347587,0.8725897584347587,0.2582300433935736,0.470546025849778,Low-error + high-uncertainty,310.43700000000007,3.915600000000003,4,1,1,0.6190476190476191
C-163,-2.51,-1.8761978945429612,-0.6338021054570385,0.6338021054570385,0.2911565433221189,0.6194409943769816,Low-error + high-uncertainty,226.276,1.3291,1,0,5,0.7272727272727273
F-108,-2.2,-1.8582019285639613,-0.34179807143603896,0.4039992817252079,0.3228743657094794,0.7234508691533037,Low-error + high-uncertainty,236.271,1.2712,1,0,4,0.4166666666666667
B-2415,-2.1973,-1.8582019285639613,-0.3390980714360386,0.4026492817252077,0.3228743657094794,0.7234508691533037,Low-error + high-uncertainty,236.271,1.2712,1,0,4,0.4166666666666667
A-2357,-6.2877399393,-5.918774191143693,-0.3689657481563069,0.3689657481563069,0.3274448805535668,0.6445638560860951,Low-error + high-uncertainty,484.9310000000002,5.326500000000006,0,0,16,1.0
C-178,-2.25,-1.545562946713694,-0.7044370532863059,0.7044370532863059,0.280809569604408,0.6302913184235348,Low-error + high-uncertainty,224.26,1.1050999999999995,1,0,3,0.5454545454545454
A-5675,-6.9835711537,-5.881740892674948,-1.1018302610250519,1.1018302610250519,0.2248850730699118,0.5053739961565737,Low-error + high-uncertainty,480.4760000000002,4.392800000000005,5,3,6,0.0714285714285714
A-5553,-7.6647115323,-7.027817105467107,-0.6368944268328937,0.6368944268328937,0.2890008598415048,0.5652065051645563,Low-error + high-uncertainty,462.074,5.512600000000003,2,0,0,1.0
B-1506,-1.0831,-1.4052434593179894,0.3221434593179895,0.3221434593179895,0.3324371011426574,0.4701370570719425,Low-error + high-uncertainty,139.242,1.9286,2,0,0,1.0
D-1635,-3.955,-4.32205676552274,0.3670567655227405,0.3670567655227405,0.3248718816973811,0.459438221130104,Low-error + high-uncertainty,530.6580000000004,3.013800000000002,6,1,3,0.7666666666666667
B-290,0.1804,0.9179403902762839,-0.7375403902762838,0.7375403902762838,0.2732379750104717,0.38641685001517,Low-error + high-uncertainty,660.0300000000004,-3.132600000000001,1,0,12,1.0
B-1737,-0.1124,-0.46080482783793886,0.34840482783793886,0.34840482783793886,0.3269562987615992,0.6001943552773631,Low-error + high-uncertainty,176.17199999999997,-2.7965999999999984,0,0,4,0.6666666666666666
B-212,-2.079,-3.00441031125372,0.9254103112537196,0.9254103112537196,0.2468696199548863,0.4772747316693961,Low-error + high-uncertainty,313.3970000000001,1.8912,5,1,2,0.5789473684210527
B-1997,-6.3563,-6.97446688748402,0.6181668874840195,0.6181668874840195,0.2890505243424986,0.5758907748184416,Low-error + high-uncertainty,318.03,6.187900000000002,2,2,2,0.0
A-5217,1.1245149893000002,0.0417712310367925,1.0827437582632078,1.0827437582632078,0.2247265503491997,0.4389127322622392,Low-error + high-uncertainty,42.041,-0.57382,0,0,0,0.0
F-799,-4.78,-3.683281274155874,-1.0967187258441262,1.0967187258441262,0.2215704142379102,0.4246262015137474,Low-error + high-uncertainty,244.29,3.124900000000002,2,2,3,0.2666666666666666
F-443,-4.8,-4.024695293322799,-0.775304706677201,0.775304706677201,0.265677248405211,0.5257176306405915,Low-error + high-uncertainty,243.391,4.048800000000002,0,0,10,0.9285714285714286
B-810,-3.0006,-2.6499140640457077,-0.35068593595429204,0.35068593595429204,0.3241062333624613,0.6481700480560626,Low-error + high-uncertainty,230.30399999999992,2.4532000000000007,0,0,9,0.8333333333333334
A-4198,-1.7501244285000002,-1.4345499716684065,-0.3155744568315934,0.3513265553505775,0.3231810637653737,0.6008472649837417,Low-error + high-uncertainty,114.188,2.1557000000000004,0,0,5,0.8571428571428571
B-958,-3.1825,-2.4362982300616203,-0.7462017699383799,0.7462017699383799,0.2683380262333587,0.6071083374629977,Low-error + high-uncertainty,152.237,2.401700000000001,2,0,0,0.9
C-2195,-2.26,-2.1623874006968458,-0.09761259930315375,0.27921198395457286,0.3318554080457325,0.6413108015949844,Low-error + high-uncertainty,329.4220000000001,0.4633000000000009,3,0,4,0.7857142857142857
A-1934,-4.0232731502,-3.318999801380962,-0.7042733488190377,0.7042733488190377,0.2716441880576588,0.4890770316824149,Low-error + high-uncertainty,110.2,2.918800000000002,0,0,5,0.5
B-441,0.1128,-0.5622397028813111,0.6750397028813111,0.6750397028813111,0.2754819880758216,0.3895903637263301,Low-error + high-uncertainty,104.11199999999998,0.95328,1,1,0,0.0
B-4591,-2.0608,-1.2255984751564728,-0.8352015248435272,0.8352015248435272,0.2529995070879841,0.5432152743247887,Low-error + high-uncertainty,208.217,0.491,1,0,4,0.3
B-3329,-1.6688,-2.3280275848116103,0.6592275848116104,0.6592275848116104,0.2770726539602771,0.5915249200408477,Low-error + high-uncertainty,233.223,1.3475,2,1,2,0.3333333333333333
A-5899,-7.869298263099999,-8.186665568237146,0.31736730513714706,0.3796906372509547,0.3155420494337533,0.74478829473974,Low-error + high-uncertainty,828.9269999999999,9.795599999999997,7,5,8,0.0
C-128,-1.61,-1.0986667626888886,-0.5113332373111112,0.5113332373111112,0.297036035343375,0.6918244076690091,Low-error + high-uncertainty,196.206,0.3249000000000001,1,0,3,0.4444444444444444
A-3099,0.0381751458,0.12295388992963235,-0.08477874412963238,0.2800267577979455,0.3282055632837046,0.5939318703945546,Low-error + high-uncertainty,86.08999999999999,0.6471,0,0,1,0.25
C-633,-2.3,-2.2693318950741364,-0.030668104925863398,0.2500568667281996,0.3320349365201903,0.6544374935214614,Low-error + high-uncertainty,252.18599999999992,0.4219,2,1,4,0.2222222222222222
C-2598,-2.58,-3.4476909414444314,0.8676909414444316,0.8676909414444316,0.2464617084523652,0.5885297184705038,Low-error + high-uncertainty,755.9209999999996,1.9435000000000044,7,3,6,0.575
A-3083,0.0562733679,0.12295388992963235,-0.06668052202963237,0.2739940170979455,0.3282055632837046,0.5939318703945546,Low-error + high-uncertainty,86.08999999999999,0.6471,0,0,1,0.25
B-3514,-4.4191,-3.5009238501421316,-0.9181761498578688,0.9181761498578688,0.2389739729388243,0.3379602335842664,Low-error + high-uncertainty,470.48900000000026,0.4454999999999994,3,3,7,0.25
F-340,-1.67,-1.4586000866063404,-0.21139991339365954,0.3408017608066145,0.3184156065121942,0.6875671016658982,Low-error + high-uncertainty,212.249,0.9389999999999998,1,0,4,0.7
B-3950,-4.4373,-3.6868156009154203,-0.7504843990845792,0.7504843990845792,0.2611379100173732,0.5129529891168119,Low-error + high-uncertainty,112.216,3.142800000000002,0,0,5,0.75
B-4597,-1.712,-1.1484131663025043,-0.5635868336974955,0.5635868336974955,0.2868229807759639,0.6264309032476297,Low-error + high-uncertainty,210.233,0.5709000000000001,1,0,3,0.5
B-1917,-1.3429,-1.8891564009395934,0.5462564009395933,0.5462564009395933,0.2887610473159373,0.5279118098607207,Low-error + high-uncertainty,220.232,-0.3559600000000003,2,2,0,0.4
F-379,-1.61,-1.2151924341843765,-0.39480756581562354,0.39480756581562354,0.3087550717623656,0.5497458459559286,Low-error + high-uncertainty,230.289,-0.3138,1,0,4,0.6666666666666666
B-3346,-4.7626,-4.276641716109488,-0.48595828389051166,0.48595828389051166,0.2958011625837787,0.4183260158917088,Low-error + high-uncertainty,318.3790000000001,3.8389000000000033,1,1,6,0.6923076923076923
A-855,-3.7602414897,-2.859639235829659,-0.9006022538703413,0.9006022538703413,0.2384825638064368,0.4409775089143428,Low-error + high-uncertainty,230.30399999999997,3.0566000000000013,0,0,11,0.8333333333333334
C-124,-1.49,-1.1596150126399105,-0.3303849873600894,0.3927742096029829,0.3085550001141878,0.6637046717393421,Low-error + high-uncertainty,198.222,0.5489,1,0,3,0.6666666666666666
A-3091,-0.5000132962,-0.561516364474279,0.06150306827427895,0.22986990094394108,0.3307054966937056,0.6592129368077367,Low-error + high-uncertainty,302.323,0.4945999999999999,0,0,14,0.5714285714285714
A-551,-4.3112256046,-3.2512409868157732,-1.0599846177842263,1.0599846177842263,0.2149291527709124,0.5101908089467013,Low-error + high-uncertainty,128.17399999999995,2.839800000000001,2,2,0,0.0
C-689,-3.49,-2.4736234066874427,-1.0163765933125577,1.0163765933125577,0.2209484747921877,0.3124683296367618,Low-error + high-uncertainty,249.338,1.0740000000000005,2,1,1,0.2857142857142857
A-2608,-5.9549769717,-5.561604684324469,-0.39337228737553076,0.39337228737553076,0.3067770122531045,0.5378811674233024,Low-error + high-uncertainty,270.45699999999994,5.2084000000000055,0,0,9,0.9411764705882352
B-959,-2.6706,-3.497182656547162,0.8265826565471622,0.8265826565471622,0.2468155252254524,0.4609792706666664,Low-error + high-uncertainty,312.41300000000007,2.3127000000000004,6,1,2,0.5789473684210527
E-797,-0.94,-1.2833805033522951,0.3433805033522951,0.3433805033522951,0.3133559539322784,0.5880662582803806,Low-error + high-uncertainty,112.17199999999998,1.7656,1,0,0,0.8571428571428571
C-817,-3.36,-3.9067133858626275,0.5467133858626276,0.5467133858626276,0.2851437975162598,0.6812826303645774,Low-error + high-uncertainty,324.4240000000001,3.0307000000000013,5,2,4,0.45
H-556,-6.08,-5.065210900535845,-1.0147890994641544,1.0147890994641544,0.2203565781348206,0.5127638895501816,Low-error + high-uncertainty,406.9290000000001,3.689800000000001,3,0,0,0.7777777777777778
A-4874,-3.0041810563,-2.60448969222628,-0.3996913640737203,0.3996913640737203,0.3047255274333447,0.4309469736975306,Low-error + high-uncertainty,238.283,1.695,2,0,0,0.6923076923076923
B-4442,-2.64,-1.9786208573851725,-0.6613791426148277,0.6613791426148277,0.2685605423047669,0.3798019612456746,Low-error + high-uncertainty,218.256,0.5378999999999994,2,1,2,0.3333333333333333
A-2037,-5.2104276195,-4.196114802465316,-1.0143128170346836,1.0143128170346836,0.219669287096436,0.4272915382168945,Low-error + high-uncertainty,167.21099999999998,3.3211000000000013,3,3,0,0.0
G-383,-0.77,-0.45553846054825553,-0.3144615394517445,0.3144615394517445,0.3163331553987633,0.5948292712349069,Low-error + high-uncertainty,457.4320000000001,-3.1080199999999985,3,1,7,0.65
B-1792,-2.5304,-2.6499140640457077,0.11951406404570765,0.25732183299083106,0.3241062333624613,0.6481700480560626,Low-error + high-uncertainty,230.30399999999997,2.4532000000000007,0,0,9,0.8333333333333334
D-1930,-4.093999999999999,-3.3300356862534124,-0.7639643137465866,0.7639643137465866,0.2539396605475842,0.5072246299182299,Low-error + high-uncertainty,124.227,2.980100000000002,0,0,5,0.7777777777777778
B-1783,-2.4564,-3.1864853869687018,0.730085386968702,0.730085386968702,0.2585932655108371,0.4982951526368353,Low-error + high-uncertainty,157.301,3.0858000000000008,0,0,8,1.0
A-1212,-3.7601070667,-3.1670589728212666,-0.5930480938787331,0.5930480938787331,0.2772223850009573,0.5366368873950425,Low-error + high-uncertainty,158.285,3.095200000000002,0,0,6,1.0
D-1678,-2.0,-1.5047833735518896,-0.4952166264481102,0.4952166264481102,0.290680685093108,0.5049925792772036,Low-error + high-uncertainty,92.569,1.8812,0,0,1,1.0
A-5919,-7.6317322062,-6.687722515087882,-0.9440096911121183,0.9440096911121183,0.2281246723565761,0.5270214541308196,Low-error + high-uncertainty,448.8420000000005,6.502200000000005,2,0,5,0.8333333333333334
F-439,-3.35,-4.138063782639812,0.7880637826398128,0.7880637826398128,0.2492856044114597,0.4363610782783107,Low-error + high-uncertainty,243.391,3.904700000000002,0,0,9,0.9285714285714286
A-1062,-1.4450110492,-1.6491000195017538,0.20408897030175402,0.30982460423772734,0.3148336256302683,0.5655064572096831,Low-error + high-uncertainty,84.143,1.7481,1,1,0,0.0
A-2307,-4.4617795617,-3.541540224203435,-0.920239337496565,0.920239337496565,0.2294573987295061,0.3245017652701185,Low-error + high-uncertainty,434.3810000000002,1.7266999999999992,3,2,9,0.3333333333333333
A-1431,-5.0561178371,-5.134700887481952,0.07858305038195203,0.215919364817986,0.3267168280025444,0.6332105769705878,Low-error + high-uncertainty,284.4839999999999,6.044300000000006,0,0,14,0.9444444444444444
A-2629,-6.4797384219,-6.242200227941424,-0.23753819395857642,0.3089733578557494,0.3135085956049635,0.6128422369342843,Low-error + high-uncertainty,452.7200000000005,8.470800000000008,0,0,24,0.8571428571428571
F-56,-3.4,-3.377953597429963,-0.022046402570037277,0.2531384428467863,0.3211118092832865,0.5871825011025793,Low-error + high-uncertainty,265.356,2.2590000000000003,8,1,3,0.6666666666666666
B-2010,-3.3016,-2.8954249729406443,-0.4061750270593558,0.4061750270593558,0.2999284909219131,0.5877781919640834,Low-error + high-uncertainty,230.304,2.9125000000000005,0,0,10,0.8333333333333334
B-2929,-4.8772,-5.95687731032304,1.0796773103230395,1.0796773103230395,0.206561883722847,0.3906908773420046,Low-error + high-uncertainty,542.7130000000002,4.924300000000007,5,0,1,0.71875
B-1840,-2.0575,-2.9409726729908905,0.8834726729908905,0.8834726729908905,0.2336581435187927,0.4360150862159218,Low-error + high-uncertainty,285.37100000000004,2.5417000000000005,0,0,8,0.8888888888888888
A-2590,-5.354799685299999,-5.07362271109217,-0.2811769742078291,0.31046019214203974,0.3125973629313874,0.6234787871493488,Low-error + high-uncertainty,226.36,4.594000000000004,0,0,11,0.7857142857142857
B-450,-1.91,-2.9815403028691216,1.0715403028691215,1.0715403028691215,0.207324807735438,0.2932015549158508,Low-error + high-uncertainty,289.375,1.9309,3,1,4,0.5882352941176471
C-519,-1.91,-2.9815403028691216,1.0715403028691215,1.0715403028691215,0.207324807735438,0.2932015549158508,Low-error + high-uncertainty,289.375,1.9309,3,1,4,0.5882352941176471
B-2823,-1.1992,-2.2985603990599257,1.0993603990599254,1.0993603990599254,0.203181739165471,0.3633919564838241,Low-error + high-uncertainty,267.369,1.6132,1,1,9,0.6
B-512,-1.3562,-0.8941502375233541,-0.462049762476646,0.462049762476646,0.2909599797454115,0.5647423904182016,Low-error + high-uncertainty,76.52600000000001,1.4112,0,0,1,0.3333333333333333
B-1585,-6.2893,-5.417939433323493,-0.871360566676507,0.871360566676507,0.2340838283743974,0.4943814189313587,Low-error + high-uncertainty,389.32,4.452700000000001,4,0,0,0.8
