ID,scaffold_key,split
C-1570,ACYCLIC_C-1570,train
B-2202,c1ccccc1,train
E-386,ACYCLIC_E-386,train
C-1023,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,train
B-3534,O=S(=O)(c1ccccc1)C1CCCCCC1,train
A-656,c1ccccc1,train
B-1767,c1ccccc1,train
A-1407,c1ccc(Oc2ccccc2)cc1,train
B-841,ACYCLIC_B-841,train
A-5185,c1ccccc1,train
C-833,O=S(=O)(Nc1ccccc1)c1ccccc1,train
B-1642,c1c2c(cc3c1CCOC3)CCC2,train
C-710,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,train
B-4581,O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2CCC[C@H]21,train
C-553,O=C(Cc1ccccc1)OC1CC2NC(C1)C1OC21,train
A-2715,C(=Nc1ccccc1)=Nc1ccccc1,train
B-3121,c1ccc(CCCN2CCOCC2)cc1,train
B-979,C1=C[C@H]2[C@H](O[C@H]3CCCCO3)OC=C[C@H]2C1,train
F-148,ACYCLIC_F-148,train
B-292,c1ccc(-c2ccccc2-c2ccccc2)cc1,train
B-2631,c1cncnc1,train
B-3073,c1ccccc1,train
B-4222,S=[PH](Oc1ccccc1)c1ccccc1,train
A-4043,ACYCLIC_A-4043,train
F-222,c1ccc2c(c1)[nH]c1cnccc12,train
B-2936,C1CCCCC1,train
B-1003,c1ccccc1,train
C-2599,O=C1CNC(=O)C2CCC=NN2C(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N1,train
A-1121,O=C1c2ccccc2C(=O)c2c(NS(=O)(=O)c3ccccc3)cccc21,train
B-3345,C1CCCC1,train
A-555,ACYCLIC_A-555,train
C-1582,C1=CCCCC1,train
B-3938,ACYCLIC_B-3938,train
B-214,c1ccc(C(c2ccccc2)c2ccccc2)cc1,train
B-1312,c1ccccc1,train
A-2747,O=P(OCc1ccccc1)(OCc1ccccc1)OP(=O)(OCc1ccccc1)OCc1ccccc1,train
F-166,ACYCLIC_F-166,train
A-4446,c1ccccc1,train
B-1057,c1ccccc1,train
C-463,c1ccc(C(CCN2CCCCC2)C2CCCCC2)cc1,train
B-2780,c1ccccc1,train
C-170,c1ccccc1,train
B-4514,c1ccccc1,train
B-1552,C1CCCNCC1,train
B-3060,c1ccccc1,train
B-1728,c1ccc(Oc2ccccc2)cc1,train
E-791,c1ccccc1,train
F-852,O=C(c1ccccc1)c1ccsc1,train
A-1112,ACYCLIC_A-1112,train
B-1099,ACYCLIC_B-1099,train
B-4144,c1ccccc1,train
A-5077,O=C1CC[C@@H]2C1CC[C@@H]1C3=C(CC=CC3)CC[C@H]12,train
C-2257,O=c1nc(NS(=O)(=O)c2ccccc2)cc[nH]1,train
C-1982,c1ccc(-c2ccccc2)cc1,train
C-731,c1ccccc1,train
B-1319,O=c1cc[nH]c2ccccc12,train
B-2539,c1ccccc1,train
C-2488,O=S1(=O)CCCc2ccsc21,train
B-3467,O=C(NCc1ccccc1)c1ccn[nH]1,train
B-230,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,train
A-5048,ACYCLIC_A-5048,train
A-2734,ACYCLIC_A-2734,train
C-1766,O=C1CCC2C(CCC3C4CCCC4CCC23)C1,train
C-1948,c1ccccc1,train
E-349,ACYCLIC_E-349,train
C-1048,O=C(Nc1ncccn1)NS(=O)(=O)c1ccccc1,train
B-2653,c1ccc(Oc2ccccc2)cc1,train
H-482,c1ccccc1,train
C-2045,O=C1COC(=O)N1c1ccccc1,train
C-196,c1ccc2[nH]ccc2c1,train
D-2100,c1ccc(Oc2nc3ccccc3s2)cc1,train
A-554,C1=CCCCC1,train
B-785,c1ccc(-c2ccccc2)cc1,train
C-431,c1ccccc1,train
A-4115,c1ccccc1,train
A-2096,c1ccc(Nc2ccccc2)cc1,train
A-1002,ACYCLIC_A-1002,train
B-2468,ACYCLIC_B-2468,train
C-1035,c1ccc(Oc2nc3ccccc3s2)cc1,train
A-4474,ACYCLIC_A-4474,train
A-1227,ACYCLIC_A-1227,train
C-2118,O=C(Cc1ccccc1)NCc1ccncc1,train
B-3984,C1=CCC=C1,train
B-4083,c1ccc(-c2ccccc2)cc1,train
A-4145,ACYCLIC_A-4145,train
B-3963,c1ccc2n[nH]nc2c1,train
C-1479,c1ccccc1,train
A-3284,ACYCLIC_A-3284,train
A-5477,O=C1c2ccccc2-c2ccc3c4ccc5c6c(ccc(c7ccc1c2c73)c64)C(=O)c1ccccc1-5,train
B-346,O=C1CCCCO1,train
B-1754,c1ccccc1,train
A-545,ACYCLIC_A-545,train
B-371,O=C(OC(=O)c1ccccc1)c1ccccc1,train
F-580,O=C(c1ccco1)c1no[nH+]c1C(=O)c1ccco1,train
B-2297,ACYCLIC_B-2297,train
A-1776,c1ccccc1,train
C-1880,O=c1cnc2c(=O)[nH]cnc2[nH]1,train
B-1010,c1ccc2c(c1)CCN2,train
G-885,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,train
C-2581,O=C(OC1CCC2CC3c4[nH]c5ccccc5c4CCN3CC2C1)c1ccccc1,train
C-2431,O=S(=O)(Nc1ccccc1)c1ccccc1,train
F-130,ACYCLIC_F-130,train
A-4466,C1=CCCCC1,train
B-2331,ACYCLIC_B-2331,train
E-291,ACYCLIC_E-291,train
A-1933,ACYCLIC_A-1933,train
B-3325,ACYCLIC_B-3325,train
B-1961,ACYCLIC_B-1961,train
F-1141,c1ccc2c(CCOC3CCCCO3)cccc2c1,train
A-4287,ACYCLIC_A-4287,train
F-752,C1=CC2C3Cc4ccccc4C2(C=C1)CCN3,train
B-1924,c1ccccc1,train
B-726,ACYCLIC_B-726,train
A-156,C1CCCCC1,train
A-3725,c1ccccc1,train
B-3717,c1ccccc1,train
B-2470,c1ccccc1,train
E-673,c1ccccc1,train
C-1619,ACYCLIC_C-1619,train
B-2223,ACYCLIC_B-2223,train
B-3701,c1ccccc1,train
B-3069,c1c[nH]cn1,train
F-721,c1ccc2nc3ccccc3cc2c1,train
A-3530,c1ccccc1,train
A-3804,ACYCLIC_A-3804,train
F-239,ACYCLIC_F-239,train
C-1700,c1ccccc1,train
B-909,c1ccccc1,train
B-2004,ACYCLIC_B-2004,train
B-1693,ACYCLIC_B-1693,train
A-1694,c1ccccc1,train
F-907,O=S(=O)(c1ccccc1)c1ccsc1,train
A-1231,O=c1nc(-c2cccc(S(=O)(=O)N3CCNCC3)c2)[nH]n2cncc12,train
C-267,c1ccccc1,train
A-2908,ACYCLIC_A-2908,train
B-4530,c1ccc(-c2ccccc2)cc1,train
C-2137,O=C(CC1=CCC=CC1)NC1C(=O)N2C=CCSC12,train
B-2644,c1ccccc1,train
B-2009,c1ccc(Oc2ccccc2)cc1,train
G-1037,S=C1Nc2ccccc2Nc2ncccc21,train
A-3527,O=C1CCCCO1,train
D-1401,ACYCLIC_D-1401,train
A-2019,c1ccc(C2(c3ccccc3)CCCCC2)cc1,train
B-191,ACYCLIC_B-191,train
B-911,c1ccccc1,train
A-3398,ACYCLIC_A-3398,train
A-4379,ACYCLIC_A-4379,train
A-4401,O=C1COc2ccccc2OC1,train
B-2460,c1ccc(Oc2ccccc2)cc1,train
A-2598,c1ccccc1,train
A-3128,c1ccccc1,train
B-1083,c1ccccc1,train
B-4204,c1ccccc1,train
C-251,c1ccccc1,train
B-2161,ACYCLIC_B-2161,train
B-3526,O=S(=O)(c1ccccc1)C1CC1,train
A-4649,c1ccc(-c2ccccc2)cc1,train
B-4217,c1ccccc1,train
A-4377,c1ccccc1,train
E-601,C1=CC2C3Cc4cccc5c4C2(CCN3)C(C1)O5,train
A-5307,ACYCLIC_A-5307,train
C-322,c1ccccc1,train
B-3368,ACYCLIC_B-3368,train
B-4058,ACYCLIC_B-4058,train
F-494,c1ccccc1,train
A-3201,c1ccccc1,train
C-183,O=C1NC(=S)NC(=O)C12CCCCC2,train
B-2285,c1ccc(Oc2ccccc2)cc1,train
B-3860,ACYCLIC_B-3860,train
B-1320,c1ccccc1,train
E-579,c1ccccc1,train
A-5000,ACYCLIC_A-5000,train
F-1115,c1ccccc1,train
A-4119,ACYCLIC_A-4119,train
A-2057,ACYCLIC_A-2057,train
C-1318,c1ccccc1,train
A-1237,c1ccccc1,train
A-3407,c1ccc2ncccc2c1,train
B-1543,ACYCLIC_B-1543,train
C-206,c1ccccc1,train
B-4555,c1ccccc1,train
G-877,O=C1CN(N=Cc2ccco2)C(=O)N1,train
C-653,O=C1CN(/N=C/c2ccco2)C(=O)N1,train
F-1159,O=C1Nc2ccccc2C(=O)N2CCCC12,train
C-1379,c1ccccc1,train
B-4643,ACYCLIC_B-4643,train
D-1387,C1CCCCC1,train
F-232,ACYCLIC_F-232,train
C-843,O=S(=O)(Nc1ccccc1)c1ccccc1,train
C-2589,O=C(CCCNC(=O)C(Cc1c[nH]cn1)NC(=O)CCc1ccccc1)NCC(=O)NCc1ccccn1,train
B-3901,ACYCLIC_B-3901,train
B-3188,c1ccccc1,train
A-5520,O=C1c2ccccc2C(=O)c2c(Nc3ccccc3)ccc(Nc3ccccc3)c21,train
A-5019,ACYCLIC_A-5019,train
B-3619,c1ccccc1,train
A-690,O=C1c2ccccc2C(=O)C1c1ccc2ccccc2n1,train
B-1926,c1ccc(Oc2ccccc2)cc1,train
C-54,ACYCLIC_C-54,train
A-3434,C1CCOCC1,train
B-1009,O=C1C=CC=C/C1=C/NNC(=O)c1ccncc1,train
A-1956,S=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,train
B-2797,c1ccccc1,train
A-2552,ACYCLIC_A-2552,train
B-4400,c1ccccc1,train
B-1466,ACYCLIC_B-1466,train
A-329,C(=NC=NCCCCCCN=CN=CNc1ccccc1)Nc1ccccc1,train
B-2601,c1ccc(-c2ccccc2)cc1,train
A-56,ACYCLIC_A-56,train
B-4316,ACYCLIC_B-4316,train
E-396,c1ccoc1,train
G-1127,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,train
C-1347,c1ccc2ncccc2c1,train
A-3385,ACYCLIC_A-3385,train
B-387,ACYCLIC_B-387,train
A-3133,ACYCLIC_A-3133,train
F-1023,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,train
A-4589,O=C1c2ccccc2C(=O)c2c(NS(=O)(=O)c3ccccc3)cccc21,train
C-2554,O=c1ccn(-c2ccccc2)c2nc(N3CC4CC4C3)ccc12,train
B-2638,c1cnc2ncncc2n1,train
A-4465,ACYCLIC_A-4465,train
B-28,ACYCLIC_B-28,train
A-1091,c1ccccc1,train
B-3161,c1ccc(Oc2ccccn2)cc1,train
B-3113,c1ccc(Oc2ccccc2)cc1,train
C-1847,c1c[nH]cn1,train
B-4342,c1ccccc1,train
A-3123,c1ccccc1,train
F-1103,c1ccc(Nc2ncnc3cc4[nH]ccc4cc23)cc1,train
C-566,c1ccc(N=Nc2cccnc2)cc1,train
A-692,C1CCC([SiH2]C2CCCC2)C1,train
C-2467,c1ccccc1,train
B-485,ACYCLIC_B-485,train
A-1452,ACYCLIC_A-1452,train
A-229,c1ccccc1,train
A-832,O=C1CCCCO1,train
A-5065,O=C1CN=C(c2ccccc2)c2ccccc2N1,train
F-427,c1ccccc1,train
B-4150,c1ccc(Oc2ccccc2)cc1,train
B-3042,ACYCLIC_B-3042,train
C-1903,c1ccccc1,train
A-4907,O=c1[nH]c(=O)c2ccccc2[nH]1,train
B-1603,ACYCLIC_B-1603,train
B-2387,c1ccccc1,train
B-2922,C1CCCCC1,train
B-334,c1ccccc1,train
A-5386,C1CNCCN1,train
B-3218,c1ccccc1,train
B-3529,c1ccc(-c2ccccc2)cc1,train
C-2453,O=S(=O)(Nc1nncs1)c1ccccc1,train
C-376,c1ccc(-c2ccccc2)cc1,train
B-938,c1ccccc1,train
B-4050,ACYCLIC_B-4050,train
C-1802,c1ccccc1,train
C-2001,O=c1ccn(C2CCCO2)c(=O)[nH]1,train
B-2915,c1ccccc1,train
B-3400,c1ccc(Oc2ccccc2)cc1,train
B-2158,O=c1ccocc1,train
D-1930,ACYCLIC_D-1930,train
B-327,c1ccccc1,train
F-1085,O=c1ccn(C2CC2)c2cc(N3CCC3)ccc12,train
A-2470,O=C1CCC2[C@@H](CC[C@H]3[C@@H]4CCCC4CC[C@H]23)C1,train
A-857,C1CC2OC23CC2CCC3(C1)C2,train
C-1136,c1c[nH]cn1,train
B-1766,c1ccccc1,train
E-356,ACYCLIC_E-356,train
A-5537,C1CCCCCCCCCCC1,train
E-672,ACYCLIC_E-672,train
F-903,O=C(c1ccccc1)c1ccsc1,train
F-853,O=C(c1ccccc1)c1ccsc1,train
E-368,ACYCLIC_E-368,train
B-4524,c1ccccc1,train
A-1934,ACYCLIC_A-1934,train
B-2411,c1ccccc1,train
B-493,ACYCLIC_B-493,train
B-4278,c1ccc(-c2ccccn2)nc1,train
C-1976,c1ccccc1,train
B-3106,c1ccccc1,train
B-3107,c1ccccc1,train
A-425,O=C(OCCOC(=O)c1ccccc1)c1ccccc1,train
E-1280,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,train
F-233,O=P12OCC(CO1)CO2,train
B-915,O=C(/C=C/c1ccccc1)OC1CCCCC1,train
C-1067,c1ccc(NCc2cnc3ncncc3n2)cc1,train
A-29,C=C1CC=CCC1,train
B-3402,c1ccc(Oc2ccccn2)cc1,train
A-3196,ACYCLIC_A-3196,train
B-2887,c1cncnc1,train
F-360,c1cnc(Oc2cc[nH]n2)nc1,train
C-1944,c1cnccn1,train
C-1608,c1ccccc1,train
B-4488,O=C1CCC2(CC1)Oc1ccccc1C2=O,train
A-5702,ACYCLIC_A-5702,train
B-2383,ACYCLIC_B-2383,train
C-175,c1ccccc1,train
B-2928,O=C1O[C@H]2CC(CC=CCC/C=C/C=C3\CO[C@@H]4CC=C[C@@H]1C34)O[C@@]1(CCCCO1)C2,train
A-3404,ACYCLIC_A-3404,train
A-2089,c1ccccc1,train
B-2704,c1ccc(Oc2ccccc2)cc1,train
B-4536,c1ccccc1,train
F-443,ACYCLIC_F-443,train
B-3713,c1ccccc1,train
B-1277,ACYCLIC_B-1277,train
A-3209,c1ccccc1,train
B-2155,c1ccccc1,train
A-54,c1ccccc1,train
A-2046,ACYCLIC_A-2046,train
A-2548,O=C(c1ccccc1)c1ccccc1,train
C-437,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,train
A-494,c1ccccc1,train
B-1167,ACYCLIC_B-1167,train
A-1994,ACYCLIC_A-1994,train
B-4497,O=C1CC2OCC=C3CN4CC[C@]56c7ccccc7N1C5[C@H]2[C@H]3C[C@H]46,train
F-631,c1ccccc1,train
A-1420,C1CCC2=C(C1)CCCC2,train
B-1019,O=C(OC1CCNCC1)c1ccccc1,train
F-93,O=C1CC(=O)NC=N1,train
C-2435,O=C(Nc1ncncn1)NS(=O)(=O)c1ccccc1,train
G-1079,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,train
C-987,O=c1oc2ccccc2c2c1C(c1ccccc1)CCO2,train
B-4167,c1ccccc1,train
A-1715,C1CCCCC1,train
A-3181,c1ccccc1,train
B-284,O=C1CC(=O)c2ccccc21,train
A-3547,c1ccccc1,train
A-752,c1ccccc1,train
A-3193,ACYCLIC_A-3193,train
B-995,O=C1C=CC(=O)N1,train
B-3664,c1ccccc1,train
C-179,C1CCCC1,train
B-1414,ACYCLIC_B-1414,train
A-3389,C1CCCCC1,train
A-2283,O=c1n(C[C@@H]2CO2)c(=O)n(C[C@@H]2CO2)c(=O)n1C[C@@H]1CO1,train
B-2344,ACYCLIC_B-2344,train
I-65,c1ccc(/N=N/c2cccnc2)cc1,train
F-804,O=c1cccc[nH]1,train
C-609,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,train
C-1060,O=C(Nc1nccs1)C1=Cc2ccccc2S(=O)(=O)N1,train
B-1726,c1ccnnc1,train
A-2869,ACYCLIC_A-2869,train
C-1027,c1ccc2c(c1)Sc1ccccc1N2CCC1CCCCN1,train
F-474,c1ccc(Oc2ccccc2)cc1,train
A-168,ACYCLIC_A-168,train
B-2876,ACYCLIC_B-2876,train
B-1882,O=C(Cc1ccccc1)c1ccccc1,train
F-197,ACYCLIC_F-197,train
B-2181,c1ccoc1,train
C-545,O=C1NC(=O)C(c2ccccc2)C(=O)N1,train
A-679,O=c1[nH]ncn1-c1ccc(N2CCN(c3ccccc3)CC2)cc1,train
B-793,c1ccccc1,train
A-14,O=C(c1ccccc1)c1ccccc1,train
B-2783,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1cccc(-c2ccccc2)c1,train
A-3739,ACYCLIC_A-3739,train
B-3219,c1ccc(-c2cc[nH]c2)cc1,train
B-3382,O=C(Nc1ncncn1)NS(=O)(=O)c1ccccc1,train
B-3975,c1ccoc1,train
A-4959,O=c1[nH]c(=O)c2ccccc2[nH]1,train
B-2903,c1ccccc1,train
D-267,c1ccccc1,train
B-420,c1ccccc1,train
A-5084,C1CC[C@@H](OC2CCCO2)OC1,train
C-1687,c1cncnc1,train
A-1133,O=C1CCC2[C@@H](CC[C@H]3[C@@H]4CCCC4CC[C@H]23)C1,train
D-101,ACYCLIC_D-101,train
B-4407,ACYCLIC_B-4407,train
B-1104,c1cncnc1,train
B-4315,ACYCLIC_B-4315,train
E-678,c1ccccc1,train
B-3479,ACYCLIC_B-3479,train
A-868,C1=CCCCC1,train
C-1878,O=c1[nH]c2cncnc2[nH]c1=O,train
B-3067,ACYCLIC_B-3067,train
B-2427,c1ccc2c(c1)OCCOCCOc1ccccc1OCCOCCO2,train
A-3702,O=C1CCCCC1,train
B-4059,ACYCLIC_B-4059,train
C-922,O=S(=O)(Nc1ccccc1)c1ccccc1,train
E-846,ACYCLIC_E-846,train
C-1996,c1ccc(-c2ccccc2)cc1,train
A-3469,C1CCOC1,train
B-2859,ACYCLIC_B-2859,train
B-434,C1=CCC=CC1,train
B-2847,c1ccc2ncccc2c1,train
A-3889,C1CCNCC1,train
A-3186,ACYCLIC_A-3186,train
A-1519,O=C1C=C2CC[C@H]3[C@@H]4CCC(=O)C4CC[C@@H]3C2CC1,train
A-886,O=C1c2cccc3cccc(c23)C(=O)N1c1ccccc1,train
A-4472,O=C1CN=C(c2ccccn2)N1,train
B-1606,ACYCLIC_B-1606,train
A-2901,C1CCCCC1,train
A-1904,c1ccccc1,train
C-2267,O=C(Nc1ccccc1)Nc1ccccc1,train
A-862,ACYCLIC_A-862,train
F-1083,O=c1ccn(C2CC2)c2cc(N3CCC3)ccc12,train
C-1112,c1ccccc1,train
I-94,O=c1oc2ccccc2cc1Cc1ccccc1,train
B-2206,c1ccccc1,train
B-4076,c1ccc(-c2ccccc2)cc1,train
E-923,ACYCLIC_E-923,train
B-162,ACYCLIC_B-162,train
B-1004,C1CCOCC1,train
C-1184,c1ccccc1,train
B-1222,c1ccc2nc3ccccc3cc2c1,train
B-2480,ACYCLIC_B-2480,train
A-485,c1ccccc1,train
G-1066,C1CCC(OC2CCCO2)OC1,train
F-778,c1ccccc1,train
E-369,ACYCLIC_E-369,train
A-1939,C1CCCCC1,train
B-2059,c1ccccc1,train
B-65,C1CC[C@@H](OC2CCCO2)OC1,train
B-4253,c1ccccc1,train
A-4291,ACYCLIC_A-4291,train
F-703,c1ccc2c(CC3CC4CCN3CC4)ccnc2c1,train
C-1159,c1c[nH]cn1,train
B-2681,c1ccccc1,train
B-3513,O=C(c1ccccc1)c1cnoc1C1CC1,train
C-2046,c1ccc(Cn2ccnn2)cc1,train
B-3742,c1ccccc1,train
E-1129,ACYCLIC_E-1129,train
F-739,c1ccccc1,train
B-2636,ACYCLIC_B-2636,train
B-682,c1ccccc1,train
B-1616,c1ccccc1,train
B-1984,ACYCLIC_B-1984,train
B-945,ACYCLIC_B-945,train
A-5015,C1=CC2C3C=CC(C3)C2C1,train
B-1663,c1ccc2c(c1)CCC2,train
A-884,C=C1C2CCCC1CCC2,train
A-1255,O=S(=O)(OCC1OCC2OCOC21)c1ccccc1,train
A-5918,O=C(CN=Nc1ccc(-c2ccc(N=NCC(=O)Nc3ccccc3)cc2)cc1)Nc1ccccc1,train
C-1979,O=C1NC(=S)NC(=O)C1c1ccccc1,train
A-32,c1ccccc1,train
C-88,C1CCCCC1,train
F-792,c1ccc2[nH]ccc2c1,train
H-197,ACYCLIC_H-197,train
F-524,c1ccccc1,train
B-3927,ACYCLIC_B-3927,train
C-1524,O=C(CC(NC(=O)c1ccccc1)c1ccccc1)OC1C=C2CC(=O)C3CCC4OCC4C3C(OC(=O)c3ccccc3)C(C2)C1,train
B-3828,ACYCLIC_B-3828,train
A-9,c1cc(N(CC2CO2)CC2CO2)ccc1Cc1ccc(N(CC2CO2)CC2CO2)cc1,train
F-418,c1ccccc1,train
B-3607,c1ccccc1,train
C-696,O=C(c1ccccc1)c1ccc[nH]1,train
B-1509,O=C(NNC(=O)c1ccccc1)c1ccccc1,train
F-175,ACYCLIC_F-175,train
A-1120,c1ccc2c(c1)CCC2,train
A-1508,c1ccccc1,train
B-4284,c1ccc2cnccc2c1,train
A-5069,c1ccc(Nc2cccc3ccccc23)cc1,train
B-670,ACYCLIC_B-670,train
E-872,C1CCCC1,train
F-317,c1ccccc1,train
C-1632,O=c1cc[nH]c(=O)[nH]1,train
C-1718,c1ccccc1,train
B-400,ACYCLIC_B-400,train
B-3116,C1=CCCCCCC1,train
B-1190,ACYCLIC_B-1190,train
F-723,c1ccc2nc3ccccc3cc2c1,train
A-4567,c1ccccc1,train
B-1160,c1ncc2ncn([C@H]3CCCO3)c2n1,train
C-1040,O=S1(=O)NCNc2ccccc21,train
C-919,C1=Nc2ccccc2C(c2ccccc2)=[NH+]C1,train
A-5097,ACYCLIC_A-5097,train
B-1461,ACYCLIC_B-1461,train
A-5067,O=C1CCC2C1CCC1C3=C(CC=CC3)CCC12,train
B-1633,c1ccccc1,train
C-2087,O=C1C=CC2C3Cc4ccccc4C2(CCN3)C1,train
A-5328,O=C(NCNC(=O)NC1NC(=O)NC1=O)NC1NC(=O)NC1=O,train
C-2450,c1ccc(-c2conc2-c2ccccc2)cc1,train
C-1190,O=c1cc[nH]c(=O)[nH]1,train
C-1717,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,train
B-1306,ACYCLIC_B-1306,train
F-596,c1ccccc1,train
A-427,C1CCCCC1,train
B-1677,c1ccccc1,train
B-1326,c1ccccc1,train
A-2012,c1ccc(C(c2ccccc2)c2ccccc2)cc1,train
B-2247,O=C(Nc1ccccc1)c1ccccc1,train
B-1221,C1CCNCC1,train
B-2327,c1ccccc1,train
A-5497,ACYCLIC_A-5497,train
B-3551,ACYCLIC_B-3551,train
A-871,O=C1CCCC1CCC1CC=CCC1,train
A-4436,c1ccccc1,train
A-883,C1CCCCCCCCCCC1,train
B-891,c1ccccc1,train
B-2365,ACYCLIC_B-2365,train
A-4493,ACYCLIC_A-4493,train
E-92,ACYCLIC_E-92,train
A-3519,c1ccccc1,train
A-1274,c1ccccc1,train
B-3785,c1ccccc1,train
B-3172,ACYCLIC_B-3172,train
E-892,c1ccccc1,train
B-1213,ACYCLIC_B-1213,train
D-1660,ACYCLIC_D-1660,train
A-1961,c1ccccc1,train
B-2652,c1ccc(Oc2ccccc2)cc1,train
D-1761,c1ccccc1,train
B-125,c1cnc2c(c1)ccc1cccnc12,train
B-2536,C1=C[C@H]2CCC[C@H]2[C@H](O[C@H]2CCCCO2)O1,train
F-904,O=C(c1ccccc1)c1ccsc1,train
B-232,ACYCLIC_B-232,train
A-5462,c1ccccc1,train
B-3690,c1ccccc1,train
A-2658,ACYCLIC_A-2658,train
G-267,c1ccccc1,train
A-2378,c1cc(OCC2CO2)ccc1Cc1ccc(OCC2CO2)cc1,train
B-724,ACYCLIC_B-724,train
B-1638,c1ccccc1,train
C-1853,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,train
E-17,ACYCLIC_E-17,train
C-1836,c1cnc2ncncc2n1,train
B-2490,c1ccccc1,train
A-3387,ACYCLIC_A-3387,train
B-2281,c1ccccc1,train
A-451,c1ccccc1,train
C-1276,c1ccccc1,train
C-2131,c1ccc(N2CC2)cc1,train
B-3185,c1ccc(Oc2ccccc2)cc1,train
A-3518,c1ccccc1,train
D-1821,c1ccccc1,train
G-1107,c1ccccc1,train
B-3284,C(=Cn1cncn1)c1ccccc1,train
B-3528,O=S(=O)(Nc1ccccc1)c1nc2ccncn2n1,train
B-85,c1ccccc1,train
B-2829,ACYCLIC_B-2829,train
A-3294,c1ccccc1,train
E-602,ACYCLIC_E-602,train
B-4505,O=C(NC1CCCCC1)NS(=O)(=O)c1ccccc1,train
F-749,c1ccccc1,train
B-1887,c1ccccc1,train
A-662,c1ccccc1,train
F-1176,c1ccc2c(CC3CC4CCN3CC4)ccnc2c1,train
F-891,C1CCCCCC1,train
B-1775,c1ccc(Oc2ccccc2)cc1,train
C-2054,c1ccccc1,train
E-919,c1ccccc1,train
A-3539,ACYCLIC_A-3539,train
A-622,c1ccccc1,train
F-1188,c1ccc2c(CC3CC4CCN3CC4)ccnc2c1,train
F-352,c1ccccc1,train
B-2778,c1ccccc1,train
D-1776,O=C1C=C2C=C[C@H]3[C@@H]4CCCC4CC[C@@H]3C2CC1,train
B-2721,ACYCLIC_B-2721,train
B-499,ACYCLIC_B-499,train
C-177,C1CCCCC1,train
B-3810,c1ccccc1,train
F-171,ACYCLIC_F-171,train
A-4914,O=P12OB(O1)O2,train
B-771,c1ccc2ncccc2c1,train
G-959,O=C1NC(=O)C2C=CC=CC12,train
B-3505,c1ccccc1,train
A-2367,c1ccc(C2CCCCC2)cc1,train
C-2356,O=c1cc[nH]c2cc(N3CCNCC3)ccc12,train
E-138,ACYCLIC_E-138,train
G-514,ACYCLIC_G-514,train
F-586,c1ccccc1,train
C-1931,c1ccccc1,train
B-1349,c1ccccc1,train
C-1791,c1ccccc1,train
B-1773,c1ccccc1,train
F-1089,O=c1ccn(C2CC2)c2cc(N3CCC3)ccc12,train
F-591,c1ccccc1,train
A-2514,C1CCC2CCCCC2C1,train
C-1512,O=C(NC(=O)c1ccccc1)Nc1ccccc1,train
A-4326,ACYCLIC_A-4326,train
C-2097,c1ccc2c3c(ccc2c1)C1CCCC1CC3,train
A-1927,ACYCLIC_A-1927,train
A-3741,ACYCLIC_A-3741,train
A-2505,c1ccccc1,train
A-1105,O=C1C=C2CC[C@@H]3[C@H](CCC4CCC[C@H]43)[C@H]2CC1,train
B-1352,ACYCLIC_B-1352,train
F-928,c1ccccc1,train
F-465,c1ccccc1,train
C-1834,O=c1cc[nH]c(=O)[nH]1,train
B-2767,c1ccccc1,train
A-843,O=C1C=CC(=O)N1Cc1cccc(CN2C(=O)C=CC2=O)c1,train
B-1403,ACYCLIC_B-1403,train
B-1840,ACYCLIC_B-1840,train
B-1918,c1ccccc1,train
C-33,ACYCLIC_C-33,train
C-273,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,train
C-2582,O=c1oc2ccccc2cc1C(CCc1ccc(-c2ccccc2)cc1)c1ccccc1,train
B-1124,ACYCLIC_B-1124,train
A-1392,ACYCLIC_A-1392,train
B-1384,ACYCLIC_B-1384,train
F-658,c1ccccc1,train
B-1440,C1=CCCCC1,train
A-5649,O=c1[nH]c(=O)c2ccc3c4ccccc4sc4ccc1c2c43,train
B-135,O=C1C=C2CC[C@@H]3[C@H](CCC4CCC[C@H]43)[C@H]2CC1,train
B-4131,c1ccccc1,train
A-2535,c1ccc(Oc2ccccn2)cc1,train
A-5082,ACYCLIC_A-5082,train
B-638,ACYCLIC_B-638,train
F-668,C1OCC(C2CC3OCOC3O2)O1,train
A-3533,c1ccccc1,train
A-285,ACYCLIC_A-285,train
A-5388,ACYCLIC_A-5388,train
E-1240,C1=CC2CCC1C2,train
