repetition,seed,ID,scaffold,observed_solubility,predicted_solubility,rdkit_molwt_value,rdkit_molwt_shap,rdkit_mollogp_value,rdkit_mollogp_shap,rdkit_ring_count_value,rdkit_ring_count_shap,rdkit_aromatic_rings_value,rdkit_aromatic_rings_shap,rdkit_rotatable_bonds_value,rdkit_rotatable_bonds_shap,rdkit_fraction_csp3_value,rdkit_fraction_csp3_shap
3,102,B-2520,c1ccccc1,-2.3853,-1.83325006973775,199.122,-0.17874376634428848,0.7907999999999997,1.6605700897608877,1,0.15983230109901417,1,-0.01465261200161679,2,-0.07389096236201705,0.0,-0.4473184648853232
3,102,A-3047,c1ccccc1,-3.0533857998,-3.6473304537224074,147.00399999999996,0.30608941011816526,2.9934000000000003,-0.6677397843492355,1,0.0996519813301437,1,0.0010730656225079337,0,-0.12152079816540683,0.0,-0.32583767327417285
3,102,A-2000,O=C(Nc1cccc2c(=O)c3c(ccc4c5cc(NC(=O)c6ccccc6)c6c(=O)c7ccccc7c(=O)c6c5[nH]c43)c(=O)c12)c1ccccc1,-5.647161854,-5.198032621045695,665.6610000000003,-0.3222550874726207,6.754900000000005,-2.9417462495254867,9,0.6904533968263177,9,0.4614843289771734,4,0.13159378303762592,0.0,-0.27851613788429475
3,102,B-4489,O=C1CC(=O)N(c2ccccc2)N1c1ccccc1,-3.7329,-4.225180613021226,324.38000000000005,-0.332312958362409,3.493400000000002,-0.876706071961771,3,-0.14899401856227587,2,0.04706686998200034,5,0.05025862457461553,0.2631578947368421,-0.025446403686981044
3,102,A-563,c1ccccc1,-2.3999022404,-2.04539010732108,150.177,0.31215565366146564,1.8633,0.7466123447758118,1,0.0905583383960771,1,0.005199102195038475,2,-0.056093302902475266,0.2222222222222222,-0.20477558844259117
3,102,A-5005,O=C1C=C2C=CC3C(CCC4C3CCC43CCC(=O)O3)C2CC1,-4.1007061575,-5.546534762698658,340.46300000000014,-0.3264568709312007,4.370100000000003,-1.9295247025986357,5,-0.145254517325651,0,0.005306317607691386,0,-0.3487862597903958,0.7272727272727273,0.1372279253439328
3,102,A-4815,c1ccccc1,-2.5639664909,-2.160363041626668,157.55599999999998,0.27922857279883817,2.2482000000000006,0.5236312636084623,1,0.1700840138164283,1,0.009424130872146904,1,0.08173774509991401,0.0,-0.2854221128180504
3,102,B-269,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,-3.8202,-4.381892968773047,330.468,-0.3608110657985075,3.694300000000003,-1.1438515528353022,4,-0.1793990336611666,0,0.01757174321537883,1,-0.015883832859277087,0.8095238095238095,0.23952742817023057
3,102,B-1869,c1ccc(Oc2ccccc2)cc1,-3.2286,-3.6766132791766375,186.21,0.20474245052634218,3.1845000000000017,-0.5864625444801003,2,-0.08705013762877332,2,0.07753054875759999,2,-0.047523252601239,0.0,-0.29880368874605673
3,102,A-756,c1ccccc1,-2.5992568252,-1.9785416413428443,181.147,0.24930706465163005,1.5200999999999998,1.1876791730776624,1,0.11426105541699313,1,-0.007909053075229827,2,-0.05970790802322958,0.125,-0.5231253183862623
3,102,C-433,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,-3.82,-4.381892968773047,330.468,-0.3608110657985075,3.694300000000003,-1.1438515528353022,4,-0.1793990336611666,0,0.01757174321537883,1,-0.015883832859277087,0.8095238095238095,0.23952742817023057
3,102,H-268,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,-3.82,-4.381892968773047,330.46800000000013,-0.3608110657985075,3.694300000000003,-1.1438515528353022,4,-0.1793990336611666,0,0.01757174321537883,1,-0.015883832859277087,0.8095238095238095,0.23952742817023057
3,102,B-362,c1ccccc1,-2.3202,-1.7086828878227474,166.176,0.27657808345064294,1.5163,1.1609282138742523,1,0.10442517592444048,1,-0.0032070681897437446,3,-0.06195452085574429,0.2222222222222222,-0.24640611702218726
3,102,B-1989,C1=Cc2ccccc2CC1,-2.7939,-2.54304141662696,174.199,0.2764561163691752,2.1008,0.5558182583859234,2,-0.22500026495556485,1,-0.005265955668724865,1,0.05758241223274107,0.1818181818181818,-0.2635853279861005
3,102,A-1145,c1ccccc1,-2.8569254583,-2.812800758217992,214.35899999999995,-0.011127476085598092,2.6032200000000003,0.05115891137212338,1,0.08991498417659333,1,0.022604567257626735,2,-0.0335967878795007,0.3333333333333333,0.007291697945169967
3,102,B-3100,c1ccccc1,-2.2373,-1.6930304814065165,207.229,-0.1034882001796962,0.9794999999999998,1.4207805628959653,1,0.12917524635301064,1,0.01562856582608198,4,-0.04700365519456092,0.2727272727272727,-0.16907634610291006
3,102,B-3642,c1ccccc1,-3.2102,-3.716970287890199,191.455,0.25227312285591785,3.102500000000001,-0.6533823643424647,1,0.10382270962279233,1,-0.0010270165834439732,0,-0.14305443589755565,0.0,-0.33655564854103664
3,102,B-2603,c1ccc2scnc2c1,-3.2803,-4.407317203201637,238.362,-0.019503804852093347,3.5601800000000017,-1.0292012543130946,2,-0.07636192402607449,2,0.07829160357095163,3,-0.008212295523695316,0.1111111111111111,-0.41328287305322714
3,102,B-4572,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,-3.9505,-4.743247051569863,302.4580000000001,-0.008478590448134602,4.269300000000004,-1.6933661427554245,4,-0.1603548315029772,0,0.02403844706503674,0,-0.26594070624010624,0.85,0.2999014273161468
3,102,C-1862,c1ccccc1,-3.01,-2.6438244568012195,222.24,-0.07506951310347776,2.3363,0.30330465934441414,1,0.101602208092903,1,0.023034908472527277,2,-0.03812166639899552,0.3333333333333333,-0.01952839820418402
3,102,C-1261,c1ccccc1,-3.4,-3.7677624738856084,304.217,-0.0878504049691605,3.377900000000002,-0.9564141317562583,1,0.006184752462971533,1,0.022677143476073865,9,0.04406564857601605,0.5,0.1426211733291541
3,102,B-3765,c1ccccc1,-2.7308,-2.5641832335151236,248.01899999999995,-0.24789644936112065,1.9894,0.6871229696501157,1,0.1744220983907831,1,0.0071170536879116425,1,0.09491909301550353,0.0,-0.3408213438939096
3,102,B-1705,c1ccccc1,-3.3284,-3.886396861835266,276.915,-0.13785018584333064,2.78888,-0.3421864851647068,1,0.12661991636257147,1,-0.002860726204694995,0,-0.21283357852553278,0.0,-0.3782391474551664
3,102,C-137,c1ccccc1,-2.53,-1.6880888919586312,136.14999999999998,0.3655930668250738,1.69322,1.045550794089757,1,0.1500293660045192,1,0.004930518991769556,1,0.09771914393547759,0.125,-0.41286512680082277
3,102,B-4195,c1ccccc1,-3.0005,-2.62586631442227,179.21900000000002,0.2782184936407047,2.6435000000000013,-0.04115517085862273,1,0.09459278408455601,1,0.024923695075395696,2,-0.034980953963211686,0.3,-0.008418507396684571
3,102,I-84,c1ccccc1,-3.01,-2.809316190462477,264.369,-0.07237905539356468,2.617000000000001,-0.04577736105231596,1,0.07175893711120347,1,0.02242222474213142,8,0.03530662898824156,0.5333333333333333,0.11839909014623375
3,102,B-4453,O=c1ccc(=O)[nH][nH]1,-1.2714,-0.6895234415572921,112.08799999999998,0.7079792046357423,-0.9368000000000004,2.0415103720384273,1,0.22248657759774734,1,-0.0040941464778576535,0,-0.16226598880653822,0.0,-0.5560928055404027
3,102,D-1360,c1ccccc1,-2.627,-2.04539010732108,149.193,0.3091148753697641,1.8615,0.7458762282563897,1,0.0905583383960771,1,0.005199102195038475,2,-0.056093302902475266,0.2222222222222222,-0.20099869363146763
3,102,C-1484,c1ccccc1,-3.53,-4.24893803821317,404.4230000000002,-0.7559674808881218,2.962680000000001,-0.6768076521290655,1,0.0511567981129772,1,0.018963748143943953,6,-0.029322093829307606,0.4210526315789473,0.0820852973808093
3,102,B-3421,c1ccccc1,-2.6618,-2.27569204898023,275.3949999999999,-0.35567264084076755,1.5887000000000002,0.7944014694360796,1,0.07229843910777857,1,0.0228219482588992,7,0.03532097521131949,0.4545454545454545,0.09418441485086645
3,102,D-1848,c1ccccc1,-3.2030000000000003,-3.716970287890199,191.455,0.25227312285591785,3.1025,-0.6533823643424647,1,0.10382270962279233,1,-0.0010270165834439732,0,-0.14305443589755565,0.0,-0.33655564854103664
3,102,B-2234,c1ccccc1,-2.9677,-2.998964464465244,246.016,-0.2352977071361978,2.0555000000000003,0.5445795229017055,1,0.12841286438609945,1,-0.013707883022868437,2,-0.0689399966190292,0.0,-0.41496460997054574
3,102,B-3330,O=C(CC(=O)Nc1ccccc1)Nc1ccccc1,-2.4568,-2.9824138620562923,286.28700000000003,-0.4354816670513009,0.9446999999999998,1.3251226558679312,2,-0.22841631436194684,2,0.07338143894798368,4,-0.08867125811762612,0.0666666666666666,-0.6893020623369255
3,102,B-3324,c1ccc2ncccc2c1,-2.9973,-3.7069454867591,221.643,0.041705443124178294,2.89482,-0.32969966052736366,2,-0.14667179666345212,2,0.04656996091053638,1,0.004743861758173098,0.0909090909090909,-0.3845466403567637
3,102,B-3771,c1ccccc1,-2.458,-1.7839434923223385,152.14899999999997,0.26653906540031463,1.3934,1.3394081243908158,1,0.1430027816339996,1,-0.005808970869277925,2,-0.059678626687958675,0.125,-0.5283592111858266
3,102,B-3145,c1ncncn1,-2.5622,-1.9164207501390607,273.72400000000005,-0.38896919896910825,1.3202999999999996,1.1064550657839232,1,0.10044592140434312,1,0.03415095369306297,6,0.019524760496411515,0.6,0.15101840245671558
3,102,C-1778,c1ccccc1,-2.11,-1.3997449323915272,182.131,0.17695401397105978,0.7886,1.7425338046538805,1,0.15983230109901417,1,-0.01465261200161679,2,-0.07512278227165858,0.0,-0.4502430028378007
3,102,C-1790,c1ccccc1,-2.11,-1.3997449323915272,182.131,0.17695401397105978,0.7886,1.7425338046538805,1,0.15983230109901417,1,-0.01465261200161679,2,-0.07512278227165858,0.0,-0.4502430028378007
3,102,E-1187,c1ccccc1,-2.84,-2.416735875467009,169.61099999999996,0.2536574336243627,2.2984,0.379231669021317,1,0.16807274840972275,1,0.013528466142122577,1,0.09800733122005627,0.125,-0.39018686888018245
3,102,B-1940,c1ccccc1,-2.783,-2.3351672385186095,142.58499999999998,0.32350727008059,2.3486,0.24938797171843866,1,0.16720359248604713,1,-0.004790913095108085,1,0.08965346590920854,0.1428571428571428,-0.22108197061337764
3,102,B-690,c1ccccc1,-3.3533,-3.915581490585814,225.55299999999997,0.0005620799170730764,3.2670000000000003,-0.8610939459491597,1,0.08822533913934312,1,0.010451937185319182,1,0.06961177714965792,0.1428571428571428,-0.2842920230236393
3,102,B-2329,c1ccccc1,-3.795,-4.27947466954649,311.85300000000007,-0.18589146616905364,3.8098000000000023,-1.3853134319599132,1,0.0048470265464716465,1,0.03468385564355596,9,0.05968514949480625,0.5882352941176471,0.1315608519020479
3,102,H-524,c1ccccc1,-3.17,-3.2757470091152365,269.77199999999993,-0.04633355284550526,2.9871000000000016,-0.5312502403892425,1,0.041384253210230725,1,0.022677143476073865,6,0.022291564132952916,0.5,0.15453047830466143
3,102,C-507,O=C(Nc1ccccc1)C1=COCCS1,-3.14,-3.3399801074100237,235.308,-0.10856319764657707,2.620000000000001,0.03329271176497255,2,-0.22122388135663343,1,-0.0032669344643930552,2,-0.017634784883052274,0.25,-0.08353736581993447
3,102,B-2220,c1ccccc1,-1.9169,-0.9352658587822301,186.236,0.16104450004841178,0.2246200000000004,1.9039905896656184,1,0.2022884771821247,1,0.011146590866005631,1,0.09765379710064902,0.1428571428571428,-0.37234315864063167
3,102,A-1289,c1ccccc1,-2.779325494,-2.3351672385186095,142.585,0.32350727008059,2.3486,0.24938797171843866,1,0.16720359248604713,1,-0.004790913095108085,1,0.08965346590920854,0.1428571428571428,-0.22108197061337764
3,102,B-2084,O=c1cccccc1,-2.4352,-2.2968945711718853,201.019,-0.1260632363412693,1.5148999999999997,1.1676751171576574,1,0.16235028638163695,1,0.0013600145159374363,0,-0.1600694837143636,0.0,-0.40310061416707427
3,102,B-2853,c1ccccc1,-3.4727,-3.5748630038211924,311.8090000000001,-0.26833078074843897,2.9463000000000017,-0.5986842282298674,1,0.0404671872787592,1,0.022677143476073865,7,0.047965237639707566,0.5,0.1200890917669807
3,102,C-1993,c1ccccc1,-2.63,-2.2439360444240073,228.317,-0.40106220844792245,1.2993,1.06530790416268,1,0.11875814733674943,1,0.023758764823637528,4,-0.04643383651486703,0.4,-0.06521816077987827
3,102,C-1389,c1ccccc1,-2.55,-2.011508739948391,337.3280000000001,-0.658195188109715,0.7901999999999993,1.5155889379926297,1,0.13155347744057705,1,0.018376975051181608,7,0.04069754652613402,0.375,-0.12048383384479083
3,102,C-700,c1ccc(N2CC2)cc1,-2.48,-2.4715802379558545,280.24000000000007,-0.43169430625904237,1.0248,1.2771882907307055,2,-0.2657408706856899,1,0.0012742319492009986,4,-0.03411682908518873,0.3636363636363636,-0.0794440996014342
3,102,B-2446,c1ccccc1,-1.4939,-1.4636582445560038,218.256,-0.3089014186722075,-1.1753199999999993,1.719104723712392,1,0.12999995112139237,1,0.01240637310309921,6,0.06174147047272452,0.3333333333333333,-0.13896268928899286
3,102,A-940,c1ccccc1,-2.6724024043,-2.4347909430632173,172.611,0.26730717980699004,2.3572,0.1904047933460039,1,0.10720968327861569,1,0.0167802897831137,2,-0.03950574909009637,0.25,-0.03794048518343682
3,102,F-393,c1ccccc1,-1.97,-3.2695087830874425,215.234,-0.3308652914137104,-0.3742000000000003,0.9408674650051582,1,0.15744690746797044,1,-0.015775045252541833,2,-0.0569980890372925,0.0,-1.0251380748526164
3,102,B-30,O=C1C=C2CCC3C(CCC4C3CCC43CCC(=O)O3)C2CC1,-4.2773,-5.950530249796625,416.58300000000025,-0.597074466726682,4.852300000000005,-2.44706037811281,5,-0.12111700175839546,0,0.015499659612464148,1,-0.06072802038833686,0.7916666666666666,0.19899661258153706
3,102,A-521,c1ccccc1,-2.4740066421,-1.88935828033664,180.203,0.24721866929018707,1.7583,0.8182607497034432,1,0.08823662559566198,1,0.02511623859470235,3,-0.04799473756790323,0.3,-0.08114917094832473
3,102,C-2339,c1ccccc1,-3.18,-3.0277758699763275,376.3690000000002,-0.6347898589191836,2.18408,0.43039358070699885,1,0.1000762567155053,1,0.017527142905590983,7,0.04602602689634507,0.3529411764705882,-0.047962363277176776
3,102,B-2231,O=c1ccn(Cc2ccccc2)c(=O)[nH]1,-2.2558,-2.37545672604268,216.24,-0.25511807770568534,0.8933199999999999,1.350415524944592,2,-0.23528680608147653,2,0.07775186793691106,2,-0.01823792187176742,0.1666666666666666,-0.3559346582608467
3,102,B-1734,c1ccccc1,-3.5673,-4.160853479027027,269.555,-0.07090981010978076,3.544200000000002,-1.210897062149996,1,0.02159174495059355,1,0.02165870179990416,4,-0.04343890564216142,0.4,0.06018850712882104
3,102,B-1434,O=C1C=CC(=Cc2ccc(Cc3ccc(C=C4C=CC(=O)N4)[nH]3)[nH]2)N1,-4.8127,-5.602420619423218,584.6730000000005,-0.667343232061628,4.531240000000003,-1.8132406120965083,4,-0.15131176597706877,2,0.04735017094662857,12,-0.00833507046100068,0.2727272727272727,-0.07049345476924038
3,102,B-2969,c1ccccc1,-3.044,-2.758832337405986,221.3,-0.004229877467118859,2.494,0.030747410820049687,1,0.08333995896883067,1,0.026673395955176347,4,-0.04594380040420177,0.4615384615384615,0.0896272297256844
3,102,F-607,c1ccccc1,-3.55,-4.291783155711446,269.511,-0.10395838224690425,3.4987000000000013,-1.0340796188902939,1,0.033893191346750284,1,-0.005291729854821829,3,-0.06314942834248023,0.2222222222222222,-0.18015053271929252
3,102,E-405,O=C1C=C2CCC3C(CCC4C3CCC43CCC(=O)O3)C2CC1,-4.28,-5.950530249796625,416.5830000000002,-0.597074466726682,4.852300000000005,-2.44706037811281,5,-0.12111700175839546,0,0.015499659612464148,1,-0.06072802038833686,0.7916666666666666,0.19899661258153706
3,102,E-1273,c1ccccc1,-2.32,-1.5906447287580145,165.19199999999998,0.2774763922488097,1.4455,1.2493200745134283,1,0.1248306640577302,1,-0.0032070681897437446,2,-0.053612019361645905,0.2222222222222222,-0.24640611702218726
3,102,B-1951,c1ccccc1,-2.6015,-1.8226537949118924,150.20600000000002,0.23157521623572336,1.84198,0.968111723662825,1,0.15204063141122473,1,0.009201734535208278,1,0.08160224458003239,0.0,-0.3261386903324956
3,102,A-895,c1ccccc1,-2.5767203524,-1.6808189207209354,150.177,0.2804485648844028,1.78162,0.8861030605129767,1,0.13607637071842316,1,0.026024038905818565,1,0.08948750498962554,0.2222222222222222,-0.15991180572777486
3,102,C-244,c1ccccc1,-2.34,-1.633115667173398,166.176,0.2774763922488097,1.4818,1.2149893122708493,1,0.11669048788492697,1,-0.0032070681897437446,2,-0.053612019361645905,0.2222222222222222,-0.24640611702218726
3,102,F-21,O=S1(=O)C=Cc2ccccc21,-2.65,-2.473073223169336,180.228,0.24827384671748753,1.75302,0.9515027971516092,2,-0.18896348252697512,1,-0.005005035462744729,0,-0.07561034665395483,0.1111111111111111,-0.46422434739034885
3,102,B-1778,c1ccccc1,-3.1019,-3.509586154820608,177.03,0.24337102941154415,3.0020000000000007,-0.7667047617061895,1,0.10230337486562864,1,0.010436535826663915,1,0.07404238195775839,0.1428571428571428,-0.23398806017160353
3,102,B-3515,O=C(COc1nncs1)Nc1ccccc1,-3.8121,-4.408656145551703,363.336,-0.5256751704386498,3.516400000000002,-1.020750771906238,2,-0.10023305370199442,2,0.062196589672662624,5,0.0547832832083372,0.3571428571428571,0.06006963261858545
3,102,C-1299,c1ccccc1,-2.37,-1.906772490248293,242.3,-0.45626975073180287,0.5295000000000001,1.5504817250111846,1,0.13712354135801705,1,0.024202312333264538,4,-0.04590192346396251,0.3,-0.17736173975058392
3,102,B-2742,O=C1NCCN1,-2.1538,-0.7656025583051662,185.227,0.1592305915582681,0.3772000000000003,1.8767966634102595,1,0.11536058425809691,0,0.02112393236086486,2,-0.038741521044590575,0.75,0.039673846156341334
3,102,A-961,c1ccccc1,-2.830470194,-2.6451881190787647,238.23899999999995,-0.32670861110420585,1.8102,0.6974160929311853,1,0.08817959476441795,1,0.013364157466050082,5,-0.0015275373209892972,0.25,-0.17686516081081735
3,102,A-575,c1ccccc1,-2.4548997462,-2.072959851666324,166.17599999999996,0.2406970912369056,1.7835,0.8324274092780037,1,0.09852233708163784,1,-0.0028168820201100366,3,-0.06184418682302729,0.2222222222222222,-0.24089896541532618
3,102,A-1479,c1ccccc1,-3.0334483747000003,-2.6812399776737794,211.69200000000004,0.06923376070248782,2.5642000000000005,0.05137258513543836,1,0.08991694984825004,1,0.02114680863277434,5,0.002735631559307173,0.3636363636363636,0.0234009414523703
3,102,B-1162,c1ccccc1,-3.2761,-4.349987876679572,211.475,0.13591472193484908,3.6608200000000006,-1.2812495560408372,1,0.08366031578736206,1,0.01177311630865198,0,-0.08765815065072143,0.1428571428571428,-0.2733816690144712
3,102,F-695,c1ccccc1,-2.96,-3.0657046878564285,223.055,0.04108027572577914,2.716200000000001,-0.1897646679020372,1,0.08586496375601887,1,0.016380751285523684,2,-0.03536532227721814,0.25,-0.04485403344008796
3,102,C-1633,c1ccccc1,-2.38,-1.2811360330499935,128.13399999999996,0.5310675003921942,1.42996,1.4175871421217603,1,0.20100598185996388,1,-0.010153036497252445,0,-0.13719560040403583,0.0,-0.344401365518216
3,102,E-997,c1ccc2c(c1)NC1C3CC4CCN3C3CC21CC43,-2.82,-2.6244521862673085,326.4400000000001,-0.6049841468897023,1.5545,0.9504606003893918,7,-0.2990434740403491,1,0.08600889557904788,1,0.036764704890817734,0.7,0.14538788880789338
3,102,A-2466,c1ccccc1,-3.2350788163,-4.203583894999843,187.28600000000003,0.16706167825773927,3.729980000000003,-1.5634543320252148,1,0.014404212117885761,1,0.026578314040441735,3,-0.034106012359960344,0.4615384615384615,0.12497889997367342
3,102,B-4232,c1ccccc1,-2.5813,-1.8571276539417878,179.219,0.267857213036717,2.02164,0.6069960020803378,1,0.14769141862130344,1,0.03147657394248357,1,0.06069783138977179,0.3,-0.03280003800799307
3,102,C-1269,c1ccccc1,-2.56,-2.2397621624245923,251.282,-0.3801973031485489,1.4173999999999998,1.0107261332444895,1,0.10888044655479773,1,0.020549627484857273,5,0.0035392919227829715,0.3846153846153846,-0.06421370347856341
3,102,B-1043,O=C1NC(=O)C(N2CCCCC2)C(=O)N1,-2.1562,-1.8921385596601703,239.275,-0.39892336631012265,-0.0129000000000002,1.6839377641159545,2,-0.28964238133527,0,-0.000767413280199917,2,-0.018431256499209726,0.7272727272727273,0.07073474865308697
3,102,A-606,c1ccccc1,-2.5363732086,-2.2186311711353115,192.21400000000003,0.15802229415653654,1.7946,0.8358280814813682,1,0.1111712970036279,1,-0.009652343968368456,5,-0.01860262977608414,0.1818181818181818,-0.3563512150279823
3,102,B-370,c1ccccc1,-2.6268,-2.1165978951238307,162.188,0.27922318385495876,1.8484,0.8468425695223274,1,0.11160617644405822,1,-0.004343124423636297,3,-0.06348586561501136,0.2,-0.34739417990212035
3,102,A-1205,c1ccccc1,-2.7612722995,-2.160363041626668,157.55599999999998,0.27922857279883817,2.2482000000000006,0.5236312636084623,1,0.1700840138164283,1,0.009424130872146904,1,0.08173774509991401,0.0,-0.2854221128180504
3,102,C-2104,O=C1COC2(CCN(CCc3c[nH]c4ccccc34)CC2)CN1,-2.99,-2.6250010065505376,313.4010000000001,-0.48527427020509806,1.6913999999999996,0.8033819317487478,4,-0.25981136408994016,2,0.04718386650559355,3,-0.023859461966573774,0.5,0.23242494646113995
3,102,F-26,O=S1(=O)C=Cc2ccccc21,-2.67,-2.473073223169336,180.228,0.24827384671748753,1.8347,0.9515027971516092,2,-0.18896348252697512,1,-0.005005035462744729,0,-0.07561034665395483,0.1111111111111111,-0.46422434739034885
3,102,C-1873,c1ccccc1,-2.71,-2.694791985823895,212.212,-0.11685706469248218,1.70426,0.8653081950585552,1,0.11046904278024006,1,-0.0078062246739547024,3,-0.0688842572925072,0.0909090909090909,-0.5379750219993357
3,102,B-2070,c1ccc2c(c1)NC1C3CC4CCN3C3CC21CC43,-2.8266,-2.6244521862673085,326.44000000000005,-0.6049841468897023,1.5545,0.9504606003893918,7,-0.2990434740403491,1,0.08600889557904788,1,0.036764704890817734,0.7,0.14538788880789338
3,102,B-3503,c1ccccc1,-2.5141,-2.0905054418160387,261.36799999999994,-0.4012329728419009,1.1986,1.1567631382696948,1,0.13599491342964612,1,0.019993634182898047,6,0.003499322193876976,0.4,-0.06647682204584608
3,102,D-874,c1ccccc1,-2.639,-2.183325069876258,150.177,0.28784334285657726,1.9849,0.6068148552957431,1,0.1167330757685476,1,0.005199102195038475,2,-0.05609320254516501,0.2222222222222222,-0.20477558844259117
3,102,F-276,c1ccccc1,-3.55,-4.801435300320537,247.892,-0.014746884316074842,3.7114,-1.2940265440285847,1,0.08494795810045477,1,-0.0006763559246227752,0,-0.22344604810171315,0.0,-0.414440771045593
3,102,B-1765,c1ccccc1,-2.2926,-2.271834523874179,196.158,-0.19630935298350452,1.0916,1.3221213135889756,1,0.15629627117089057,1,-0.008448194525689203,3,-0.0538819250245533,0.1111111111111111,-0.5525659810958901
3,102,A-411,c1ccccc1,-2.4496899299,-2.2824220839744354,197.146,-0.18913073733894145,1.1214999999999995,1.2907977129405208,1,0.15423954600722123,1,-0.008448194525689203,3,-0.0668185896076864,0.125,-0.5240151664454545
3,102,C-1851,c1ccccc1,-2.83,-2.678304617269017,221.256,-0.046375447431742205,2.3505000000000003,0.23265998841663932,1,0.10160553944282097,1,0.023034908472527277,4,-0.04594516948016196,0.3333333333333333,-0.004237781684693167
3,102,B-3782,c1ccccc1,-2.699,-2.3775411480513964,201.019,-0.03390181521985327,2.1473000000000004,0.6336678978118448,1,0.1742547421090769,1,0.007101652329256379,1,0.08998761948575594,0.0,-0.3096045895630675
3,102,C-1297,c1ccccc1,-2.58,-2.3174623751412726,266.249,-0.42706677196121073,1.3318,1.0526677335845767,1,0.12199425320375847,1,0.020895264728095764,5,0.011368551524488615,0.3076923076923077,-0.15827475121657503
3,102,B-2314,c1ccccc1,-3.0948,-3.49785272739317,211.475,0.12464327032638471,3.139100000000001,-0.619715070609661,1,0.10230337486562864,1,0.010436535826663915,1,0.0746136127724384,0.1428571428571428,-0.25108779557021577
3,102,B-1525,c1ncncn1,-2.9284,-2.341450106555551,271.39,-0.27291048764649134,1.8622,0.621092419008383,1,0.06385994056270626,1,0.08277053152935804,8,0.034806078755659976,0.7272727272727273,0.06797806623923902
3,102,B-802,O=C1OC(CN2CCOCC2)CN1N=Cc1ccco1,-2.6359,-2.145436423184444,324.29300000000006,-0.5934161683290547,0.6747000000000001,1.454456691057429,3,-0.3451755770707649,1,0.017877228561551724,5,0.04369046513526928,0.5384615384615384,0.21617759246553506
3,102,F-316,c1ccc2ncccc2c1,-2.5,-2.4267595820963224,224.241,-0.358041474852614,1.0637,1.440434229254947,2,-0.24349218407037482,2,0.03979059376774994,1,-0.0032747283721104798,0.0,-0.36312936281951275
3,102,F-969,O=S(=O)(Nc1nccs1)c1ccccc1,-2.91,-3.1369650631690007,269.351,-0.39472722763468915,1.83452,0.7639170952384998,2,-0.1663803277299049,2,0.07476906225441457,3,-0.033676582578758836,0.1,-0.4418204277141549
3,102,C-427,c1ccccc1,-2.63,-2.6086712015287663,201.565,-0.05886902203074944,1.9464000000000004,0.7396759876203789,1,0.1286151065870734,1,-0.013723284381523704,2,-0.07387157050608707,0.0,-0.39145176381344915
3,102,B-2295,c1ccc2ncccc2c1,-2.6774,-2.239609532629288,173.171,0.24112293098213775,1.933,0.9059783757006221,2,-0.16570061855219942,2,0.04070452002918776,1,-0.004426811165989866,0.0,-0.3182412746186365
3,102,F-639,c1ccccc1,-3.16,-3.5541268597332727,216.689,0.04639087625461647,2.9126200000000004,-0.4759208308689202,1,0.07520848585522122,1,-0.0029940241807614263,3,-0.05951797645964642,0.2222222222222222,-0.1982467353293743
3,102,E-1001,c1ccc2c(c1)Sc1ccccc1N2CCCN1CCCCC1,-3.98,-4.649387500237396,365.5020000000001,-0.45400137288900705,4.007780000000002,-1.2510737993836953,4,-0.156550963137797,2,0.06215198824414005,4,0.001788731674745683,0.3809523809523809,0.08734457025862125
3,102,C-415,c1ccccc1,-2.76,-2.6086712015287663,201.565,-0.05886902203074944,1.9464,0.7396759876203789,1,0.1286151065870734,1,-0.013723284381523704,2,-0.07387157050608707,0.0,-0.39145176381344915
3,102,A-2424,c1ccccc1,-2.1850914787,-1.0273740422344948,153.14100000000002,0.1930335468086885,0.7592000000000001,1.8083583401560164,1,0.20150345052934301,1,0.008272406915115193,1,0.08171825288667377,0.0,-0.38121338452592624
3,102,A-1802,c1ccccc1,-4.4728088442,-5.959634060022629,356.4430000000001,-0.20415334356388432,5.753300000000006,-3.1734108784853503,1,0.029540532516459363,1,0.07321593077642971,6,0.15098844795358224,0.6842105263157895,0.10323190578454501
3,102,B-3778,c1ccccc1,-2.5415,-2.090026432237914,156.56799999999998,0.2704815300331568,2.0382,0.6374586612045803,1,0.1700840138164283,1,0.009201734535208278,1,0.08173774509991401,0.0,-0.31994346192279266
3,102,A-1740,c1ccccc1,-3.1588329057,-3.43526949301112,190.286,0.20520636808288606,3.1156000000000024,-0.8216055720610463,1,0.024746988041528202,1,0.026243054740275804,3,-0.04164343625119122,0.4615384615384615,0.1108297594408351
3,102,F-189,c1ccsc1,-1.97,-1.432974188613827,187.18,0.11318118018935652,0.2598000000000002,1.858430823260383,1,0.15990585406596855,1,-0.015790446611197096,2,-0.07364533057552061,0.0,-0.5360096139384076
3,102,A-1789,c1ccccc1,-2.3069323017,-1.864521682946539,243.284,-0.470623583341177,0.4109999999999998,1.6011733461002786,1,0.13712354135801705,1,0.023193878520394624,4,-0.04590192346396251,0.3,-0.17044028711567988
3,102,A-70,C1C2CC1C1OC1C2,-2.5936884915,-2.126792220789465,152.237,0.3398204873003813,2.2099,0.502035057011263,4,-0.2960450770795153,0,0.0181703760603368,0,-0.14289168755302462,1.0,0.3911652784755043
