ID,observed_solubility,mean_prediction,residual,absolute_error,prediction_sd,prediction_range,prediction_count,nearest_neighbor_distance,mean_knn_distance,median_knn_distance,maximum_knn_distance,applicability_domain,observed_solubility_region,high_error,high_uncertainty,high_error_high_uncertainty,failure_mode,rdkit_molwt,rdkit_mollogp,rdkit_ring_count,rdkit_aromatic_rings,rdkit_rotatable_bonds,rdkit_fraction_csp3
C-2180,-6.43,-3.74062398832841,-2.6893760116715897,2.6893760116715897,0.085440328511265,0.1208308713542436,2,0.10084375711452402,0.16888070216943032,0.1746319677808941,0.22292364624650593,In-domain,< -6,True,False,False,High-error + stable,258.233,3.036600000000001,2,2,4,0.0
C-1508,-7.41,-7.622348486903886,0.21234848690388564,0.21234848690388564,0.0623903596240248,0.1114689006903653,3,4.440892098500626e-16,0.12676557047913065,0.14062193260008263,0.2434267081049827,In-domain,< -6,False,False,False,Low-error + stable,267.331,5.627500000000003,5,5,0,0.0
A-4202,1.6302351258,0.310953946305068,1.319281179494932,1.319281179494932,0.0620092792870023,0.1239709840283257,3,0.1887148302485334,0.3032033326285551,0.34669973922457975,0.3646719156232803,In-domain,>= 0,True,False,False,High-error + stable,117.148,-0.5446000000000002,0,0,1,0.8
A-4531,1.0035890328,-0.33460312173905465,1.3381921545390545,1.3381921545390545,0.1845330140200826,0.2609690911327853,2,0.0182084287279722,0.08539342676721602,0.08406636140670265,0.14188356516220046,In-domain,>= 0,True,True,True,High-error + high-uncertainty,99.177,1.2778,1,0,0,1.0
A-5991,-7.9319837821,-7.861985765508213,-0.06999801659178662,0.06999801659178662,0.1395369335277573,0.2435605180534494,3,0.7926543975499925,0.9361066730034382,0.9336467326007603,1.011161424954855,Out-of-domain,< -6,False,False,False,Low-error + stable,393.31600000000014,6.098840000000004,4,2,0,0.1111111111111111
A-1533,1.0371672978,-0.7131211628283772,1.750288460628377,1.750288460628377,0.0352243762534802,0.0703439439722619,3,0.2744119764650459,0.3502018549768121,0.35713204240337404,0.38565235325881364,In-domain,>= 0,True,False,False,High-error + stable,165.403,0.6672999999999998,0,0,0,1.0
C-1442,-8.36,-7.682220903153852,-0.6777790968461472,0.6777790968461472,0.1768516502605078,0.4506307732368659,6,0.0,0.0,0.0,0.0,In-domain,< -6,False,True,False,Low-error + high-uncertainty,376.881,7.399300000000001,2,2,2,0.0
A-6051,-7.4876332175,-6.026051135063612,-1.4615820824363883,1.4615820824363883,0.2281449875094421,0.3226457355232934,2,0.16293338735951682,0.429679209176388,0.49202479516070385,0.6391356373091471,In-domain,< -6,True,True,True,High-error + high-uncertainty,368.8200000000001,5.100800000000003,4,4,4,0.2
F-251,-4.55,-2.785517255375352,-1.7644827446246478,1.7644827446246478,0.1774565722163583,0.3525977952895345,3,2.220446049250313e-16,0.12216501196630725,0.13849278550163852,0.1953467033266207,In-domain,-6 to < -4,True,True,True,High-error + high-uncertainty,179.13899999999998,-1.4114000000000009,2,2,0,0.0
B-3278,-7.3023,-5.561720407078965,-1.7405795929210344,1.7405795929210344,0.0,0.0,1,0.3433367282492211,0.3833750054986001,0.3684559359592033,0.4326936695053028,In-domain,< -6,True,False,False,High-error + stable,381.1120000000001,4.511700000000001,2,2,2,0.0
B-1150,1.0263,-0.45489505943597885,1.4811950594359788,1.4811950594359788,0.0864085001446563,0.1547300640688668,3,0.14199645402630948,0.19062068344788302,0.2008999840810233,0.25741387887105305,In-domain,>= 0,True,False,False,High-error + stable,94.117,1.20386,0,0,2,0.6
A-2244,-6.7054442976,-4.621130110225387,-2.0843141873746127,2.0843141873746127,0.1168296270490377,0.1652220430597397,2,0.11235340149629965,0.2507144335369983,0.2754033807097561,0.30435398712874673,In-domain,< -6,True,False,False,High-error + stable,276.33900000000006,3.7155400000000025,3,2,2,0.1111111111111111
A-2594,-6.849323575900001,-4.62523325859186,-2.224090317308141,2.224090317308141,0.0,0.0,1,0.16288561611806548,0.4256394299051685,0.43637119337953045,0.5903862188294663,In-domain,< -6,True,False,False,High-error + stable,353.42200000000014,3.529200000000002,3,3,4,0.35
A-2756,-7.208650928200001,-4.850519837657699,-2.358131090542302,2.358131090542302,0.0,0.0,1,0.29883464598979176,0.3535150337119197,0.36786669425439505,0.3799244709605504,In-domain,< -6,True,False,False,High-error + stable,323.35600000000005,4.750180000000004,2,2,7,0.2352941176470588
B-601,1.0597,-0.046074102814803196,1.1057741028148034,1.1057741028148034,0.0977227251857841,0.1946389355182831,3,0.018208428727972143,0.11793321209670127,0.14264772607267337,0.14330793478912898,In-domain,>= 0,False,False,False,Low-error + stable,87.16600000000001,1.1353,0,0,3,1.0
B-3118,0.9095,-0.7799950139706701,1.68949501397067,1.68949501397067,0.1190790014554006,0.2380698113135334,3,0.10645146554721473,0.22402587077066022,0.2623965110472502,0.3021444252940854,In-domain,>= 0,True,False,False,High-error + stable,123.155,1.26928,1,0,0,0.7142857142857143
A-2274,-7.060548154299999,-5.069397060290245,-1.991151094009754,1.991151094009754,0.1789910388421948,0.3411428226732349,3,0.0869713688999101,0.203459990222372,0.18968203066680017,0.31607385158242907,In-domain,< -6,True,True,True,High-error + high-uncertainty,310.39300000000003,4.448400000000004,2,2,5,0.3
A-5545,-6.0397604981,-3.295022818442857,-2.7447376796571428,2.7447376796571428,0.0624119946735542,0.0882638893220977,2,0.07220156166500036,0.1540416086033317,0.1727307639643029,0.19790149729170334,In-domain,< -6,True,False,False,High-error + stable,208.216,2.4620000000000006,3,2,0,0.0
A-4458,1.0034883278,-0.7651334033877575,1.7686217311877575,1.7686217311877575,0.0382172435239185,0.0755058797613604,3,0.0,0.03579504917978508,0.0596584152996418,0.0596584152996418,In-domain,>= 0,True,False,False,High-error + stable,110.11199999999998,1.0978,1,1,0,0.0
C-2062,-6.61,-4.39181425709766,-2.2181857429023406,2.2181857429023406,0.0,0.0,1,0.017678432374274713,0.09552471759875583,0.09174632927229646,0.1460288907474769,In-domain,< -6,True,False,False,High-error + stable,256.334,3.6719000000000017,2,2,3,0.0
B-2974,0.9189,-0.8672179255827596,1.7861179255827597,1.7861179255827597,0.0628952205379656,0.1209074855130128,3,1.1102230246251565e-16,0.26918235750068453,0.32227896488307367,0.3640550820874253,In-domain,>= 0,True,False,False,High-error + stable,120.53499999999998,1.2136000000000002,0,0,1,0.25
A-5531,-8.6280505595,-7.828283768549564,-0.7997667909504358,0.7997667909504358,0.1009573654723075,0.1427752754723945,2,0.1617779379110361,0.7928356828915388,0.9678274017491654,1.0920690386894856,Borderline,< -6,False,False,False,Low-error + stable,424.6690000000002,7.878600000000009,2,2,2,0.5862068965517241
A-5106,-7.763261261599999,-6.04009450985296,-1.7231667517470397,1.7231667517470397,0.1637331365006187,0.2315536222490601,2,0.6572466523309554,0.8188651799145632,0.7916554633955744,0.9834452309116408,Out-of-domain,< -6,True,True,True,High-error + high-uncertainty,476.57700000000034,5.146400000000004,4,2,4,0.4074074074074074
B-3347,-7.483,-5.850945882779608,-1.6320541172203917,1.6320541172203917,0.0877936596903458,0.1546319722517717,3,0.4616809733926317,0.5395604440812326,0.5196587811255685,0.6191073689709485,In-domain,< -6,True,False,False,High-error + stable,364.9420000000001,5.241500000000005,2,2,3,0.4736842105263157
B-294,-5.8892,-3.273313190334606,-2.6158868096653936,2.6158868096653936,0.1169353117760076,0.1653715038339562,2,0.0,0.03579504917978507,0.0,0.11931683059928357,In-domain,-6 to < -4,True,False,False,High-error + stable,240.214,1.8732,3,2,0,0.0
C-1445,-8.31,-7.682220903153852,-0.6277790968461483,0.6277790968461483,0.1768516502605078,0.4506307732368659,6,0.0,0.0,0.0,0.0,In-domain,< -6,False,True,False,Low-error + high-uncertainty,376.881,7.399300000000001,2,2,2,0.0
B-167,1.5682,0.18424309474635014,1.3839569052536498,1.3839569052536498,0.0745702793600178,0.1379991316584632,3,0.05314722119069039,0.061758382427105185,0.055487205240195285,0.08435076463091444,In-domain,>= 0,True,False,False,High-error + stable,27.026,0.13978,0,0,0,0.0
B-3034,-0.4888,-4.300553589844358,3.811753589844358,3.811753589844358,0.1375520451095752,0.2698423498258124,3,0.29683380704104895,0.5968989466222967,0.743849708366405,0.743849708366405,Borderline,-2 to < 0,True,False,False,High-error + stable,409.881,2.803000000000001,1,1,1,0.0
C-2571,-8.65,-7.300502059869732,-1.3494979401302682,1.3494979401302682,0.288349620364092,0.4077879438240321,2,0.4327869492964797,0.8236282356830962,0.9410896423061735,1.1870686772120294,Out-of-domain,< -6,True,True,True,High-error + high-uncertainty,540.6590000000001,7.093000000000002,3,3,4,0.05
B-1898,-7.31,-7.030121407129992,-0.2798785928700074,0.2798785928700074,0.0638929609298255,0.1260072983389024,3,0.0,0.13203323142698925,0.16342639762255798,0.1698869642672723,In-domain,< -6,False,False,False,Low-error + stable,260.311,5.593720000000003,4,4,0,0.0526315789473684
B-1891,-7.31,-7.030121407129992,-0.2798785928700074,0.2798785928700074,0.0638929609298255,0.1260072983389024,3,0.0,0.13203323142698925,0.16342639762255798,0.1698869642672723,In-domain,< -6,False,False,False,Low-error + stable,260.311,5.593720000000003,4,4,0,0.0526315789473684
C-2315,-8.3,-7.682220903153852,-0.6177790968461485,0.6177790968461485,0.1768516502605078,0.4506307732368659,6,0.0,0.0,0.0,0.0,In-domain,< -6,False,True,False,Low-error + high-uncertainty,376.881,7.399300000000001,2,2,2,0.0
C-2471,-0.35,-3.947913665998074,3.5979136659980737,3.5979136659980737,0.1141724405522308,0.2276180499478695,3,1.1194191266395976,1.1668887549633067,1.121485002446518,1.2947699530776458,Out-of-domain,-2 to < 0,True,False,False,High-error + stable,442.5200000000002,2.1549,3,3,12,0.4545454545454545
B-661,0.8121,-1.1222204230229345,1.9343204230229345,1.9343204230229345,0.0644216415124574,0.1288357941640383,3,0.09745950205478163,0.1993610132058623,0.24155140233904548,0.26588938501020026,In-domain,>= 0,True,False,False,High-error + stable,154.125,1.1872,0,0,2,1.0
B-738,-6.4372,-5.509651387519096,-0.927548612480904,0.927548612480904,0.1855745560611034,0.3677992227211053,3,0.3437857870497705,0.3817590148172403,0.3624879875272841,0.4796490508578779,In-domain,< -6,False,True,False,Low-error + high-uncertainty,142.286,4.147000000000004,0,0,7,1.0
B-1905,-7.5229,-6.376010508522016,-1.1468894914779844,1.1468894914779844,0.109569036938287,0.2190944513584982,3,0.2889770760935011,0.32869785026817455,0.3377831847841211,0.36534207809484637,In-domain,< -6,True,False,False,High-error + stable,318.336,5.753800000000004,3,3,5,0.0
A-5836,-7.179920248999999,-6.004221407588116,-1.175698841411883,1.175698841411883,0.0,0.0,1,0.3993550184560917,0.49071678089412873,0.4872649826924142,0.5693501815621579,In-domain,< -6,True,False,False,High-error + stable,272.391,5.176620000000004,3,3,4,0.1428571428571428
B-2571,1.0597,0.33282484690976294,0.7268751530902371,0.7268751530902371,0.0650204653235982,0.1300409133108285,3,0.013011631059289312,0.05462888700491682,0.07845707126362028,0.09020703037876487,In-domain,>= 0,False,False,False,Low-error + stable,87.166,1.0043,0,0,2,1.0
G-550,-8.176,-6.877964825920343,-1.298035174079657,1.298035174079657,0.2689954423864928,0.5363528473065875,4,0.0,0.255697829887824,0.3522762597040635,0.3776793924393698,In-domain,< -6,True,True,True,High-error + high-uncertainty,449.8560000000001,6.543980000000005,3,2,6,0.3043478260869565
B-350,0.7051,-1.7751394230298505,2.4802394230298503,2.4802394230298503,0.1233016262909519,0.1743748321633231,2,0.1091572790905053,0.12629287286747984,0.13473790824932577,0.1392059489535314,In-domain,>= 0,True,False,False,High-error + stable,130.15,1.6297999999999997,2,2,0,0.0
A-5235,0.316191362,-2.11193407475594,2.42812543675594,2.42812543675594,0.1425864469390507,0.2819571954014508,3,0.0966959915892919,0.29020310972726454,0.35681114976567246,0.46535669940500063,In-domain,>= 0,True,False,False,High-error + stable,241.423,1.8369,1,0,5,1.0
A-5361,0.9425469123,-0.4105172574261748,1.3530641697261747,1.3530641697261747,0.2930472659976835,0.5465163037515239,3,0.20448351221997257,0.24909619208329814,0.24306393384439803,0.2785720282488676,In-domain,>= 0,True,True,True,High-error + high-uncertainty,114.144,1.1036,1,0,0,0.8333333333333334
B-2277,0.6514,-1.8039218427889805,2.4553218427889805,2.4553218427889805,0.0477127434418817,0.0903481726085388,3,0.0,0.14724411450095878,0.13750259688593455,0.2567318665129523,In-domain,>= 0,True,False,False,High-error + stable,223.165,1.0537,0,0,5,0.5714285714285714
A-5785,-7.304443806799999,-5.149252610116117,-2.155191196683882,2.155191196683882,0.2789299689610396,0.5536850124469588,3,0.2682196946955666,0.5634615725234866,0.6071032843100727,0.7212139689325121,In-domain,< -6,True,True,True,High-error + high-uncertainty,501.9300000000002,3.8183000000000016,4,3,6,0.0384615384615384
G-407,0.6509999999999999,-1.8039218427889805,2.4549218427889805,2.4549218427889805,0.0477127434418817,0.0903481726085388,3,0.0,0.14724411450095878,0.13750259688593455,0.2567318665129523,In-domain,>= 0,True,False,False,High-error + stable,223.165,1.0537,0,0,5,0.5714285714285714
A-2685,-6.9058735609,-3.3513028003866068,-3.554570760513393,3.554570760513393,0.2410630163713642,0.431717760385546,3,0.8654666784431034,0.934297765912673,0.9040984950186414,1.0212668850728936,Out-of-domain,< -6,True,True,True,High-error + high-uncertainty,402.57200000000006,3.492400000000002,1,0,17,0.9545454545454546
C-2276,-7.94,-7.111711929117058,-0.8282880708829428,0.8282880708829428,0.1425155581812166,0.3898738732135589,6,0.0,0.0,0.0,0.0,In-domain,< -6,False,False,False,Low-error + stable,342.4359999999999,6.745900000000001,2,2,2,0.0
B-251,1.1002,-0.7409686859572474,1.8411686859572476,1.8411686859572476,0.1334009083689165,0.2326247975218277,3,0.13200668251186523,0.21583139378841895,0.2215298199670431,0.2868717108669673,In-domain,>= 0,True,False,False,High-error + stable,138.948,0.4659,0,0,1,0.5
A-2751,-7.2023327624,-5.776444275226371,-1.425888487173629,1.425888487173629,0.5430101725239651,0.7679323504899456,2,0.6194045048893339,1.0443216553744472,1.1891467180788207,1.2323877940965227,Out-of-domain,< -6,True,True,True,High-error + high-uncertainty,382.42300000000006,4.464980000000003,5,5,3,0.1739130434782608
B-1571,1.0597,0.3820268422997664,0.6776731577002337,0.6776731577002337,0.0525703428952314,0.103661953487155,3,0.03308521765096981,0.10261233519181834,0.12036959777951893,0.13734021362844287,In-domain,>= 0,False,False,False,Low-error + stable,87.166,0.9564,0,0,1,1.0
A-6033,-7.3328313355,-4.769698786367277,-2.563132549132723,2.563132549132723,0.0,0.0,1,0.45169946855363124,0.6603768790014104,0.70002192652178,0.8313408720951213,Borderline,< -6,True,False,False,High-error + stable,516.4670000000003,3.809400000000002,2,2,12,0.3181818181818182
A-5954,-9.1969385027,-7.4248785823719725,-1.7720599203280276,1.7720599203280276,0.206456507843949,0.5658315210063689,5,0.4109802501742865,0.6437123748197094,0.7541105061700275,0.8264354844356334,Borderline,< -6,True,True,True,High-error + high-uncertainty,629.5040000000001,8.020400000000006,4,4,11,0.125
A-2193,-6.1171462485,-3.8685579289516854,-2.2485883195483147,2.2485883195483147,0.0990783712091638,0.1401179763018354,2,0.15362559456061795,0.22662684993520005,0.2387063318310674,0.2723681887903818,In-domain,< -6,True,False,False,High-error + stable,222.243,2.770420000000001,3,2,0,0.0666666666666666
A-5538,-6.4448105798,-4.740004221783961,-1.7048063580160395,1.7048063580160395,0.0,0.0,1,3.3306690738754696e-16,0.14201357720481142,0.19790149729170378,0.23870633183106757,In-domain,< -6,True,False,False,High-error + stable,178.23399999999995,3.993000000000002,3,3,0,0.0
A-2752,-7.2331050936,-5.287104653021523,-1.9460004405784765,1.9460004405784765,0.0,0.0,1,0.17622285368326107,0.3259538089253888,0.32883989154415477,0.44033939539702216,In-domain,< -6,True,False,False,High-error + stable,410.5030000000001,4.371480000000004,2,2,7,0.3
B-647,0.7899,-0.9796312242911696,1.7695312242911696,1.7695312242911696,0.0737638771498745,0.1322534352334012,3,0.12631485151604738,0.20786842639569483,0.13895494606316447,0.3437857870497704,In-domain,>= 0,True,False,False,High-error + stable,162.22899999999998,1.076,0,0,8,1.0
B-679,0.2572,-3.1911676631911017,3.4483676631911018,3.4483676631911018,0.0247617221908073,0.0350183633499545,2,0.0,0.3641604520610952,0.48004912201792094,0.530018309755852,In-domain,>= 0,True,False,False,High-error + stable,368.3440000000001,0.9554000000000002,3,2,2,0.0
B-2351,0.8504,-0.5718814476974661,1.4222814476974661,1.4222814476974661,0.0268899273039503,0.0527329468596883,3,0.07472719129882185,0.1302305968269011,0.1442169288773846,0.15515055764901844,In-domain,>= 0,True,False,False,High-error + stable,141.132,1.0626,0,0,2,1.0
A-208,-6.5873382321000005,-4.551558753221244,-2.035779478878757,2.035779478878757,0.0783668799001184,0.110827504395611,2,0.1575197275494759,0.37768703354361344,0.4415722802160949,0.47104357851329287,In-domain,< -6,True,False,False,High-error + stable,193.334,4.286780000000004,1,0,4,0.9230769230769232
A-2999,0.8489070931,-1.1923559192562418,2.041263012356242,2.041263012356242,0.0464213065019606,0.0917460076773923,3,0.0427614816332069,0.0556915983425724,0.0438291338530304,0.0745529472967088,In-domain,>= 0,True,False,False,High-error + stable,158.178,0.9333,1,1,1,0.0
B-1521,0.759,-1.0041399604195285,1.7631399604195286,1.7631399604195286,0.0,0.0,1,0.2980022749480775,0.3256702621303459,0.3169434617924643,0.36077613655024343,In-domain,>= 0,True,False,False,High-error + stable,174.19599999999997,1.047,1,0,1,0.875
A-5999,-6.7715099068,-5.516692758194875,-1.2548171486051256,1.2548171486051256,0.4075446573459165,0.7901582277406458,3,0.9718697159795798,1.2093290083882595,1.202005145624241,1.3832687737193243,Out-of-domain,< -6,True,True,True,High-error + high-uncertainty,425.4440000000002,3.5328200000000027,6,5,4,0.2
A-4517,1.1300470117,0.45403167228020175,0.6760153394197983,0.6760153394197983,0.0977871362461711,0.1905916623505794,3,0.018208428727972046,0.12904027520753797,0.1420797224524999,0.1860074377012869,In-domain,>= 0,False,False,False,Low-error + stable,74.12299999999999,0.7771999999999999,0,0,0,1.0
A-5266,-1.0605299646,-5.19253615816506,4.1320061935650605,4.1320061935650605,0.2914438814567921,0.7207627232760814,5,0.20285692485157647,0.2783501638373381,0.3024809741379021,0.33795243545488246,In-domain,-2 to < 0,True,True,True,High-error + high-uncertainty,310.38000000000005,4.915540000000004,2,2,4,0.1428571428571428
D-549,1.558,1.0119909878883766,0.5460090121116234,0.5460090121116234,0.0274244233321107,0.0539199831454286,3,0.06191341585672938,0.12261504866392896,0.14131138874304086,0.17439182452212731,In-domain,>= 0,False,False,False,Low-error + stable,45.085,-0.1644000000000001,0,0,0,1.0
B-1367,0.8177,-1.5960722573893638,2.413772257389364,2.413772257389364,0.0691165990468929,0.1217199785782581,3,0.0,0.05069360125001491,0.06181007798540118,0.06803777229387098,In-domain,>= 0,True,False,False,High-error + stable,152.149,1.0193,1,1,2,0.125
B-131,1.236,0.288054285452545,0.947945714547455,0.947945714547455,0.1260788208289875,0.2347301284288085,3,0.1575197275494755,0.2513579343145608,0.26171976347021875,0.3013494377056422,In-domain,>= 0,False,False,False,Low-error + stable,58.080000000000005,0.5952999999999999,0,0,0,0.6666666666666666
B-581,1.1359,0.4768577326205729,0.659042267379427,0.659042267379427,0.0531849373055553,0.1054153299152147,3,0.01820842872797215,0.10101217774893076,0.13964359201460552,0.14264772607267345,In-domain,>= 0,False,False,False,Low-error + stable,73.139,0.7452000000000001,0,0,2,1.0
A-4516,1.1358509819,0.478689148717911,0.657161833182089,0.657161833182089,0.0583124847862287,0.1166192330374515,3,0.018208428727972046,0.13626733967591922,0.14780068403334568,0.19519941639373758,In-domain,>= 0,False,False,False,Low-error + stable,73.13900000000001,0.7436,0,0,0,1.0
C-2247,-7.89,-7.111711929117058,-0.778288070882942,0.778288070882942,0.1425155581812166,0.3898738732135589,6,0.0,0.0,0.0,0.0,In-domain,< -6,False,False,False,Low-error + stable,342.43600000000004,6.745900000000002,2,2,2,0.0
B-3039,0.4733,-1.4216050536267975,1.8949050536267975,1.8949050536267975,0.0698912175368867,0.134791364412149,3,0.02162673559187746,0.1997351192936756,0.2395094977195689,0.27626397696526145,In-domain,>= 0,True,False,False,High-error + stable,168.129,1.8139,0,0,5,1.0
A-5666,-7.779843060399999,-6.793020470173886,-0.9868225902261134,0.9868225902261134,0.2124385093488998,0.4669912463686287,4,0.15018117119466373,0.22966025440607982,0.23999376244950332,0.30917817972809136,In-domain,< -6,False,True,False,Low-error + high-uncertainty,352.3700000000001,6.375560000000005,3,3,6,0.1428571428571428
A-5930,-8.6670954079,-6.518537569713167,-2.148557838186833,2.148557838186833,0.3434383812533753,0.6262766606404799,3,1.1321957026963851,1.248662984847302,1.253799006348702,1.3275036025918607,Out-of-domain,< -6,True,True,True,High-error + high-uncertainty,696.926,6.172000000000007,2,2,12,0.6
F-602,0.39,-2.29726385981059,2.68726385981059,2.68726385981059,0.0569523194156898,0.1095038413850599,3,0.05889908417282369,0.10006516200052025,0.11299688908330761,0.1482119252195647,In-domain,>= 0,True,False,False,High-error + stable,207.229,1.7359,1,1,4,0.2727272727272727
A-5884,-7.5632144901,-6.173709279801019,-1.3895052102989807,1.3895052102989807,0.4221454803782191,0.8419666430195365,3,0.21829099333829333,0.39041645723664187,0.4152683591244686,0.6190271312300034,In-domain,< -6,True,True,True,High-error + high-uncertainty,460.8770000000001,4.977620000000003,4,3,5,0.0416666666666666
A-5206,0.8846472262999999,-0.2095620183764204,1.0942092446764202,1.0942092446764202,0.0585853691282213,0.1139188549035573,3,0.0769550233555938,0.09359885918990819,0.08878819249456718,0.12069515051363666,In-domain,>= 0,False,False,False,Low-error + stable,90.122,1.2745,0,0,0,1.0
A-2232,-6.6804453214,-5.353877373380255,-1.3265679480197443,1.3265679480197443,0.0,0.0,1,0.38746343474671113,0.4221665190545093,0.4162158716250594,0.4663471755040644,In-domain,< -6,True,False,False,High-error + stable,340.17600000000004,3.512400000000002,4,3,0,0.0588235294117647
F-805,-7.22,-5.644721477495675,-1.575278522504325,1.575278522504325,0.0153555144149698,0.0303373379388682,3,0.24115293143085748,0.30155698718391977,0.30801064090897384,0.37834489536005,In-domain,< -6,True,False,False,High-error + stable,334.456,5.0167000000000055,1,1,11,0.6
A-1886,0.5292955703,-1.246371900301809,1.775667470601809,1.775667470601809,0.0870954894725752,0.1549775340544212,3,0.8223147794690042,0.9158977773581756,0.9422439621226538,0.9452414051890855,Out-of-domain,>= 0,True,False,False,High-error + stable,295.6,0.6729999999999998,1,0,0,1.0
B-2337,0.4276,-2.356574744956925,2.784174744956925,2.784174744956925,0.0741136963411375,0.1408373274419263,3,0.15030699421324298,0.2060107242347698,0.20448351221997252,0.27395774625934544,In-domain,>= 0,True,False,False,High-error + stable,224.149,1.4807,0,0,5,0.5714285714285714
B-2025,0.9095,-0.7068836249782281,1.6163836249782282,1.6163836249782282,0.1150729204911942,0.2133949222848974,3,0.1864920512650904,0.254253097069456,0.28413898623864803,0.31337051389744286,In-domain,>= 0,True,False,False,High-error + stable,123.155,0.93684,1,1,0,0.2857142857142857
B-3429,-7.4604,-6.458865530460903,-1.0015344695390969,1.0015344695390969,0.2753361442378023,0.3893841093926147,2,0.2833946478405675,0.42432730255973644,0.49352763267362904,0.5035321509488648,In-domain,< -6,False,True,False,Low-error + high-uncertainty,421.4970000000002,5.026820000000005,3,3,7,0.2916666666666667
A-6040,-8.4761487948,-5.646167008918721,-2.8299817858812792,2.8299817858812792,0.7259034407647346,1.4384172812462142,3,1.1475172199412147,1.418114934746503,1.3169278732325496,1.7451071267489633,Out-of-domain,< -6,True,True,True,High-error + high-uncertainty,598.6580000000001,7.414600000000006,9,7,6,0.1
A-5429,0.7860892979999999,-0.8094788453530997,1.5955681433530997,1.5955681433530997,0.0121116206028829,0.0171284181189144,2,0.13586651710116787,0.30716575186030654,0.31644489037802886,0.3932310019973345,In-domain,>= 0,True,False,False,High-error + stable,163.648,0.9475,1,0,3,1.0
B-4173,-7.8092,-7.271900407140862,-0.5372995928591378,0.5372995928591378,0.4814199156178852,0.6808305738633242,2,0.0,0.2648908428481326,0.3311135535601658,0.3311135535601658,In-domain,< -6,False,True,False,Low-error + high-uncertainty,354.491,6.495500000000002,2,2,2,0.1428571428571428
A-5363,1.0698153477,0.39649843955675174,0.6733169081432484,0.6733169081432484,0.1597486731539454,0.2815414094325695,3,0.11446656418756627,0.12540307483153373,0.11469225770057502,0.1476520585548296,In-domain,>= 0,False,True,False,Low-error + high-uncertainty,85.15,0.7599,1,0,0,1.0
B-184,1.1612,-0.19450158830895703,1.355701588308957,1.355701588308957,0.0440713069909717,0.0810369614589692,3,0.31161966770767346,0.3623112380443493,0.35907233667566557,0.39501167383917624,In-domain,>= 0,True,False,False,High-error + stable,137.998,0.1109999999999999,0,0,0,1.0
B-1600,0.6712,-1.5937371140338714,2.2649371140338714,2.2649371140338714,0.0504670911363419,0.1002203415786608,3,0.13919348985340194,0.23112408928859515,0.27880055043922514,0.3010624607326144,In-domain,>= 0,True,False,False,High-error + stable,213.195,0.8664999999999998,0,0,5,0.8
A-2233,-6.6438656239,-4.635436685839823,-2.0084289380601774,2.0084289380601774,0.0140444595318277,0.0198618651461108,2,0.10193722455080337,0.1659491977737297,0.18696029668824543,0.19419973555969783,In-domain,< -6,True,False,False,High-error + stable,308.293,3.7059000000000015,3,3,3,0.0
C-2253,-7.86,-7.111711929117058,-0.7482880708829427,0.7482880708829427,0.1425155581812166,0.3898738732135589,6,0.0,0.0,0.0,0.0,In-domain,< -6,False,False,False,Low-error + stable,342.4359999999999,6.745900000000001,2,2,2,0.0
A-3799,0.230443278,-2.8845545407637947,3.114997818763795,3.114997818763795,0.0918250702361756,0.2005237249516955,4,0.18977881784760248,0.1967918679263429,0.18977881784760256,0.21229635889970297,In-domain,>= 0,True,False,False,High-error + stable,208.238,2.0865,2,2,1,0.0
C-2404,-7.44,-7.453232524534665,0.013232524534664947,0.013232524534664947,0.2255136536240577,0.4376930431159644,3,0.2787049862452337,0.28106033489520676,0.2787049862452337,0.2845933578701664,In-domain,< -6,False,True,False,Low-error + high-uncertainty,276.766,6.108020000000003,4,4,0,0.0526315789473684
B-199,0.8845,-0.5791832392857725,1.4636832392857726,1.4636832392857726,0.0666024114124032,0.1195046187552679,3,0.018869966631923446,0.17448150086779318,0.1775473065281442,0.2924681799750223,In-domain,>= 0,True,False,False,High-error + stable,130.47700000000003,0.9026,0,0,1,0.5
B-655,-8.1724,-6.299993566017889,-1.8724064339821105,1.8724064339821105,0.743313444992449,1.3602555512613312,3,0.270649041390488,0.5003286719097595,0.5679305028428547,0.5775948209959361,In-domain,< -6,True,True,True,High-error + high-uncertainty,282.5559999999999,8.048000000000007,0,0,17,1.0
C-2196,-7.52,-6.7381954841196245,-0.781804515880375,0.781804515880375,0.1532954754463878,0.4458479100815102,6,0.0,1.7763568394002506e-16,0.0,4.440892098500626e-16,In-domain,< -6,False,True,False,Low-error + high-uncertainty,307.991,6.092500000000001,2,2,2,0.0
B-570,1.0263,-0.011676693264889206,1.0379766932648893,1.0379766932648893,0.2483930712883992,0.579025356000556,4,0.1259838916804106,0.19752559188057345,0.18176842042712435,0.2509512759537152,In-domain,>= 0,False,True,False,Low-error + high-uncertainty,94.117,0.7850199999999998,1,1,0,0.2
B-1351,0.5921,-1.5060897045215824,2.0981897045215825,2.0981897045215825,0.0307238889864125,0.0581572871501989,3,0.07540613863230716,0.1639730116635502,0.18532894416874363,0.2105227006750047,In-domain,>= 0,True,False,False,High-error + stable,174.19599999999997,1.3521,0,0,6,0.75
F-1078,-6.39,-4.033240525743287,-2.3567594742567124,2.3567594742567124,0.0,0.0,1,0.17279026798394437,0.22937836619565594,0.246190948779143,0.28155515480279875,In-domain,< -6,True,False,False,High-error + stable,316.353,2.981200000000001,2,2,6,0.2777777777777778
