ID,InChIKey,Solubility,SD,Ocurrences,Group,MolWt,MolLogP,PredictedSolubility,Residual,AbsoluteResidual,Name,SMILES,abs_residual,MolWt_diff,MolLogP_diff,TPSA_diff,HBA_diff,HBD_diff,Rotatable_diff,rdkit_valid,has_metal,formal_charge,is_charged,atom_count,heavy_atom_count_rdkit,component_count,is_multicomponent,carbon_count,high_mw_95,high_mw_99,high_logp_95,high_logp_99,large_structure_95,large_structure_99,multicomponent_record,extreme_residual_95,extreme_residual_99,id_occurrences,repeated_id,smiles_occurrences,repeated_smiles,single_component,metal_free,neutral,very_high_mw,very_high_logp,standard_analytical_domain,rdkit_valid_structure,rdkit_molwt,rdkit_mollogp,rdkit_tpsa,rdkit_hbd,rdkit_hba,rdkit_rotatable_bonds,rdkit_heavy_atom_count,rdkit_heteroatom_count,rdkit_aromatic_rings,rdkit_saturated_rings,rdkit_aliphatic_rings,rdkit_ring_count,rdkit_fraction_csp3,rdkit_molmr,rdkit_labute_asa,rdkit_balaban_j,rdkit_bertz_ct,max_fused_aromatic_ring_size,n_fused_aromatic_systems
C-2159,BUPRSRBWDJVKGG-UHFFFAOYSA-N,-7.32,0.0,1,G1,307.991,6.092500000000002,-4.525416289119063,-2.794583710880937,2.794583710880937,"3,3',4,5'-tetrachlorodiphenyl  ether",ClC1=CC(=CC(=C1)OC2=CC=C(Cl)C(=C2)Cl)Cl,2.794583710880937,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,17,17,1,False,12,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,True,True,False,False,True,True,307.991,6.092500000000002,9.23,0,1,2,17,5,2,0,0,2,0.0,72.99800000000002,118.81510746259454,2.276872085495677,533.9470467453647,1,2
E-459,JUJWROOIHBZHMG-UHFFFAOYSA-N,0.76,0.1708999999999999,2,G3,79.102,1.0816,-2.0340264124116056,2.794026412411606,2.794026412411606,pyridine,c1ccccn1,2.794026412411606,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,6,6,1,False,5,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,True,True,False,False,True,True,79.102,1.0816,12.89,0,1,0,6,1,1,0,0,1,0.0,24.23699999999999,36.65105110044348,3.000000000000001,75.86113958768547,1,1
A-2145,XQUPVDVFXZDTLT-UHFFFAOYSA-N,-5.9980085438,0.0,1,G1,358.3530000000001,2.1362,-3.2041835888909564,-2.793824954909044,2.793824954909044,"1-(4-{[4-(2,5-dioxo-2,5-dihydro-1H-pyrrol-1-yl)phenyl]methyl}phenyl)-2,5-dihydro-1H-pyrrole-2,5-dione",O=C1C=CC(=O)N1c2ccc(Cc3ccc(cc3)N4C(=O)C=CC4=O)cc2,2.793824954909044,0.0,4.440892098500626e-16,0.0,0.0,0.0,0.0,True,False,0,False,27,27,1,False,21,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,True,True,False,False,True,True,358.3530000000001,2.1362,74.76,0,4,4,27,6,2,0,2,4,0.0476190476190476,98.95600000000005,154.5478637242853,1.465397906726139,897.6520651109073,1,2
B-4115,FZFUUSROAHKTTF-UHFFFAOYSA-N,-7.9032,0.4550453554927858,3,G5,360.88200000000006,7.274000000000001,-5.109838833557244,-2.793361166442756,2.793361166442756,"2,2',3,3',6,6'-hexachlorobiphenyl",Clc1ccc(Cl)c(c1Cl)c2c(Cl)ccc(Cl)c2Cl,2.793361166442756,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,18,18,1,False,12,False,False,True,False,False,False,False,False,False,1,False,1.0,False,True,True,True,False,False,True,True,360.88200000000006,7.274000000000001,0.0,0,0,1,18,6,2,0,0,2,0.0,81.938,134.308094686851,2.854646553159624,564.9500798683472,1,2
A-2169,SJEBAWHUJDUKQK-UHFFFAOYSA-N,-5.9842424969,0.0,1,G1,236.27,3.0244000000000018,-3.191206702821076,-2.793035794078925,2.793035794078925,"2-ethyl-9,10-dihydroanthracene-9,10-dione",CCc1ccc2C(=O)c3ccccc3C(=O)c2c1,2.793035794078925,2.8421709430404014e-14,0.0,0.0,0.0,0.0,0.0,True,False,0,False,18,18,1,False,16,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,True,True,False,False,True,True,236.27,3.0244000000000018,34.14,0,2,1,18,2,2,0,1,3,0.125,69.12700000000002,105.26547882970574,2.2684291257338125,668.5472200566021,2,1
B-3581,SLGBZMMZGDRARJ-UHFFFAOYSA-N,-6.7447,0.0093499999999999,2,G3,228.294,5.146200000000003,-3.952990825139496,-2.791709174860504,2.791709174860504,triphenylene,c1ccc2c(c1)c3ccccc3c4ccccc24,2.791709174860504,2.8421709430404014e-14,0.0,0.0,0.0,0.0,0.0,True,False,0,False,18,18,1,False,18,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,True,True,False,False,True,True,228.294,5.146200000000003,0.0,0,0,0,18,0,4,0,0,4,0.0,78.96000000000005,105.4763967147026,2.463012369730741,651.5360736465454,4,1
B-437,BFSVOASYOCHEOV-UHFFFAOYSA-N,0.9311,0.0,1,G1,117.192,0.3205,-1.8592282646252565,2.7903282646252565,2.7903282646252565,2-(diethylamino)-ethanol,CCN(CC)CCO,2.7903282646252565,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,True,False,0,False,8,8,1,False,6,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,True,True,False,False,True,True,117.192,0.3205,23.47,1,2,4,8,2,0,0,0,0,1.0,34.87379999999999,51.11802902221197,3.0743734120651838,43.79319390447952,0,0
B-4272,JYYNAJVZFGKDEQ-UHFFFAOYSA-N,0.4471,0.0547052912330141,3,G5,107.156,1.69844,-2.3403742212504905,2.7874742212504904,2.7874742212504904,"2,4-dimethylpyridine",Cc1ccnc(C)c1,2.7874742212504904,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,True,False,0,False,8,8,1,False,7,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,True,True,False,False,True,True,107.156,1.69844,12.89,0,1,0,8,1,1,0,0,1,0.2857142857142857,33.71099999999999,49.380935329236685,3.077660437970554,164.24662946459569,1,1
D-963,OISVCGZHLKNMSJ-UHFFFAOYSA-N,0.447,0.0,1,G1,107.156,1.69844,-2.3403742212504905,2.7873742212504906,2.7873742212504906,"2,6-lutidine",Cc1cccc(C)n1,2.7873742212504906,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,8,8,1,False,7,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,True,True,False,False,True,True,107.156,1.69844,12.89,0,1,0,8,1,1,0,0,1,0.2857142857142857,33.71099999999999,49.380935329236685,3.077660437970554,164.24662946459569,1,1
A-6029,LUYQYZLEHLTPBH-UHFFFAOYSA-N,-6.0423843487,0.0,1,G1,302.08900000000006,2.7114,-3.259493040172676,-2.782891308527324,2.782891308527324,nonafluorobutane-1-sulfonyl fluoride,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)[S](F)(=O)=O,2.782891308527324,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,17,17,1,False,4,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,True,True,False,False,True,True,302.08900000000006,2.7114,34.14,0,2,3,17,13,0,0,0,0,1.0,30.923800000000004,86.41032682467568,5.911164433043687,391.0191854193106,0,0
A-4498,SECXISVLQFMRJM-UHFFFAOYSA-N,1.0037817508,0.0,1,G1,99.133,0.2385999999999999,-1.7784924124975314,2.782274163297531,2.782274163297531,1-methylpyrrolidin-2-one,CN1CCCC1=O,2.782274163297531,0.0,2.775557561562892e-17,3.552713678800501e-15,0.0,0.0,0.0,True,False,0,False,7,7,1,False,5,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,True,True,False,False,True,True,99.133,0.2385999999999999,20.31,0,1,0,7,2,0,1,1,1,0.8,26.870999999999988,43.11454410213389,2.4784387393909566,90.08094399727418,0,0
A-2434,RIOQSEWOXXDEQQ-UHFFFAOYSA-N,-6.201301100399999,0.1316207174000001,2,G3,262.29200000000003,3.4448000000000016,-3.4192844163356053,-2.782016684064394,2.782016684064394,triphenylphosphane,c1ccc(cc1)P(c2ccccc2)c3ccccc3,2.782016684064394,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,19,19,1,False,18,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,True,True,False,False,True,True,262.29200000000003,3.4448000000000016,0.0,0,0,3,19,1,3,0,0,3,0.0,85.14800000000004,115.0452769124983,2.1210106325672244,523.7138976114098,1,3
C-2260,QPEBRZQSEUOWPA-UHFFFAOYSA-N,-7.64,0.0,1,G1,342.43600000000004,6.745900000000002,-4.863135723512862,-2.776864276487138,2.776864276487138,"2,2',3,4',5-pentachlorodiphenyl  ether",ClC1=CC=C(OC2=C(Cl)C(=CC(=C2)Cl)Cl)C(=C1)Cl,2.776864276487138,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,18,18,1,False,12,False,False,True,False,False,False,False,False,False,1,False,1.0,False,True,True,True,False,False,True,True,342.43600000000004,6.745900000000002,9.23,0,1,2,18,6,2,0,0,2,0.0,78.00800000000001,129.11837368947624,2.3959185128768183,597.2619082804617,1,2
A-2231,WLTCCDHHWYAMCG-UHFFFAOYSA-N,-6.4776739787,0.2303654192999999,2,G3,234.298,4.418800000000003,-3.700972351043343,-2.7767016276566574,2.7767016276566574,2-(benzyloxy)naphthalene,C(Oc1ccc2ccccc2c1)c3ccccc3,2.7767016276566574,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,18,18,1,False,17,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,True,True,False,False,True,True,234.298,4.418800000000003,9.23,0,1,3,18,1,3,0,0,3,0.0588235294117647,74.72200000000004,106.6486492011997,1.78737619501489,643.8355604705517,2,2
A-5319,YFNKIDBQEZZDLK-UHFFFAOYSA-N,0.7490240663,0.0,1,G1,178.22799999999998,0.3124,-2.026817773243597,2.7758418395435966,2.7758418395435966,"2,5,8,11-tetraoxadodecane",COCCOCCOCCOC,2.7758418395435966,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,12,12,1,False,8,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,True,True,False,False,True,True,178.22799999999998,0.3124,36.92,0,4,9,12,4,0,0,0,0,1.0,45.39000000000002,73.74802674663331,2.72724281291869,67.45811190640111,0,0
A-5934,QUEDXNHFTDJVIY-UHFFFAOYSA-N,-8.5058697258,0.0,1,G1,416.6900000000002,8.531840000000006,-5.7306239345975465,-2.7752457912024537,2.7752457912024537,"(2R)-2,5,7,8-tetramethyl-2-[(4R,8R)-4,8,12-trimethyltridecyl]-3,4-dihydro-2H-1-benzopyran-6-ol; (2R)-2,5,8-trimethyl-2-[(4R,8R)-4,8,12-trimethyltridecyl]-3,4-dihydro-2H-1-benzopyran-6-ol; (2R)-2,7,8-trimethyl-2-[(4R,8R)-4,8,12-trimethyltridecyl]-3,4-dihydro-2H-1-benzopyran-6-ol; (2R)-2,8-dimethyl-2-[(4R,8R)-4,8,12-trimethyltridecyl]-3,4-dihydro-2H-1-benzopyran-6-ol",CC(C)CCCC(C)CCCC(C)CCCC1(C)CCc2cc(O)c(C)c(C)c2O1,2.7752457912024537,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,30,30,1,False,28,False,False,True,False,False,False,False,False,False,1,False,1.0,False,True,True,True,False,False,True,True,416.6900000000002,8.531840000000006,29.46,1,2,12,30,2,1,0,1,2,0.7857142857142857,129.65380000000007,186.3620774643961,1.6909527051875517,663.0932036772859,1,1
A-356,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,1.2336682179,0.0968628493414177,3,G5,46.069,-0.0014,-1.5415017947451182,2.775170012645118,2.775170012645118,ethanol,CCO,2.775170012645118,0.0,1.2359904766334749e-17,0.0,0.0,0.0,0.0,True,False,0,False,3,3,1,False,2,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,True,True,False,False,True,True,46.069,-0.0014,20.23,1,1,0,3,1,0,0,0,0,1.0,12.759800000000002,19.89842689442217,1.6329931618554523,2.754887502163468,0,0
A-6063,SFRPDSKECHTFQA-ONOWFSFQSA-N,-7.534689739199999,0.0,1,G1,342.5230000000002,6.471200000000007,-4.761868124212244,-2.772821614987756,2.772821614987756,O~15~-propionylretinoic acid,CCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,2.772821614987756,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,25,25,1,False,23,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,True,True,False,False,True,True,342.5230000000002,6.471200000000007,26.3,0,2,7,25,2,0,0,1,1,0.5217391304347826,107.37600000000006,153.58919855965507,2.630791535328012,610.0040482427694,0,0
B-2658,QZSFJRIWRPJUOH-UHFFFAOYSA-N,-7.0122,0.0,1,G1,333.255,5.131800000000005,-4.2410133714856455,-2.7711866285143545,2.7711866285143545,"2,4-d, isooctyl ester",CCCCC(CC)COC(=O)COc1ccc(Cl)cc1Cl,2.7711866285143545,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,21,21,1,False,16,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,True,True,False,False,True,True,333.255,5.131800000000005,35.53,0,3,9,21,5,1,0,0,1,0.5625,86.22200000000005,136.0759692762839,2.329795846341474,449.14827114518977,1,1
F-1062,CQWOVBUUCZQIOK-UHFFFAOYSA-N,-7.12,0.0,1,G1,328.45200000000006,5.465500000000006,-4.350903200608679,-2.7690967993913214,2.7690967993913214,heptyl 2-(6-methoxynaphthalen-2-yl)propanoate,CCCCCCCOC(=O)C(C)C1=CC=C2C=C(OC)C=CC2=C1,2.7690967993913214,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,24,24,1,False,21,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,True,True,False,False,True,True,328.45200000000006,5.465500000000006,35.53,0,3,9,24,3,2,0,0,2,0.4761904761904761,98.63300000000008,144.51604346865236,1.9199712611117568,663.1814859639837,2,1
A-5227,FZQMJOOSLXFQSU-UHFFFAOYSA-N,0.1642130702,0.0,1,G1,342.57600000000014,0.6336000000000044,-2.604829752205926,2.7690428224059263,2.7690428224059263,"(3-{3,5-bis[3-(dimethylamino)propyl]-1,3,5-triazinan-1-yl}propyl)dimethylamine",CN(C)CCCN1CN(CCCN(C)C)CN(CCCN(C)C)C1,2.7690428224059263,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,24,24,1,False,18,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,True,True,False,False,True,True,342.57600000000014,0.6336000000000044,19.440000000000005,0,6,12,24,6,0,1,1,1,1.0,104.23200000000008,150.49643784026293,2.4112643666583,254.3352357018956,0,0
A-5405,XBDUZBHKKUFFRH-UHFFFAOYSA-N,-5.1596802151,0.0,1,G1,215.212,1.0222,-2.392474843830413,-2.7672053712695868,2.7672053712695868,"N-(2-oxo-2,3-dihydropyrimidin-4-yl)benzamide",O=C1NC(=CC=N1)NC(=O)c2ccccc2,2.7672053712695868,2.8421709430404014e-14,0.0,0.0,0.0,0.0,0.0,True,False,0,False,16,16,1,False,11,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,True,True,False,False,True,True,215.212,1.0222,74.85,2,3,2,16,5,2,0,0,2,0.0,59.25290000000002,91.1656417855462,2.1730283097791947,548.4110626918563,1,2
B-927,GGDYAKVUZMZKRV-UHFFFAOYSA-N,1.1934,0.0,1,G1,64.059,-0.0518,-1.573155575703538,2.766555575703538,2.766555575703538,2-fluoroethanol,OCCF,2.766555575703538,0.0,6.938893903907227e-17,0.0,0.0,0.0,0.0,True,False,0,False,4,4,1,False,2,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,True,True,False,False,True,True,64.059,-0.0518,20.23,1,1,1,4,2,0,0,0,0,1.0,13.060800000000002,24.063962297348407,1.9747448713915892,8.0,0,0
C-2490,PEZADNLTLSQNPI-UHFFFAOYSA-N,-8.11,0.0,1,G1,478.6320000000002,7.024200000000008,-5.346615838756922,-2.763384161243078,2.763384161243078,norethindrone  biphenyl-4-carboxylate,CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(OC(=O)C5=CC=C(C=C5)C6=CC=CC=C6)C#C,2.763384161243078,0.0,8.881784197001252e-16,0.0,0.0,0.0,0.0,True,False,0,False,36,36,1,False,33,False,False,True,False,True,False,False,False,False,1,False,1.0,False,True,True,True,False,False,True,True,478.6320000000002,7.024200000000008,43.370000000000005,0,3,3,36,3,2,3,4,6,0.4545454545454545,140.95049999999986,213.8751689030422,1.2224249914528424,1250.090962296112,1,2
A-2245,ZAZKJZBWRNNLDS-UHFFFAOYSA-N,-6.6497381608,0.0,1,G1,242.403,4.8605000000000045,-3.8868468896138406,-2.7628912711861595,2.7628912711861595,methyl myristate,CCCCCCCCCCCCCC(=O)OC,2.7628912711861595,2.8421709430404014e-14,0.0,0.0,0.0,0.0,0.0,True,False,0,False,17,17,1,False,15,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,True,True,False,False,True,True,242.40299999999996,4.8605000000000045,26.3,0,2,12,17,2,0,0,0,0,0.9333333333333332,73.09400000000007,107.12350795893272,2.961268147138321,166.3047548779843,0,0
B-3123,IQVNEKKDSLOHHK-FNCQTZNRSA-N,-7.916,0.0,1,G1,494.48300000000006,6.381800000000005,-5.153527964129543,-2.762472035870457,2.762472035870457,hydramethylnon,CC1(C)CNC(=NC1)N\N=C(/C=C/c2ccc(cc2)C(F)(F)F)\C=C\c3ccc(cc3)C(F)(F)F,2.762472035870457,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,35,35,1,False,25,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,True,True,False,False,True,True,494.48300000000006,6.381800000000005,48.78,2,4,5,35,10,2,0,1,3,0.28,125.61240000000004,198.70142537154788,1.8012132793214692,1053.0323899408631,1,2
A-2768,IVYLNCUETJNNJU-WJOKGBTCSA-N,-7.6633437338,0.0,1,G1,460.62100000000015,5.954500000000007,-4.900989328253168,-2.762354405546832,2.762354405546832,"(2R)-5-amino-2-(dibenzylamino)-1,6-diphenylhex-4-en-3-one",NC(Cc1ccccc1)=CC(=O)[C@@H](Cc2ccccc2)N(Cc3ccccc3)Cc4ccccc4,2.762354405546832,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,35,35,1,False,32,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,True,True,False,False,True,True,460.62100000000015,5.954500000000007,46.330000000000005,1,3,11,35,3,4,0,0,4,0.15625,143.4883999999998,208.09386608793747,1.6457267398328672,1164.1773537758074,1,4
B-296,DWNAQMUDCDVSLT-UHFFFAOYSA-N,-6.5891,0.0,1,G1,318.328,4.125000000000003,-3.827249622279086,-2.761850377720914,2.761850377720914,diphenyl phthalate,O=C(Oc1ccccc1)c2ccccc2C(=O)Oc3ccccc3,2.761850377720914,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,24,24,1,False,20,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,True,True,False,False,True,True,318.328,4.125000000000003,52.60000000000001,0,4,4,24,4,3,0,0,3,0.0,89.24300000000002,138.82561041951956,1.8205415109696528,769.2824078454845,1,3
B-3122,KAATUXNTWXVJKI-DXCJPMOASA-N,-7.6194,0.0,1,G1,416.30400000000014,6.177980000000004,-4.859715934639761,-2.759684065360239,2.759684065360239,alpha-cypermethrin,CC1(C)[C@@H](C=C(Cl)Cl)[C@H]1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,2.759684065360239,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,28,28,1,False,22,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,True,True,False,False,True,True,416.30400000000014,6.177980000000004,59.32000000000001,0,4,6,28,6,2,1,1,3,0.2727272727272727,107.954,173.83020897810317,1.7214814947399866,930.2980937199306,1,2
C-2324,YDVYLSIVXYLBBX-UHFFFAOYSA-N,-7.96,0.0,1,G1,376.881,7.399300000000001,-5.200855157906661,-2.759144842093339,2.759144842093339,"2,2',3,3',4,6'-hexachlorodiphenyl  ether",ClC1=C(Cl)C(=C(OC2=C(Cl)C=CC(=C2Cl)Cl)C=C1)Cl,2.759144842093339,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,19,19,1,False,12,False,False,True,False,False,False,False,False,False,1,False,1.0,False,True,True,True,False,False,True,True,376.881,7.399300000000001,9.23,0,1,2,19,7,2,0,0,2,0.0,83.018,139.42163991635792,2.4806580116214114,640.6021141858682,1,2
F-534,GABQNAFEZZDSCM-UHFFFAOYSA-N,-6.04,0.0,1,G1,253.301,3.139000000000002,-3.2811532448714287,-2.758846755128572,2.758846755128572,Cinnamyl anthranilate,NC1=C(C(=O)OCC=CC2=CC=CC=C2)C=CC=C1,2.758846755128572,2.8421709430404014e-14,0.0,0.0,0.0,0.0,0.0,True,False,0,False,19,19,1,False,16,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,True,True,False,False,True,True,253.301,3.139000000000002,52.32000000000001,1,3,4,19,3,2,0,0,2,0.0625,76.61290000000004,111.87362077752655,1.881853838733928,576.3126215016729,1,2
A-657,ZLNAFSPCNATQPQ-UHFFFAOYSA-N,0.5776235848,0.0,1,G1,132.235,1.0764,-2.180600351475759,2.758223936275759,2.758223936275759,dimethoxymethylvinylsilane,CO[Si](C)(OC)C=C,2.758223936275759,2.8421709430404014e-14,0.0,0.0,0.0,0.0,0.0,True,False,0,False,8,8,1,False,5,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,True,True,False,False,True,True,132.235,1.0764,18.46,0,2,3,8,3,0,0,0,0,0.6,35.83299999999999,51.36415121543909,3.763089869319169,78.49785513558373,0,0
B-1432,AVQQQNCBBIEMEU-UHFFFAOYSA-N,0.9349,0.0,1,G1,116.164,0.2296,-1.8227646618792888,2.7576646618792893,2.7576646618792893,tetramethylurea,CN(C)C(=O)N(C)C,2.7576646618792893,1.4210854715202004e-14,2.775557561562892e-17,0.0,0.0,0.0,0.0,True,False,0,False,8,8,1,False,5,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,True,True,False,False,True,True,116.164,0.2296,23.550000000000004,0,1,0,8,3,0,0,0,0,0.8,32.76999999999998,49.88020892586648,3.65123357893369,78.42945954287094,0,0
C-2255,POOXVKSDWCXIBU-UHFFFAOYSA-N,-7.62,0.0,1,G1,342.43600000000004,6.745900000000002,-4.863135723512862,-2.7568642764871383,2.7568642764871383,"2,3',4,4',6-pentachlorodiphenyl  ether",ClC1=CC(=C(OC2=CC=C(Cl)C(=C2)Cl)C(=C1)Cl)Cl,2.7568642764871383,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,18,18,1,False,12,False,False,True,False,False,False,False,False,False,1,False,1.0,False,True,True,True,False,False,True,True,342.43600000000004,6.745900000000002,9.23,0,1,2,18,6,2,0,0,2,0.0,78.00800000000001,129.11837368947624,2.3666323735966874,574.0119082804617,1,2
A-5445,ZXMGHDIOOHOAAE-UHFFFAOYSA-N,0.4541441757,0.0,1,G1,281.155,0.2752,-2.3007303642912262,2.754874539991226,2.754874539991226,"1,1,1-trifluoro-N-(trifluoromethylsulfonyl)methanesulfonamide",FC(F)(F)[S](=O)(=O)N[S](=O)(=O)C(F)(F)F,2.754874539991226,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,True,False,0,False,15,15,1,False,2,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,True,True,False,False,True,True,281.155,0.2752,80.31,1,4,2,15,13,0,0,0,0,1.0,33.0853,79.16881952822176,5.284512595565851,384.73280282552736,0,0
B-838,QEWYKACRFQMRMB-UHFFFAOYSA-N,1.1077,0.0,1,G1,78.042,0.0405,-1.646343013207642,2.754043013207642,2.754043013207642,fluoroacetic acid,OC(=O)CF,2.754043013207642,0.0,3.4694469519536136e-17,0.0,0.0,0.0,0.0,True,False,0,False,5,5,1,False,2,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,True,True,False,False,True,True,78.042,0.0405,37.3,1,1,1,5,3,0,0,0,0,0.5,13.6108,28.22548439739217,2.847378923087672,42.91260938324327,0,0
A-2741,VZYBFCDYFROPPK-UHFFFAOYSA-N,-7.1387547034,0.0,1,G1,484.50400000000025,4.378500000000003,-4.385353083400536,-2.7534016199994644,2.7534016199994644,2-benzoyl-5-[3-(4-benzoyl-3-hydroxyphenoxy)-2-hydroxypropoxy]phenol,OC(COc1ccc(c(O)c1)C(=O)c2ccccc2)COc3ccc(c(O)c3)C(=O)c4ccccc4,2.7534016199994644,0.0,0.0,1.4210854715202004e-14,0.0,0.0,0.0,True,False,0,False,36,36,1,False,29,False,False,False,False,True,False,False,False,False,1,False,1.0,False,True,True,True,False,False,True,True,484.50400000000025,4.378500000000003,113.29,3,7,10,36,7,4,0,0,4,0.1034482758620689,132.95939999999996,207.3602322253614,1.298863700518996,1245.9237905045352,1,4
B-255,KFSLWBXXFJQRDL-UHFFFAOYSA-N,1.1189,0.0,1,G1,76.051,0.0224999999999999,-1.6341269927644395,2.75302699276444,2.75302699276444,peroxyacetic acid,CC(=O)OO,2.75302699276444,0.0,1.0408340855860844e-17,0.0,0.0,0.0,0.0,True,False,0,False,5,5,1,False,2,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,True,True,False,False,True,True,76.051,0.0224999999999999,46.53,1,3,0,5,3,0,0,0,0,0.5,14.3948,29.102789539711125,2.847378923087672,40.1577218810798,0,0
A-5354,OVOUKWFJRHALDD-UHFFFAOYSA-N,0.6303241084000001,0.0,1,G1,234.248,0.1457999999999994,-2.121817623151305,2.752141731551305,2.752141731551305,"ethane-1,2-diylbis(oxyethane-2,1-diyl) diacetate",CC(=O)OCCOCCOCCOC(C)=O,2.752141731551305,2.8421709430404014e-14,8.326672684688674e-17,0.0,0.0,0.0,0.0,True,False,0,False,16,16,1,False,10,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,True,True,False,False,True,True,234.248,0.1457999999999994,71.06,0,6,9,16,6,0,0,0,0,0.8,54.90400000000004,94.80095517551408,2.9847083013580864,181.48593526684053,0,0
B-2022,SDOJHDGZFOGOFD-UHFFFAOYSA-N,-7.0109,0.0,1,G1,256.348,5.763040000000004,-4.259338633978381,-2.751561366021619,2.751561366021619,"5,6-dimethylchrysene",Cc1c(C)c2c3ccccc3ccc2c4ccccc14,2.751561366021619,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,20,20,1,False,20,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,True,True,False,False,True,True,256.348,5.763040000000004,0.0,0,0,0,20,0,4,0,0,4,0.1,88.43400000000005,118.2062809434958,2.3923893547034303,955.5588177778452,4,1
A-4524,FXHOOIRPVKKKFG-UHFFFAOYSA-N,1.0598721633,0.0250639183500001,2,G3,87.12199999999999,0.0945,-1.6916744832182251,2.751546646518225,2.751546646518225,"N,N-dimethylacetamide",CN(C)C(C)=O,2.751546646518225,0.0,2.775557561562892e-17,3.552713678800501e-15,0.0,0.0,0.0,True,False,0,False,6,6,1,False,4,False,False,False,False,False,False,False,False,False,1,False,1.0,False,True,True,True,False,False,True,True,87.12199999999999,0.0945,20.31,0,1,0,6,2,0,0,0,0,0.75,24.36799999999999,37.75543314126651,3.2575861612334887,58.568425030288566,0,0
