ID,SMILES,scaffold,Solubility,rdkit_molwt,rdkit_mollogp,rdkit_ring_count,rdkit_aromatic_rings,rdkit_rotatable_bonds,rdkit_fraction_csp3,repetition,seed,predicted_solubility,residual,absolute_error,squared_error,prediction_error_direction,train_size,test_size,test_scaffold_count,observed_solubility_region,predicted_solubility_region
B-4251,CCCO[P](=S)(OCCC)SCC(=O)N1CCCCC1C,C1CCNCC1,-4.1504,353.4900000000001,4.198300000000004,1,0,9,0.9285714285714286,2,101,-4.542519052317221,0.3921190523172209,0.3921190523172209,0.1537573511901554,underprediction,6813,1830,522,-6 to < -4,-6 to < -4
B-1748,Nc1c(Cl)c(Cl)nc(C(O)=O)c1Cl,c1ccncc1,-2.7494,241.461,2.3222,1,1,1,0.0,2,101,-2.756916899741659,0.007516899741658811,0.007516899741658811,5.65037817261503e-05,underprediction,6813,1830,522,-4 to < -2,-4 to < -2
F-432,CCOC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C1=CC=CC=C1,O=C(NCCc1ccccc1)c1ccccc1,-3.33,313.353,2.2964,2,2,6,0.2222222222222222,2,101,-3.580250876957755,0.2502508769577547,0.2502508769577547,0.0626255014181253,underprediction,6813,1830,522,-4 to < -2,-4 to < -2
B-4282,c1ccc2c(c1)ccc3ncccc23,c1ccc2c(c1)ccc1ncccc12,-3.3574,179.22199999999998,3.388000000000001,3,3,0,0.0,2,101,-4.407677211583756,1.0502772115837562,1.0502772115837562,1.1030822211721503,underprediction,6813,1830,522,-4 to < -2,-6 to < -4
A-789,CC(C)[C@@H]1CC[C@@H](C)C[C@@H]1O,C1CCCCC1,-2.5604043774000003,156.269,2.439500000000001,1,0,1,1.0,2,101,-2.3159985511735166,-0.24440582622648366,0.24440582622648366,0.059734207893450124,overprediction,6813,1830,522,-4 to < -2,-4 to < -2
C-2024,CCC(=O)OCSC1=NC=NC2=C1N=C[NH]2,c1ncc2nc[nH]c2n1,-2.39,238.272,1.3557,2,2,4,0.3333333333333333,2,101,-2.3957293040553673,0.0057293040553672014,0.0057293040553672014,3.282492495884706e-05,underprediction,6813,1830,522,-4 to < -2,-4 to < -2
D-1403,Nc1ccc(cc1)[S](=O)(=O)c2ccc(NCCO)cc2,O=S(=O)(c1ccccc1)c1ccccc1,-2.597,292.36,1.5058,2,2,5,0.1428571428571428,2,101,-2.981881591794219,0.384881591794219,0.384881591794219,0.14813383970205182,underprediction,6813,1830,522,-4 to < -2,-4 to < -2
B-2893,CCO[P](=S)(OCC)Oc1nn(C(C)C)c(Cl)n1,c1nc[nH]n1,-3.6577,313.747,3.1887000000000016,1,1,7,0.7777777777777778,2,101,-3.7073209254866732,0.04962092548667307,0.04962092548667307,0.0024622362461539614,underprediction,6813,1830,522,-4 to < -2,-4 to < -2
D-1689,COC1=C(C#N)C(=O)N(C)C=C1,O=c1cccc[nH]1,-1.784,164.16400000000002,0.2655799999999999,1,1,1,0.25,2,101,-0.9970413236188628,-0.7869586763811373,0.7869586763811373,0.6193039583315515,overprediction,6813,1830,522,-2 to < 0,-2 to < 0
B-2834,Cc1cc(ccc1N[S](=O)(=O)C(F)(F)F)[S](=O)(=O)c2ccccc2,O=S(=O)(c1ccccc1)c1ccccc1,-3.8009,379.381,3.0893200000000016,2,2,4,0.1428571428571428,2,101,-4.347054096526611,0.5461540965266107,0.5461540965266107,0.2982842971527984,underprediction,6813,1830,522,-4 to < -2,-6 to < -4
G-978,CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C2CCC1(O)C(=O)CO,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,-3.18,360.4500000000002,1.5576,4,0,2,0.7142857142857143,2,101,-2.8319983718430737,-0.3480016281569265,0.3480016281569265,0.12110513319987172,overprediction,6813,1830,522,-4 to < -2,-4 to < -2
C-2277,CCC(=O)OCSC1=NC=NC2=C1N=C[N]2COC(=O)CC,c1ncc2nc[nH]c2n1,-2.78,324.36200000000014,1.7397999999999998,2,2,7,0.4615384615384615,2,101,-2.9090182622457257,0.12901826224572588,0.12901826224572588,0.016645711992906896,underprediction,6813,1830,522,-4 to < -2,-4 to < -2
A-114,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,-3.1784471289,360.4500000000002,1.5576,4,0,2,0.7142857142857143,2,101,-2.8319983718430737,-0.3464487570569261,0.3464487570569261,0.12002674126628902,overprediction,6813,1830,522,-4 to < -2,-4 to < -2
B-3326,CCc1nc2cnc(O)nc2nc1CC,c1cnc2ncncc2n1,-2.2644,204.23299999999995,1.2501999999999998,2,2,2,0.4,2,101,-2.058304628154736,-0.20609537184526427,0.20609537184526427,0.04247530229603775,overprediction,6813,1830,522,-4 to < -2,-4 to < -2
A-4939,CC(O)COc1ccc(cc1)C(C)(C)c2ccc(OCC(C)O)cc2,c1ccc(Cc2ccccc2)cc1,-3.499700952,344.4510000000001,3.5317000000000025,2,2,8,0.4285714285714285,2,101,-4.406488453915965,0.9067875019159648,0.9067875019159648,0.8222635736309959,underprediction,6813,1830,522,-4 to < -2,-6 to < -4
A-808,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C1CCCCC1,-2.5706235426,156.269,2.439500000000001,1,0,1,1.0,2,101,-2.3159985511735166,-0.2546249914264833,0.2546249914264833,0.0648338862589367,overprediction,6813,1830,522,-4 to < -2,-4 to < -2
A-1809,S=C1Nc2ccccc2S1,S=c1[nH]c2ccccc2s1,-3.1515048921,167.25799999999998,2.95889,2,2,0,0.0,2,101,-3.580585522876911,0.4290806307769106,0.4290806307769106,0.1841101877079115,underprediction,6813,1830,522,-4 to < -2,-4 to < -2
F-333,CCCC1(CCC)C(=O)NC(=O)NC1=O,O=C1CC(=O)NC(=O)N1,-2.53,212.249,0.9389999999999998,1,0,4,0.7,2,101,-1.2412365931600118,-1.288763406839988,1.288763406839988,1.6609111188098125,overprediction,6813,1830,522,-4 to < -2,-2 to < 0
E-700,CN(C)C(=O)C(c1ccccc1)c2ccccc2,c1ccc(Cc2ccccc2)cc1,-2.98,239.318,2.9067000000000016,2,2,3,0.1875,2,101,-3.7407310990341274,0.7607310990341274,0.7607310990341274,0.5787118050376713,underprediction,6813,1830,522,-4 to < -2,-4 to < -2
C-1603,OC(=O)/C(S)=C/C1CCCCC1,C1CCCCC1,-2.67,186.27599999999995,2.4650000000000007,1,0,2,0.6666666666666666,2,101,-2.5576829000977193,-0.11231709990228067,0.11231709990228067,0.012615130930458896,overprediction,6813,1830,522,-4 to < -2,-4 to < -2
B-4507,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,c1ccc(Cc2cncnc2)cc1,-2.8608,290.32300000000004,1.2575999999999998,2,2,5,0.2857142857142857,2,101,-2.359196263310095,-0.5016037366899049,0.5016037366899049,0.2516063086612754,overprediction,6813,1830,522,-4 to < -2,-4 to < -2
A-1916,Cc1cc(Cc2cc(C)c(O)c(C)c2)cc(C)c1O,c1ccc(Cc2ccccc2)cc1,-3.4088248510000003,256.345,3.922280000000003,2,2,2,0.2941176470588235,2,101,-4.422205924997383,1.0133810739973823,1.0133810739973823,1.026941201136088,underprediction,6813,1830,522,-4 to < -2,-6 to < -4
C-1818,CCC(=O)NC1=NC(=C(Cl)S1)C,c1cscn1,-3.06,204.682,2.4534200000000004,1,1,2,0.4285714285714285,2,101,-2.6346035214611345,-0.42539647853886553,0.42539647853886553,0.18096216395326747,overprediction,6813,1830,522,-4 to < -2,-4 to < -2
B-3053,Clc1ccc(c(Cl)c1)C2(Cn3cncn3)OCCO2,c1ccc(C2(Cn3cncn3)OCCO2)cc1,-3.0031,300.1450000000001,2.484700000000001,3,2,3,0.3333333333333333,2,101,-3.5363439522513267,0.5332439522513268,0.5332439522513268,0.2843491126126153,underprediction,6813,1830,522,-4 to < -2,-4 to < -2
F-100,CC(=O)NC1=CC2=C(C=C1)COC2=O,O=C1OCc2ccccc21,-2.6,191.18599999999995,1.3154,2,1,1,0.2,2,101,-2.2417528664725093,-0.3582471335274908,0.3582471335274908,0.12834100868066384,overprediction,6813,1830,522,-4 to < -2,-4 to < -2
B-4637,OC(=O)c1cncc(c1)C(O)=O,c1ccncc1,-2.2230000000000003,167.11999999999998,0.478,1,1,2,0.0,2,101,-1.4357278711159418,-0.7872721288840585,0.7872721288840585,0.6197974049176377,overprediction,6813,1830,522,-4 to < -2,-2 to < 0
A-1991,CCC1(C)Nc2cccc3cccc(N1)c23,c1cc2c3c(cccc3c1)NCN2,-3.2477605654,212.296,3.8034000000000017,3,2,1,0.2857142857142857,2,101,-4.2603953782872015,1.0126348128872014,1.0126348128872014,1.0254292642710974,underprediction,6813,1830,522,-4 to < -2,-6 to < -4
B-3463,N[S](=O)(=O)c1scc(c1)C(=O)c2ccc(O)cc2,O=C(c1ccccc1)c1ccsc1,-2.8612,283.33,1.3321000000000005,2,2,3,0.0,2,101,-2.7715407514286716,-0.08965924857132856,0.08965924857132856,0.008038780854375283,overprediction,6813,1830,522,-4 to < -2,-4 to < -2
B-718,N(Nc1ccccc1)c2ccccc2,c1ccc(NNc2ccccc2)cc1,-2.9210000000000003,184.242,3.1256000000000013,2,2,3,0.0,2,101,-3.9180629107480662,0.997062910748066,0.997062910748066,0.9941344479894058,underprediction,6813,1830,522,-4 to < -2,-4 to < -2
A-2485,[O-][N+](=O)c1ccc(N=Nc2ccc(cc2)N(CCC#N)CCC#N)c(Cl)c1,c1ccc(N=Nc2ccccc2)cc1,-4.281954413,382.81100000000015,5.297360000000004,2,2,8,0.2222222222222222,2,101,-6.070241842704117,1.7882874297041171,1.7882874297041171,3.1979719312377575,underprediction,6813,1830,522,-6 to < -4,< -6
A-2488,CCN(CCC#N)c1ccc(cc1)N=Nc2ccc(cc2Cl)[N+]([O-])=O,c1ccc(N=Nc2ccccc2)cc1,-4.2526115544,357.8010000000001,5.403580000000004,2,2,7,0.2352941176470588,2,101,-5.981857286096459,1.7292457316964596,1.7292457316964596,2.9902908005904236,underprediction,6813,1830,522,-6 to < -4,-6 to < -4
B-973,COc1cc(cc(OC)c1OC)[C@H]2[C@H]3[C@H](COC3=O)[C@@H](O)c4cc5OCOc5cc24,O=C1OCC2Cc3cc4c(cc3C(c3ccccc3)C12)OCO4,-3.6174,414.4100000000002,2.4092,5,2,4,0.4090909090909091,2,101,-3.896907525504901,0.2795075255049011,0.2795075255049011,0.07812445681387294,underprediction,6813,1830,522,-4 to < -2,-4 to < -2
B-2498,CCCCC1(CCCC)C(=O)NC(=O)NC1=O,O=C1CC(=O)NC(=O)N1,-2.8756,240.303,1.7191999999999998,1,0,6,0.75,2,101,-2.1686251109777506,-0.7069748890222494,0.7069748890222494,0.4998134937080218,overprediction,6813,1830,522,-4 to < -2,-4 to < -2
B-3964,s1ccc2ccccc12,c1ccc2sccc2c1,-3.0138,134.20299999999995,2.901300000000001,2,2,0,0.0,2,101,-3.5621227988303072,0.5483227988303074,0.5483227988303074,0.3006578917171018,underprediction,6813,1830,522,-4 to < -2,-4 to < -2
C-2064,CCCCC(=O)OCSC1=NC=NC2=C1N=C[NH]2,c1ncc2nc[nH]c2n1,-3.1,266.326,2.1359,2,2,6,0.4545454545454545,2,101,-2.6960666386640026,-0.40393336133599744,0.40393336133599744,0.1631621604001975,overprediction,6813,1830,522,-4 to < -2,-4 to < -2
C-772,CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2OC(=O)C5=CC=CC=C5,O=C1C=C2CCC3C(CCC4C(OC(=O)c5ccccc5)CCC43)C2CC1,-4.48,392.5390000000001,5.743900000000005,5,1,2,0.6153846153846154,2,101,-5.676761638332294,1.1967616383322932,1.1967616383322932,1.4322384189837947,underprediction,6813,1830,522,-6 to < -4,-6 to < -4
C-1225,CN(C)C(=O)N1C=C(F)C(=O)NC1=O,O=c1cc[nH]c(=O)[nH]1,-1.53,201.157,-0.7946,1,1,0,0.2857142857142857,2,101,-1.390355839489576,-0.13964416051042394,0.13964416051042394,0.019500491564661045,overprediction,6813,1830,522,-2 to < 0,-2 to < 0
B-2034,OC(=O)CN1C(=O)Sc2cccc(Cl)c12,O=c1[nH]c2ccccc2s1,-2.6087,243.671,1.8010000000000004,2,2,2,0.1111111111111111,2,101,-2.9544110098015754,0.34571100980157565,0.34571100980157565,0.11951610229802513,underprediction,6813,1830,522,-4 to < -2,-4 to < -2
F-1092,OCC1OC(N2C(C3=CC=CO3)=NC3=C2C=CC=C3)C(O)C(O)C1O,c1coc(-c2nc3ccccc3n2C2CCCCO2)c1,-2.33,346.33900000000006,0.2686999999999995,4,3,3,0.3529411764705882,2,101,-2.945941770703632,0.6159417707036319,0.6159417707036319,0.3793842648975254,underprediction,6813,1830,522,-4 to < -2,-4 to < -2
C-1233,CC(C)(C)C(=O)OCN1C=C(F)C(=O)NC1=O,O=c1cc[nH]c(=O)[nH]1,-2.03,244.222,0.2224999999999999,1,1,2,0.5,2,101,-1.527929440636656,-0.5020705593633439,0.5020705593633439,0.25207484657942103,overprediction,6813,1830,522,-4 to < -2,-2 to < 0
B-3016,CC(C)(C)c1ccc(O[P](=O)(Oc2ccccc2)Oc3ccccc3)cc1,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,-5.0774,382.3960000000001,6.629000000000006,3,3,6,0.1818181818181818,2,101,-7.562378557741838,2.4849785577418384,2.4849785577418384,6.175118432436707,underprediction,6813,1830,522,-6 to < -4,< -6
B-2561,Clc1ccc2COC(=O)c2c1,O=C1OCc2ccccc21,-2.4817,168.57899999999998,2.0104,2,1,0,0.125,2,101,-2.3443797550462713,-0.13732024495372874,0.13732024495372874,0.018856849674152066,overprediction,6813,1830,522,-4 to < -2,-4 to < -2
C-1780,NC1=NC2=C(N=C[NH]2)C(=N1)N,c1ncc2nc[nH]c2n1,-1.8,150.14499999999998,-0.4827000000000003,2,2,0,0.0,2,101,-2.0139587674701573,0.2139587674701573,0.2139587674701573,0.04577835417734884,underprediction,6813,1830,522,-2 to < 0,-4 to < -2
B-2557,Brc1ccc2COC(=O)c2c1,O=C1OCc2ccccc21,-2.6472,213.02999999999997,2.1195,2,1,0,0.125,2,101,-2.788020649264423,0.14082064926442284,0.14082064926442284,0.01983045525925359,underprediction,6813,1830,522,-4 to < -2,-4 to < -2
C-2359,CCC(C)N1C=CC(=NC1=O)N[S](=O)(=O)C2=CC=C(N)C=C2,O=c1nc(NS(=O)(=O)c2ccccc2)cc[nH]1,-2.76,322.39000000000004,1.5973,2,2,5,0.2857142857142857,2,101,-2.981820019313843,0.2218200193138431,0.2218200193138431,0.04920412096839372,underprediction,6813,1830,522,-4 to < -2,-4 to < -2
A-1764,OC(=O)C(c1ccccc1)c2ccccc2,c1ccc(Cc2ccccc2)cc1,-3.2230398856,212.248,2.903100000000001,2,2,3,0.0714285714285714,2,101,-3.8426238242745505,0.6195839386745505,0.6195839386745505,0.3838842570634692,underprediction,6813,1830,522,-4 to < -2,-4 to < -2
C-1037,CC1=NN=C2CN=C(C3=CC=CC=C3Cl)C4=C(C=CC(=C4)Cl)[N]12,c1ccc(C2=NCc3nncn3-c3ccccc32)cc1,-4.08,343.21700000000004,4.233520000000003,4,3,1,0.1176470588235294,2,101,-5.2921340971979465,1.2121340971979464,1.2121340971979464,1.4692690695898807,underprediction,6813,1830,522,-6 to < -4,-6 to < -4
F-90,CCCCCCCNC(=O)C1=CN=CC=C1,c1ccncc1,-3.2,220.31600000000003,2.7818000000000005,1,1,7,0.5384615384615384,2,101,-3.2220418907835984,0.022041890783598195,0.022041890783598195,0.00048584494931607104,underprediction,6813,1830,522,-4 to < -2,-4 to < -2
B-1529,CC(=O)CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,O=C1CC(=O)N(c2ccccc2)N1c1ccccc1,-3.2676,322.36400000000003,2.966800000000001,3,2,5,0.2105263157894736,2,101,-4.043878346691598,0.7762783466915986,0.7762783466915986,0.6026080715422417,underprediction,6813,1830,522,-4 to < -2,-6 to < -4
B-896,CCN1C[C@]2(COC)[C@H](O)C[C@H](OC)[C@@]34[C@@H]5C[C@]6(O)[C@@H](OC)[C@H](O)[C@](OC(C)=O)([C@@H]([C@H](OC)[C@H]23)C14)[C@H]5[C@H]6OC(=O)c7ccccc7,O=C(OC1C2CCC3C4CC5C6CCCC5(C(C2)C31)C4NC6)c1ccccc1,-3.3187,645.7460000000002,0.6481000000000052,7,1,9,0.7647058823529411,2,101,-3.086913050059164,-0.23178694994083626,0.23178694994083626,0.05372519016287573,overprediction,6813,1830,522,-4 to < -2,-4 to < -2
F-374,CCC=C(C)C1(CC)C(=O)NC(=O)NC1=O,O=C1CC(=O)NC(=O)N1,-2.31,224.26,1.1050999999999995,1,0,3,0.5454545454545454,2,101,-1.3087779534540944,-1.0012220465459056,1.0012220465459056,1.0024455864895716,overprediction,6813,1830,522,-4 to < -2,-2 to < 0
C-194,CC/C=C(C)/C1(CC)C(=O)NC(=O)NC1=O,O=C1CC(=O)NC(=O)N1,-2.31,224.26,1.1050999999999995,1,0,3,0.5454545454545454,2,101,-1.3087779534540944,-1.0012220465459056,1.0012220465459056,1.0024455864895716,overprediction,6813,1830,522,-4 to < -2,-2 to < 0
B-1314,CCOC(=O)c1ccccc1C(=O)c2ccccc2,O=C(c1ccccc1)c1ccccc1,-3.4053,254.285,3.0943000000000014,2,2,4,0.125,2,101,-3.9014687296836774,0.4961687296836774,0.4961687296836774,0.24618340831591415,underprediction,6813,1830,522,-4 to < -2,-4 to < -2
B-4456,CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,O=C1CC(=O)N(c2ccccc2)N1c1ccccc1,-3.8124,308.38100000000003,3.7878000000000025,3,2,5,0.2631578947368421,2,101,-4.314073489216644,0.5016734892166439,0.5016734892166439,0.2516762897828021,underprediction,6813,1830,522,-4 to < -2,-6 to < -4
F-263,O=C(O)C1=C(N=NC2=CC=C(O)C=C2)C=CC(Cl)=C1,c1ccc(N=Nc2ccccc2)cc1,-3.86,276.67900000000003,4.159200000000001,2,2,3,0.0,2,101,-4.956670478171466,1.096670478171466,1.096670478171466,1.202686137692832,underprediction,6813,1830,522,-4 to < -2,-6 to < -4
A-1832,CC(C)(c1ccc(OCCO)cc1)c2ccc(OCCO)cc2,c1ccc(Cc2ccccc2)cc1,-3.4517905533999995,316.39700000000005,2.754700000000001,2,2,8,0.3684210526315789,2,101,-3.697388079464741,0.2455975260647416,0.2455975260647416,0.060318144809121434,underprediction,6813,1830,522,-4 to < -2,-4 to < -2
A-596,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2O,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,-3.7003596507,286.415,3.655200000000003,4,0,0,0.7368421052631579,2,101,-4.457871974888156,0.7575123241881561,0.7575123241881561,0.5738249212969421,underprediction,6813,1830,522,-4 to < -2,-6 to < -4
B-3021,Nc1ccc2COC(=O)c2c1,O=C1OCc2ccccc21,-2.0414,149.149,0.9392,2,1,0,0.125,2,101,-1.7744174559650603,-0.2669825440349396,0.2669825440349396,0.07127967881936846,overprediction,6813,1830,522,-4 to < -2,-2 to < 0
A-1703,CCCOC(=O)C1CCCCC1C(=O)OCCC,C1CCCCC1,-3.2626917327,256.34199999999987,2.699200000000001,1,0,6,0.8571428571428571,2,101,-2.892270462576523,-0.3704212701234768,0.3704212701234768,0.13721191735988977,overprediction,6813,1830,522,-4 to < -2,-4 to < -2
A-4854,O[S](=O)(=O)c1ccc2nc([nH]c2c1)c3ccccc3,c1ccc(-c2nc3ccccc3[nH]2)cc1,-2.9611061362,274.301,2.4766000000000004,3,3,2,0.0,2,101,-3.6168385753605485,0.6557324391605484,0.6557324391605484,0.42998503176744224,underprediction,6813,1830,522,-4 to < -2,-4 to < -2
H-341,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,-3.97,302.458,4.269300000000005,4,0,0,0.85,2,101,-4.710003063082155,0.7400030630821548,0.7400030630821548,0.5476045333709716,underprediction,6813,1830,522,-4 to < -2,-6 to < -4
C-1953,CN(C1CCCCC1)C(=O)COC(=O)C2=CC=CC=C2,O=C(COC(=O)c1ccccc1)NC1CCCCC1,-3.29,275.348,2.634500000000001,2,1,4,0.5,2,101,-3.2861475715895048,-0.0038524284104952677,0.0038524284104952677,1.4841204657991094e-05,overprediction,6813,1830,522,-4 to < -2,-4 to < -2
C-643,N[S](=O)(=O)C1=CC2=C(SCCC2O)S1,c1cc2c(s1)SCCC2,-2.59,251.354,0.9247000000000004,2,1,1,0.4285714285714285,2,101,-2.11812244021699,-0.4718775597830098,0.4718775597830098,0.222668431426768,overprediction,6813,1830,522,-4 to < -2,-4 to < -2
A-4414,CN1C(=C(NC=O)C(=O)N(C)C1=O)N,O=c1cc[nH]c(=O)[nH]1,-1.1831208545999998,198.182,-1.7654999999999994,1,1,2,0.2857142857142857,2,101,-1.406347167175063,0.2232263125750631,0.2232263125750631,0.04982998662585977,underprediction,6813,1830,522,-2 to < 0,-2 to < 0
A-388,Clc1cccc(n1)C(Cl)(Cl)Cl,c1ccncc1,-3.506108364,230.909,3.5617,1,1,0,0.1666666666666666,2,101,-4.16982848533605,0.6637201213360502,0.6637201213360502,0.4405243994663412,underprediction,6813,1830,522,-4 to < -2,-6 to < -4
B-749,CC(=O)OC[C@H]1O[C@H](O[C@]2(COC(C)=O)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]2OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,C1CCC(OC2CCCO2)OC1,-2.8726,678.5930000000003,-0.8291999999999908,2,0,13,0.7142857142857143,2,101,-1.932685955130602,-0.9399140448693979,0.9399140448693979,0.8834384117427525,overprediction,6813,1830,522,-4 to < -2,-2 to < 0
C-1250,FC1=CN(C(=O)NC1=O)C(=O)OCCCl,O=c1cc[nH]c(=O)[nH]1,-1.91,236.586,-0.1008,1,1,2,0.2857142857142857,2,101,-1.630363038273831,-0.2796369617261689,0.2796369617261689,0.07819683036344287,overprediction,6813,1830,522,-2 to < 0,-2 to < 0
C-486,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C1CCC2C(=O)CO,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,-3.24,346.46700000000016,2.666700000000002,4,0,2,0.8095238095238095,2,101,-3.802251484133244,0.562251484133244,0.562251484133244,0.3161267314100355,underprediction,6813,1830,522,-4 to < -2,-4 to < -2
C-1006,CC1=CN(C2CC(N=[N+]=[N-])C(COC(=O)C3=CC=NC=C3)O2)C(=O)NC1=O,O=C(OCC1CCC(n2ccc(=O)[nH]c2=O)O1)c1ccncc1,-2.72,372.34100000000007,1.0634199999999998,3,2,5,0.375,2,101,-2.7783917652065093,0.05839176520650913,0.05839176520650913,0.00340959824393209,underprediction,6813,1830,522,-4 to < -2,-4 to < -2
B-4566,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,-3.2408,346.46700000000016,2.666700000000002,4,0,2,0.8095238095238095,2,101,-3.802251484133244,0.5614514841332441,0.5614514841332441,0.31522776903542243,underprediction,6813,1830,522,-4 to < -2,-4 to < -2
B-3977,CSc1sc2ccccc2n1,c1ccc2scnc2c1,-3.1614,181.28500000000005,3.018200000000001,2,2,1,0.125,2,101,-3.5757898942114448,0.4143898942114448,0.4143898942114448,0.1717189844245724,underprediction,6813,1830,522,-4 to < -2,-4 to < -2
A-2417,CCOC(=O)CN=C(c1ccccc1)c2ccccc2,N=C(c1ccccc1)c1ccccc1,-3.4270444492000003,267.32800000000003,3.0871000000000013,2,2,5,0.1764705882352941,2,101,-3.88916013687594,0.4621156876759396,0.4621156876759396,0.21355090879620653,underprediction,6813,1830,522,-4 to < -2,-4 to < -2
C-591,CC1=CC(=NO1)C(=O)NNCC2=CC=CC=C2,O=C(NNCc1ccccc1)c1ccon1,-2.46,231.255,1.41762,2,2,4,0.1666666666666666,2,101,-2.5582347539046313,0.09823475390463132,0.09823475390463132,0.009650066874703479,underprediction,6813,1830,522,-4 to < -2,-4 to < -2
A-2000,O=C(Nc1cccc2C(=O)c3c4[nH]c5c(cc(NC(=O)c6ccccc6)c7C(=O)c8ccccc8C(=O)c57)c4ccc3C(=O)c12)c9ccccc9,O=C(Nc1cccc2c(=O)c3c(ccc4c5cc(NC(=O)c6ccccc6)c6c(=O)c7ccccc7c(=O)c6c5[nH]c43)c(=O)c12)c1ccccc1,-5.647161854,665.6610000000003,6.754900000000005,9,9,4,0.0,2,101,-5.217705787928104,-0.42945606607189646,0.42945606607189646,0.1844325126859491,overprediction,6813,1830,522,-6 to < -4,-6 to < -4
B-4489,CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3,O=C1CC(=O)N(c2ccccc2)N1c1ccccc1,-3.7329,324.38000000000005,3.493400000000002,3,2,5,0.2631578947368421,2,101,-4.193226149936186,0.46032614993618637,0.46032614993618637,0.21190016431507233,underprediction,6813,1830,522,-4 to < -2,-6 to < -4
C-79,CC1(C)C(=O)NC(=O)NC1=O,O=C1CC(=O)NC(=O)N1,-1.74,156.141,-0.6214000000000002,1,0,0,0.5,2,101,-0.3913355189596722,-1.3486644810403279,1.3486644810403279,1.818895882419777,overprediction,6813,1830,522,-2 to < 0,-2 to < 0
A-1077,OC(c1ccccc1)C(=O)c2ccccc2,O=C(Cc1ccccc1)c1ccccc1,-2.8497223519,212.248,2.602900000000001,2,2,3,0.0714285714285714,2,101,-3.5146543456072137,0.6649319937072136,0.6649319937072136,0.4421345562554499,underprediction,6813,1830,522,-4 to < -2,-4 to < -2
C-2444,ClC1=CC(=C(COC(C[N]2C=CN=C2)C3=CC=C(Cl)C=C3Cl)C=C1)Cl,c1ccc(COC(Cn2ccnc2)c2ccccc2)cc1,-5.08,416.1350000000001,6.454800000000002,3,3,6,0.1666666666666666,2,101,-7.907756780388898,2.8277567803888983,2.8277567803888983,7.996208409035388,underprediction,6813,1830,522,-6 to < -4,< -6
B-269,CC(=O)C1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@H](O)C[C@]12C,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,-3.8202,330.468,3.694300000000003,4,0,1,0.8095238095238095,2,101,-4.596008351618862,0.7758083516188625,0.7758083516188625,0.6018785984415767,underprediction,6813,1830,522,-4 to < -2,-6 to < -4
C-433,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,-3.82,330.468,3.694300000000003,4,0,1,0.8095238095238095,2,101,-4.596008351618862,0.7760083516188625,0.7760083516188625,0.6021889617822241,underprediction,6813,1830,522,-4 to < -2,-6 to < -4
H-268,CC(=O)C1CCC2C3CCC4=CC(=O)CC(O)C4(C)C3CCC12C,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,-3.82,330.46800000000013,3.694300000000003,4,0,1,0.8095238095238095,2,101,-4.596008351618862,0.7760083516188625,0.7760083516188625,0.6021889617822241,underprediction,6813,1830,522,-4 to < -2,-6 to < -4
B-1989,OC(=O)C1=CCCc2ccccc12,C1=Cc2ccccc2CC1,-2.7939,174.199,2.1008,2,1,1,0.1818181818181818,2,101,-2.45361389090944,-0.34028610909056,0.34028610909056,0.1157946360399925,overprediction,6813,1830,522,-4 to < -2,-4 to < -2
